Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-GlyGCC-171692	51	28	97
nuclear-Ath-GlyGCC-183730	30	7	30
nuclear-Ath-GlyTCC-171720	21854	8574	12376
nuclear-Ath-HisGTG-171768	4364	1368	5343
nuclear-Ath-HisGTG-171770	565	160	663
nuclear-Ath-HisGTG-183747	1090	321	898
nuclear-Ath-HisGTG-183748	473	229	408
nuclear-Ath-IleAAT-171735	8254	3270	19702
nuclear-Ath-IleAAT-171736	8575	4066	26203
nuclear-Ath-IleTAT-171721	1014	528	897
nuclear-Ath-IleTAT-171764	937	442	1596
nuclear-Ath-LeuAAG-171816	660	213	972
nuclear-Ath-LeuAAG-171817	1238	466	1908
nuclear-Ath-LeuCAA-171786	4419	1755	3848
nuclear-Ath-LeuCAA-171787	3904	1294	3515
nuclear-Ath-LeuCAA-171789	5208	1449	4177
nuclear-Ath-LeuCAA-171790	4153	981	2761
nuclear-Ath-LeuCAA-183751	530	181	468
nuclear-Ath-LeuCAG-171781	5832	2269	6480
nuclear-Ath-LeuTAA-171698	1103	478	1037
nuclear-Ath-LeuTAA-171699	1593	604	1483
nuclear-Ath-LeuTAA-171791	1814	790	1201
nuclear-Ath-LeuTAG-171673	12748	4986	16440
nuclear-Ath-LeuTAG-171675	6977	2916	5592
nuclear-Ath-LeuTAG-171685	1582	689	2167
nuclear-Ath-LysCTT-171703	2269	814	1166
nuclear-Ath-LysCTT-171704	58131	17555	17186
nuclear-Ath-LysCTT-183733	22	36	8
nuclear-Ath-LysTTT-171707	75	11	46
nuclear-Ath-LysTTT-171712	320	86	143
nuclear-Ath-LysTTT-183734	29	3	8
nuclear-Ath-LysTTT-183735	2	1	9
nuclear-Ath-PheGAA-171718	13410	8670	15205
nuclear-Ath-ProAGG-171737	8569	1094	3069
nuclear-Ath-ProAGG-171738	2383	283	732
nuclear-Ath-ProAGG-171743	9285	1265	2538
nuclear-Ath-ProCGG-171739	37	4	13
nuclear-Ath-ProCGG-171760	3553	493	2185
nuclear-Ath-ProCGG-171761	6157	972	3649
nuclear-Ath-ProTGG-171741	5033	681	2191
nuclear-Ath-ProTGG-171744	17780	2564	6474
nuclear-Ath-ProTGG-183741	1	0	0
nuclear-Ath-SerAGA-171812	400	342	3292
nuclear-Ath-SerAGA-171813	2119	1463	15503
nuclear-Ath-SerAGA-171814	7	9	7
nuclear-Ath-SerAGA-171815	41	22	176
nuclear-Ath-SerAGA-183750	359	160	335
nuclear-Ath-SerAGA-183759	0	0	3
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	1	2	14
nuclear-Ath-SerCGA-171782	383	357	758
nuclear-Ath-SerCGA-171785	2019	1529	3201
nuclear-Ath-SerCGA-171794	1562	1171	2133
nuclear-Ath-SerGCT-171796	1325	548	1061
nuclear-Ath-SerGCT-171797	3194	1219	1865
nuclear-Ath-SerGCT-171798	6056	2596	4678
nuclear-Ath-SerGCT-171800	1809	742	1359
nuclear-Ath-SerGCT-183728	1684	771	1601
nuclear-Ath-SerGCT-183752	913	431	775
nuclear-Ath-SerGCT-183753	0	0	1
nuclear-Ath-SerTGA-171783	665	574	821
nuclear-Ath-SerTGA-171784	496	452	884
nuclear-Ath-SerTGA-171792	1285	1227	2625
nuclear-Ath-SerTGA-171793	723	639	1234
nuclear-Ath-ThrAGT-171722	2695	1256	2134
nuclear-Ath-ThrAGT-171723	3476	1251	1658
nuclear-Ath-ThrAGT-171731	3767	1332	1649
nuclear-Ath-ThrCGT-171709	7891	2775	1830
nuclear-Ath-ThrCGT-171710	2596	645	619
nuclear-Ath-ThrCGT-171711	1049	407	337
nuclear-Ath-ThrTGT-171700	15462	6704	13629
nuclear-Ath-ThrTGT-171705	1933	806	2163
nuclear-Ath-ThrTGT-183732	2	2	1
nuclear-Ath-TrpCCA-171732	13193	3411	15506
nuclear-Ath-TrpCCA-171734	489	133	628
nuclear-Ath-TrpCCA-183740	1	3	3
nuclear-Ath-TyrGTA-171663	21044	3357	8346
nuclear-Ath-TyrGTA-171666	8	0	3
nuclear-Ath-TyrGTA-171668	0	0	0
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	879	145	359
nuclear-Ath-TyrGTA-183720	0	0	2
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	0
nuclear-Ath-TyrGTA-183724	0	0	0
nuclear-Ath-TyrGTA-183725	0	0	0
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	0	0	0
nuclear-Ath-ValAAC-171778	1	3	9
nuclear-Ath-ValAAC-171779	6681	4695	31663
nuclear-Ath-ValCAC-171807	660	301	902
nuclear-Ath-ValCAC-183758	151	87	272
nuclear-Ath-ValTAC-171767	3892	1895	18152
nuclear-Ath-ValTAC-183729	221	183	866
nuclear-Ath-ValTAC-183746	136	47	531
nuclear-Ath-eMetCAT-171754	13936	6386	21966
nuclear-Ath-iMetCAT-171655	57	13	95
nuclear-Ath-iMetCAT-171658	79	22	62
nuclear-Ath-iMetCAT-171659	499	178	782
nuclear-Ath-iMetCAT-183717	0	0	5
plastid-Ath-AlaTGC-171845	47162	22506	92958
plastid-Ath-ArgACG-171847	20412	6415	15430
plastid-Ath-ArgTCT-171846	5316	1052	1307
plastid-Ath-AsnGTT-171848	52030	6771	15484
plastid-Ath-AspGTC-171849	37165	15068	38824
plastid-Ath-CysGCA-171850	8166	1186	1650
plastid-Ath-GlnTTG-171851	12256	2934	6996
plastid-Ath-GluTTC-171852	136589	21210	49979
plastid-Ath-GlyGCC-171853	26186	2076	3645
plastid-Ath-GlyTCC-171854	10574	795	1300
plastid-Ath-HisGTG-171855	27099	2629	4510
plastid-Ath-IleCAT-171856	3152	932	7957
plastid-Ath-IleGAT-171857	17596	6540	34366
plastid-Ath-LeuCAA-171859	9225	2744	6181
plastid-Ath-LeuTAA-171860	4580	1682	12256
plastid-Ath-LeuTAG-171858	15014	5402	6813
plastid-Ath-LysTTT-171861	3570	1032	3228
plastid-Ath-PheGAA-171864	8739	4426	10584
plastid-Ath-ProTGG-171865	6974	1535	1853
plastid-Ath-SerGCT-171868	1594	285	1085
plastid-Ath-SerGGA-171866	2043	931	3385
plastid-Ath-SerTGA-171867	19275	2179	3695
plastid-Ath-ThrGGT-171869	13238	2499	1956
plastid-Ath-ThrTGT-171870	7494	1229	1193
plastid-Ath-TrpCCA-171871	2318	424	554
plastid-Ath-TyrGTA-171872	16789	2845	6353
plastid-Ath-ValGAC-171873	953	133	389
plastid-Ath-ValTAC-171874	2699	544	1178
plastid-Ath-eMetCAT-171862	7303	1126	1520
plastid-Ath-iMetCAT-171863	2258	718	7313
Total	1314957	414618	1190487
