Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-SerAGA-171814	15	3	13
nuclear-Ath-SerAGA-171815	52	26	217
nuclear-Ath-SerAGA-183750	486	289	494
nuclear-Ath-SerAGA-183759	0	0	2
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	4	3	18
nuclear-Ath-SerCGA-171782	550	483	985
nuclear-Ath-SerCGA-171785	2617	1949	4110
nuclear-Ath-SerCGA-171794	1866	1603	2649
nuclear-Ath-SerGCT-171796	1675	668	908
nuclear-Ath-SerGCT-171797	4072	1589	1979
nuclear-Ath-SerGCT-171798	7745	3207	4384
nuclear-Ath-SerGCT-171800	2155	878	1337
nuclear-Ath-SerGCT-183728	1946	835	1405
nuclear-Ath-SerGCT-183752	1182	563	716
nuclear-Ath-SerGCT-183753	0	0	0
nuclear-Ath-SerTGA-171783	820	931	1144
nuclear-Ath-SerTGA-171784	641	598	1191
nuclear-Ath-SerTGA-171792	1567	1718	3237
nuclear-Ath-SerTGA-171793	877	832	1397
nuclear-Ath-ThrAGT-171722	3502	1804	2973
nuclear-Ath-ThrAGT-171723	4545	1598	2097
nuclear-Ath-ThrAGT-171731	4696	1737	2223
nuclear-Ath-ThrCGT-171709	8973	3324	1835
nuclear-Ath-ThrCGT-171710	3501	1055	785
nuclear-Ath-ThrCGT-171711	1480	511	378
nuclear-Ath-ThrTGT-171700	18573	8431	14560
nuclear-Ath-ThrTGT-171705	2509	1047	2443
nuclear-Ath-ThrTGT-183732	0	1	2
nuclear-Ath-TrpCCA-171732	13689	4054	16817
nuclear-Ath-TrpCCA-171734	540	139	729
nuclear-Ath-TrpCCA-183740	0	4	5
nuclear-Ath-TyrGTA-171663	27018	4867	10508
nuclear-Ath-TyrGTA-171666	8	4	2
nuclear-Ath-TyrGTA-171668	0	0	0
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	1251	221	464
nuclear-Ath-TyrGTA-183720	0	0	0
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	0
nuclear-Ath-TyrGTA-183724	0	0	0
nuclear-Ath-TyrGTA-183725	0	0	0
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	0	0	0
nuclear-Ath-ValAAC-171778	2	4	2
nuclear-Ath-ValAAC-171779	8005	5981	35273
nuclear-Ath-ValCAC-171807	731	405	1070
nuclear-Ath-ValCAC-183758	188	116	244
nuclear-Ath-ValTAC-171767	5190	2424	20868
nuclear-Ath-ValTAC-183729	352	261	1151
nuclear-Ath-ValTAC-183746	152	85	642
nuclear-Ath-eMetCAT-171754	19879	8731	27457
nuclear-Ath-iMetCAT-171655	94	24	163
nuclear-Ath-iMetCAT-171658	88	26	70
nuclear-Ath-iMetCAT-171659	669	320	1140
nuclear-Ath-iMetCAT-183717	0	0	0
plastid-Ath-AlaTGC-171845	61401	30248	119883
plastid-Ath-ArgACG-171847	29315	9525	19835
plastid-Ath-ArgTCT-171846	7098	1463	1720
plastid-Ath-AsnGTT-171848	64989	8217	18402
plastid-Ath-AspGTC-171849	55485	24201	58019
plastid-Ath-CysGCA-171850	13242	1797	2184
plastid-Ath-GlnTTG-171851	18631	4457	10377
plastid-Ath-GluTTC-171852	185684	30307	65065
plastid-Ath-GlyGCC-171853	33415	2657	4197
plastid-Ath-GlyTCC-171854	15720	1346	1796
plastid-Ath-HisGTG-171855	35537	3688	5992
plastid-Ath-IleCAT-171856	4067	1311	9848
plastid-Ath-IleGAT-171857	22557	8872	43476
plastid-Ath-LeuCAA-171859	13283	4120	8134
plastid-Ath-LeuTAA-171860	6098	2255	15835
plastid-Ath-LeuTAG-171858	20167	8117	8502
plastid-Ath-LysTTT-171861	4997	1378	3759
plastid-Ath-PheGAA-171864	11110	5428	12396
plastid-Ath-ProTGG-171865	11277	2497	2629
plastid-Ath-SerGCT-171868	2490	499	1535
plastid-Ath-SerGGA-171866	3242	1411	4760
plastid-Ath-SerTGA-171867	25521	3003	4634
plastid-Ath-ThrGGT-171869	20198	4000	2784
plastid-Ath-ThrTGT-171870	11009	1728	1747
plastid-Ath-TrpCCA-171871	3349	693	684
plastid-Ath-TyrGTA-171872	19342	3382	6678
plastid-Ath-ValGAC-171873	1525	237	613
plastid-Ath-ValTAC-171874	3627	802	1587
plastid-Ath-eMetCAT-171862	10777	1827	2162
plastid-Ath-iMetCAT-171863	3349	1174	10422
Total	1713840	553473	1430508
