Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-ArgACG-171681	2518	1961	943
nuclear-Ath-ArgACG-171682	5609	3337	2080
nuclear-Ath-ArgACG-171683	4087	1881	2557
nuclear-Ath-ArgACG-171772	3943	1526	2777
nuclear-Ath-ArgCCG-171678	21293	8071	9521
nuclear-Ath-ArgCCG-171686	1202	361	844
nuclear-Ath-ArgCCG-183763	737	296	467
nuclear-Ath-ArgCCT-171715	682	319	428
nuclear-Ath-ArgCCT-171716	10513	4751	6289
nuclear-Ath-ArgCCT-171719	2717	1492	2776
nuclear-Ath-ArgTCG-171676	13478	7902	8995
nuclear-Ath-ArgTCG-171677	17428	10076	9534
nuclear-Ath-ArgTCT-171693	3032	589	2162
nuclear-Ath-ArgTCT-171694	11385	1870	8507
nuclear-Ath-ArgTCT-171695	7318	1145	4596
nuclear-Ath-ArgTCT-171696	2437	362	1648
nuclear-Ath-ArgTCT-171714	4896	773	1722
nuclear-Ath-ArgTCT-171717	2255	432	945
nuclear-Ath-ArgTCT-183731	1	0	3
nuclear-Ath-AsnGTT-171725	587	313	648
nuclear-Ath-AsnGTT-171727	15147	5926	14463
nuclear-Ath-AsnGTT-171729	10742	3691	8819
nuclear-Ath-AsnGTT-183736	1773	682	1307
nuclear-Ath-AsnGTT-183737	1	0	6
nuclear-Ath-AsnGTT-183738	3688	1593	3606
nuclear-Ath-AsnGTT-183739	2081	773	1566
nuclear-Ath-AspGTC-171804	56316	31286	25673
nuclear-Ath-AspGTC-183754	1	2	2
nuclear-Ath-AspGTC-183755	0	0	0
nuclear-Ath-AspGTC-183756	8	4	1068
nuclear-Ath-AspGTC-183757	10	10	136
nuclear-Ath-CysGCA-171684	1405	166	211
nuclear-Ath-CysGCA-171742	209	44	84
nuclear-Ath-CysGCA-171756	579	129	185
nuclear-Ath-CysGCA-171757	185	42	65
nuclear-Ath-CysGCA-171758	2273	483	741
nuclear-Ath-CysGCA-171759	456	92	138
nuclear-Ath-CysGCA-171762	79	22	40
nuclear-Ath-CysGCA-183716	0	0	2
nuclear-Ath-CysGCA-183742	644	159	131
nuclear-Ath-CysGCA-183745	23	6	12
nuclear-Ath-GlnCTG-171763	2608	453	446
nuclear-Ath-GlnCTG-171765	934	155	182
nuclear-Ath-GlnCTG-171773	2396	428	423
nuclear-Ath-GlnCTG-171774	1513	337	381
nuclear-Ath-GlnCTG-171775	28098	5095	5903
nuclear-Ath-GlnTTG-171777	16928	5805	6501
nuclear-Ath-GlnTTG-183749	4732	1100	1406
nuclear-Ath-GluCTC-171821	4452	678	1538
nuclear-Ath-GluCTC-171824	11513	2057	3818
nuclear-Ath-GluCTC-171825	1873	333	552
nuclear-Ath-GluCTC-183765	6	0	68
nuclear-Ath-GluTTC-171820	26366	4344	8070
nuclear-Ath-GluTTC-171822	4900	649	1283
nuclear-Ath-GluTTC-171826	887	125	333
nuclear-Ath-GluTTC-183764	1040	184	467
nuclear-Ath-GlyCCC-171713	21104	7866	13149
nuclear-Ath-GlyGCC-171688	1878	440	927
nuclear-Ath-GlyGCC-171690	2288	610	1635
nuclear-Ath-GlyGCC-171691	64252	17707	43237
nuclear-Ath-GlyGCC-171692	202	75	176
nuclear-Ath-GlyGCC-183730	45	21	42
nuclear-Ath-GlyTCC-171720	30452	12706	14592
nuclear-Ath-HisGTG-171768	4242	1490	5155
nuclear-Ath-HisGTG-171770	694	235	808
nuclear-Ath-HisGTG-183747	1158	428	968
nuclear-Ath-HisGTG-183748	562	242	432
nuclear-Ath-IleAAT-171735	11223	4949	25776
nuclear-Ath-IleAAT-171736	11301	5781	31622
nuclear-Ath-IleTAT-171721	1178	668	974
nuclear-Ath-IleTAT-171764	1101	565	1851
nuclear-Ath-LeuAAG-171816	26090	9563	46448
nuclear-Ath-LeuAAG-171817	26904	9958	47828
nuclear-Ath-LeuCAA-171786	5242	2161	4256
nuclear-Ath-LeuCAA-171787	4860	1662	4233
nuclear-Ath-LeuCAA-171789	6633	2077	5259
nuclear-Ath-LeuCAA-171790	5285	1364	3572
nuclear-Ath-LeuCAA-183751	594	224	508
nuclear-Ath-LeuCAG-171781	7837	3216	8340
nuclear-Ath-LeuTAA-171698	3736	1463	4294
nuclear-Ath-LeuTAA-171699	4186	1776	4637
nuclear-Ath-LeuTAA-171791	2328	1198	1568
nuclear-Ath-LeuTAG-171673	16828	7603	21824
nuclear-Ath-LeuTAG-171675	19282	8644	19721
nuclear-Ath-LeuTAG-171685	12740	6068	16069
nuclear-Ath-LysCTT-171703	3630	1329	1681
nuclear-Ath-LysCTT-171704	74647	23240	20782
nuclear-Ath-LysCTT-183733	40	81	53
nuclear-Ath-LysTTT-171707	3057	783	756
nuclear-Ath-LysTTT-171712	523	118	140
nuclear-Ath-LysTTT-183734	2879	597	730
nuclear-Ath-LysTTT-183735	2	2	18
nuclear-Ath-PheGAA-171718	16876	11866	20222
nuclear-Ath-ProAGG-171737	11178	1548	3606
nuclear-Ath-ProAGG-171738	3030	375	797
nuclear-Ath-ProAGG-171743	9618	1340	2540
nuclear-Ath-ProCGG-171739	64	13	41
nuclear-Ath-ProCGG-171760	4300	668	2428
nuclear-Ath-ProCGG-171761	7621	1209	4146
nuclear-Ath-ProTGG-171741	6700	879	2637
nuclear-Ath-ProTGG-171744	20623	3263	6966
nuclear-Ath-ProTGG-183741	9	0	37
nuclear-Ath-SerAGA-171812	551	432	4849
nuclear-Ath-SerAGA-171813	2940	2285	23336
nuclear-Ath-SerAGA-171814	16	6	60
nuclear-Ath-SerAGA-171815	52	26	226
nuclear-Ath-SerAGA-183750	486	289	496
nuclear-Ath-SerAGA-183759	480	381	3265
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	1
nuclear-Ath-SerAGA-183762	46	36	211
nuclear-Ath-SerCGA-171782	550	483	985
nuclear-Ath-SerCGA-171785	2617	1950	4113
nuclear-Ath-SerCGA-171794	1866	1607	2651
nuclear-Ath-SerGCT-171796	1689	677	915
nuclear-Ath-SerGCT-171797	4072	1589	1979
nuclear-Ath-SerGCT-171798	7792	3222	4399
nuclear-Ath-SerGCT-171800	2190	886	1348
nuclear-Ath-SerGCT-183728	1946	836	1405
nuclear-Ath-SerGCT-183752	1189	566	718
nuclear-Ath-SerGCT-183753	2	0	1
nuclear-Ath-SerTGA-171783	820	932	1146
nuclear-Ath-SerTGA-171784	641	598	1191
nuclear-Ath-SerTGA-171792	1571	1719	3239
nuclear-Ath-SerTGA-171793	879	833	1400
nuclear-Ath-ThrAGT-171722	3507	1804	3020
nuclear-Ath-ThrAGT-171723	4548	1598	2137
nuclear-Ath-ThrAGT-171731	4700	1737	2223
nuclear-Ath-ThrCGT-171709	8974	3326	1846
nuclear-Ath-ThrCGT-171710	3501	1055	793
nuclear-Ath-ThrCGT-171711	1484	511	378
nuclear-Ath-ThrTGT-171700	18887	8575	14888
nuclear-Ath-ThrTGT-171705	2514	1048	2444
nuclear-Ath-ThrTGT-183732	308	145	299
nuclear-Ath-TrpCCA-171732	78837	27487	86810
nuclear-Ath-TrpCCA-171734	66040	22828	70685
nuclear-Ath-TrpCCA-183740	10	11	26
nuclear-Ath-TyrGTA-171663	30010	5353	11474
nuclear-Ath-TyrGTA-171666	8	4	2
nuclear-Ath-TyrGTA-171668	0	0	1
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	4291	675	1409
nuclear-Ath-TyrGTA-183720	1	0	22
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	0
nuclear-Ath-TyrGTA-183724	0	0	1
nuclear-Ath-TyrGTA-183725	0	0	0
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	0	0	0
nuclear-Ath-ValAAC-171778	2	5	853
nuclear-Ath-ValAAC-171779	8006	5981	36109
nuclear-Ath-ValCAC-171807	1469	932	2635
nuclear-Ath-ValCAC-183758	940	661	1779
nuclear-Ath-ValTAC-171767	5198	2427	20993
nuclear-Ath-ValTAC-183729	352	261	1155
nuclear-Ath-ValTAC-183746	161	87	737
nuclear-Ath-eMetCAT-171754	19879	8731	27457
nuclear-Ath-iMetCAT-171655	94	24	166
nuclear-Ath-iMetCAT-171658	88	26	137
nuclear-Ath-iMetCAT-171659	669	320	1210
nuclear-Ath-iMetCAT-183717	0	0	0
plastid-Ath-AlaTGC-171845	61401	30248	119883
plastid-Ath-ArgACG-171847	29315	9525	19835
plastid-Ath-ArgTCT-171846	7098	1463	1720
plastid-Ath-AsnGTT-171848	64990	8218	18551
plastid-Ath-AspGTC-171849	55986	24377	58487
plastid-Ath-CysGCA-171850	13242	1797	2184
plastid-Ath-GlnTTG-171851	18631	4457	10377
plastid-Ath-GluTTC-171852	185684	30307	65065
plastid-Ath-GlyGCC-171853	33415	2657	4197
plastid-Ath-GlyTCC-171854	15720	1346	1796
plastid-Ath-HisGTG-171855	35537	3688	5992
plastid-Ath-IleCAT-171856	4067	1311	9848
plastid-Ath-IleGAT-171857	22557	8872	43476
plastid-Ath-LeuCAA-171859	13283	4120	8134
plastid-Ath-LeuTAA-171860	6098	2255	15835
plastid-Ath-LeuTAG-171858	20167	8117	8502
plastid-Ath-LysTTT-171861	4997	1378	3759
plastid-Ath-PheGAA-171864	11110	5428	12396
plastid-Ath-ProTGG-171865	11277	2497	2629
plastid-Ath-SerGCT-171868	2490	499	1535
plastid-Ath-SerGGA-171866	3245	1411	4762
plastid-Ath-SerTGA-171867	25521	3003	4634
plastid-Ath-ThrGGT-171869	20198	4000	2784
plastid-Ath-ThrTGT-171870	11009	1728	1747
plastid-Ath-TrpCCA-171871	14226	3231	3922
plastid-Ath-TyrGTA-171872	19342	3382	6678
plastid-Ath-ValGAC-171873	1525	237	613
plastid-Ath-ValTAC-171874	3627	802	1587
plastid-Ath-eMetCAT-171862	10777	1828	2162
plastid-Ath-iMetCAT-171863	3349	1174	10422
Total	1983666	654635	1764801
