Ref_tRNA	CCA_count	CC_count	Other_count
plastid-Ath-PheGAA-171864	3810	2414	11475
plastid-Ath-ProTGG-171865	3778	1884	1927
plastid-Ath-SerGCT-171868	4170	1331	3358
plastid-Ath-SerGGA-171866	2633	1017	4461
plastid-Ath-SerTGA-171867	6581	2008	3975
plastid-Ath-ThrGGT-171869	9488	4381	4062
plastid-Ath-ThrTGT-171870	5992	2349	2536
plastid-Ath-TrpCCA-171871	5513	3851	7320
plastid-Ath-TyrGTA-171872	21619	10451	30197
plastid-Ath-ValGAC-171873	1141	476	633
plastid-Ath-ValTAC-171874	3312	1916	2547
plastid-Ath-eMetCAT-171862	2824	1574	2265
plastid-Ath-iMetCAT-171863	2054	769	4027
Total	759927	571941	2228832
