Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-ArgTCT-171696	1017	573	2916
nuclear-Ath-ArgTCT-171714	2338	1210	3387
nuclear-Ath-ArgTCT-171717	1354	762	2511
nuclear-Ath-ArgTCT-183731	1	1	6
nuclear-Ath-AsnGTT-171725	463	415	1389
nuclear-Ath-AsnGTT-171727	5676	4688	16715
nuclear-Ath-AsnGTT-171729	6725	5709	21483
nuclear-Ath-AsnGTT-183736	1019	698	2037
nuclear-Ath-AsnGTT-183737	1	0	1
nuclear-Ath-AsnGTT-183738	1336	1185	3849
nuclear-Ath-AsnGTT-183739	1080	939	3469
nuclear-Ath-AspGTC-171804	47616	40068	63377
nuclear-Ath-AspGTC-183754	0	2	1
nuclear-Ath-AspGTC-183755	0	0	1
nuclear-Ath-AspGTC-183756	2	3	29
nuclear-Ath-AspGTC-183757	11	8	29
nuclear-Ath-CysGCA-171684	611	434	675
nuclear-Ath-CysGCA-171742	162	153	257
nuclear-Ath-CysGCA-171756	211	173	586
nuclear-Ath-CysGCA-171757	151	116	222
nuclear-Ath-CysGCA-171758	1250	955	2237
nuclear-Ath-CysGCA-171759	331	218	381
nuclear-Ath-CysGCA-171762	11	14	65
nuclear-Ath-CysGCA-183716	0	0	22
nuclear-Ath-CysGCA-183742	470	361	507
nuclear-Ath-CysGCA-183745	6	3	5
nuclear-Ath-GlnCTG-171763	2069	1393	2533
nuclear-Ath-GlnCTG-171765	755	805	1424
nuclear-Ath-GlnCTG-171773	1346	1493	2617
nuclear-Ath-GlnCTG-171774	1037	1097	1983
nuclear-Ath-GlnCTG-171775	9409	9208	14375
nuclear-Ath-GlnTTG-171777	6147	10286	24195
nuclear-Ath-GlnTTG-183749	2410	3508	6490
nuclear-Ath-GluCTC-171821	2641	956	2277
nuclear-Ath-GluCTC-171824	6409	2324	5899
nuclear-Ath-GluCTC-171825	893	332	793
nuclear-Ath-GluCTC-183765	8	0	2
nuclear-Ath-GluTTC-171820	11670	5886	15696
nuclear-Ath-GluTTC-171822	2034	876	2582
nuclear-Ath-GluTTC-171826	725	381	1027
nuclear-Ath-GluTTC-183764	516	276	1064
nuclear-Ath-GlyCCC-171713	10984	11213	35343
nuclear-Ath-GlyGCC-171688	1131	718	2458
nuclear-Ath-GlyGCC-171690	1191	659	2435
nuclear-Ath-GlyGCC-171691	27737	18796	68937
nuclear-Ath-GlyGCC-171692	64	35	106
nuclear-Ath-GlyGCC-183730	9	26	71
nuclear-Ath-GlyTCC-171720	6881	9661	45944
nuclear-Ath-HisGTG-171768	2636	3804	13654
nuclear-Ath-HisGTG-171770	392	607	1558
nuclear-Ath-HisGTG-183747	1063	1372	3757
nuclear-Ath-HisGTG-183748	563	986	2637
nuclear-Ath-IleAAT-171735	9452	10157	55875
nuclear-Ath-IleAAT-171736	10482	12746	73407
nuclear-Ath-IleTAT-171721	434	495	1545
nuclear-Ath-IleTAT-171764	689	745	2705
nuclear-Ath-LeuAAG-171816	495	457	1919
nuclear-Ath-LeuAAG-171817	537	589	1961
nuclear-Ath-LeuCAA-171786	2639	2658	8867
nuclear-Ath-LeuCAA-171787	1864	1543	6187
nuclear-Ath-LeuCAA-171789	3330	2451	10846
nuclear-Ath-LeuCAA-171790	3138	2471	8884
nuclear-Ath-LeuCAA-183751	319	301	945
nuclear-Ath-LeuCAG-171781	4655	4079	14363
nuclear-Ath-LeuTAA-171698	623	523	1350
nuclear-Ath-LeuTAA-171699	814	708	2061
nuclear-Ath-LeuTAA-171791	1357	1822	3787
nuclear-Ath-LeuTAG-171673	6466	7978	48123
nuclear-Ath-LeuTAG-171675	1786	2606	8378
nuclear-Ath-LeuTAG-171685	207	350	1780
nuclear-Ath-LysCTT-171703	1560	1224	2722
nuclear-Ath-LysCTT-171704	35704	25541	42453
nuclear-Ath-LysCTT-183733	187	106	150
nuclear-Ath-LysTTT-171707	6	17	26
nuclear-Ath-LysTTT-171712	248	133	253
nuclear-Ath-LysTTT-183734	12	9	14
nuclear-Ath-LysTTT-183735	0	0	3
nuclear-Ath-PheGAA-171718	7065	8851	27876
nuclear-Ath-ProAGG-171737	5376	2267	7204
nuclear-Ath-ProAGG-171738	1397	496	1455
nuclear-Ath-ProAGG-171743	4103	1867	4811
nuclear-Ath-ProCGG-171739	29	10	64
nuclear-Ath-ProCGG-171760	1907	1160	7416
nuclear-Ath-ProCGG-171761	2802	1665	10382
nuclear-Ath-ProTGG-171741	2964	1584	6860
nuclear-Ath-ProTGG-171744	7353	4296	15298
nuclear-Ath-ProTGG-183741	0	0	2
nuclear-Ath-SerAGA-171812	682	963	11398
nuclear-Ath-SerAGA-171813	2103	2497	25360
nuclear-Ath-SerAGA-171814	4	7	26
nuclear-Ath-SerAGA-171815	61	66	334
nuclear-Ath-SerAGA-183750	932	760	1980
nuclear-Ath-SerAGA-183759	0	2	7
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	41	49	241
nuclear-Ath-SerCGA-171782	373	590	2318
nuclear-Ath-SerCGA-171785	1060	1500	5108
nuclear-Ath-SerCGA-171794	962	1370	3665
nuclear-Ath-SerGCT-171796	1278	1029	2011
nuclear-Ath-SerGCT-171797	4986	4239	9077
nuclear-Ath-SerGCT-171798	6208	4658	8953
nuclear-Ath-SerGCT-171800	1108	835	1568
nuclear-Ath-SerGCT-183728	853	501	1384
nuclear-Ath-SerGCT-183752	775	680	1477
nuclear-Ath-SerGCT-183753	0	0	0
nuclear-Ath-SerTGA-171783	418	859	2102
nuclear-Ath-SerTGA-171784	201	348	1109
nuclear-Ath-SerTGA-171792	1138	2562	7512
nuclear-Ath-SerTGA-171793	413	728	1994
nuclear-Ath-ThrAGT-171722	1480	1272	4012
nuclear-Ath-ThrAGT-171723	2664	1882	6318
nuclear-Ath-ThrAGT-171731	2458	2047	7061
nuclear-Ath-ThrCGT-171709	8578	8918	7264
nuclear-Ath-ThrCGT-171710	3321	3309	3261
nuclear-Ath-ThrCGT-171711	726	992	809
nuclear-Ath-ThrTGT-171700	8603	7304	16521
nuclear-Ath-ThrTGT-171705	1211	941	2877
nuclear-Ath-ThrTGT-183732	14	5	25
nuclear-Ath-TrpCCA-171732	3689	7013	48558
nuclear-Ath-TrpCCA-171734	146	246	1717
nuclear-Ath-TrpCCA-183740	135	120	480
nuclear-Ath-TyrGTA-171663	28748	10841	31363
nuclear-Ath-TyrGTA-171666	18	16	27
nuclear-Ath-TyrGTA-171668	0	0	0
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	1361	536	1334
nuclear-Ath-TyrGTA-183720	0	0	3
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	0
nuclear-Ath-TyrGTA-183724	0	0	0
nuclear-Ath-TyrGTA-183725	0	0	0
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	0	0	0
nuclear-Ath-ValAAC-171778	145	141	589
nuclear-Ath-ValAAC-171779	3403	5163	33546
nuclear-Ath-ValCAC-171807	401	539	2564
nuclear-Ath-ValCAC-183758	115	151	774
nuclear-Ath-ValTAC-171767	4799	5354	49273
nuclear-Ath-ValTAC-183729	224	293	1430
nuclear-Ath-ValTAC-183746	151	182	2112
nuclear-Ath-eMetCAT-171754	8857	10521	76899
nuclear-Ath-iMetCAT-171655	118	129	557
nuclear-Ath-iMetCAT-171658	41	22	134
nuclear-Ath-iMetCAT-171659	579	596	2567
nuclear-Ath-iMetCAT-183717	0	2	4
plastid-Ath-AlaTGC-171845	22714	23514	116423
plastid-Ath-ArgACG-171847	20169	20014	58107
plastid-Ath-ArgTCT-171846	4300	2365	5373
plastid-Ath-AsnGTT-171848	23184	5329	11991
plastid-Ath-AspGTC-171849	11816	10880	34787
plastid-Ath-CysGCA-171850	7982	3033	7063
plastid-Ath-GlnTTG-171851	13632	5850	19212
plastid-Ath-GluTTC-171852	45776	19183	55650
plastid-Ath-GlyGCC-171853	4124	1526	8936
plastid-Ath-GlyTCC-171854	7812	3140	7941
plastid-Ath-HisGTG-171855	32114	15729	29266
plastid-Ath-IleCAT-171856	3996	3502	46214
plastid-Ath-IleGAT-171857	14704	14357	52129
plastid-Ath-LeuCAA-171859	6385	4613	13401
plastid-Ath-LeuTAA-171860	3692	2554	17357
plastid-Ath-LeuTAG-171858	11720	4996	9636
plastid-Ath-LysTTT-171861	2166	1689	6921
plastid-Ath-PheGAA-171864	5257	3308	17677
plastid-Ath-ProTGG-171865	3640	1336	2098
plastid-Ath-SerGCT-171868	3656	1203	3117
plastid-Ath-SerGGA-171866	2353	1041	3659
plastid-Ath-SerTGA-171867	5155	1843	3401
plastid-Ath-ThrGGT-171869	10597	4307	4854
plastid-Ath-ThrTGT-171870	6627	2617	2881
plastid-Ath-TrpCCA-171871	1648	1142	1811
plastid-Ath-TyrGTA-171872	26516	13426	36995
plastid-Ath-ValGAC-171873	1447	537	895
plastid-Ath-ValTAC-171874	4699	2230	3494
plastid-Ath-eMetCAT-171862	3257	1806	2594
plastid-Ath-iMetCAT-171863	3188	1024	5178
Total	824822	645813	2410514
