Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-CysGCA-171762	24	26	101
nuclear-Ath-CysGCA-183716	0	0	20
nuclear-Ath-CysGCA-183742	347	358	480
nuclear-Ath-CysGCA-183745	0	4	8
nuclear-Ath-GlnCTG-171763	1288	1000	2106
nuclear-Ath-GlnCTG-171765	557	536	1156
nuclear-Ath-GlnCTG-171773	1101	1266	2511
nuclear-Ath-GlnCTG-171774	708	887	1566
nuclear-Ath-GlnCTG-171775	12636	13846	21386
nuclear-Ath-GlnTTG-171777	7113	14896	39654
nuclear-Ath-GlnTTG-183749	2233	3872	7937
nuclear-Ath-GluCTC-171821	4313	1884	4820
nuclear-Ath-GluCTC-171824	11275	5079	12293
nuclear-Ath-GluCTC-171825	1784	721	1732
nuclear-Ath-GluCTC-183765	6	1	14
nuclear-Ath-GluTTC-171820	11779	6803	19786
nuclear-Ath-GluTTC-171822	2541	1175	3377
nuclear-Ath-GluTTC-171826	676	425	1409
nuclear-Ath-GluTTC-183764	544	297	1457
nuclear-Ath-GlyCCC-171713	8202	7848	31023
nuclear-Ath-GlyGCC-171688	866	586	2561
nuclear-Ath-GlyGCC-171690	967	668	2585
nuclear-Ath-GlyGCC-171691	22667	16707	75581
nuclear-Ath-GlyGCC-171692	52	43	130
nuclear-Ath-GlyGCC-183730	1	19	75
nuclear-Ath-GlyTCC-171720	8334	12042	56731
nuclear-Ath-HisGTG-171768	2971	3931	13530
nuclear-Ath-HisGTG-171770	442	631	1674
nuclear-Ath-HisGTG-183747	1258	1387	4187
nuclear-Ath-HisGTG-183748	840	1249	3725
nuclear-Ath-IleAAT-171735	7274	7732	48549
nuclear-Ath-IleAAT-171736	8051	9668	63976
nuclear-Ath-IleTAT-171721	607	780	2801
nuclear-Ath-IleTAT-171764	889	1008	4090
nuclear-Ath-LeuAAG-171816	507	438	2135
nuclear-Ath-LeuAAG-171817	740	636	2490
nuclear-Ath-LeuCAA-171786	2853	2561	9956
nuclear-Ath-LeuCAA-171787	2203	1633	7568
nuclear-Ath-LeuCAA-171789	3087	2196	10787
nuclear-Ath-LeuCAA-171790	2952	1992	8187
nuclear-Ath-LeuCAA-183751	372	332	982
nuclear-Ath-LeuCAG-171781	3746	3125	12401
nuclear-Ath-LeuTAA-171698	720	648	1489
nuclear-Ath-LeuTAA-171699	964	754	2108
nuclear-Ath-LeuTAA-171791	1291	1302	3016
nuclear-Ath-LeuTAG-171673	6275	6952	42280
nuclear-Ath-LeuTAG-171675	2516	2957	9716
nuclear-Ath-LeuTAG-171685	383	549	2587
nuclear-Ath-LysCTT-171703	1519	1205	2780
nuclear-Ath-LysCTT-171704	35646	30346	50029
nuclear-Ath-LysCTT-183733	152	130	202
nuclear-Ath-LysTTT-171707	10	9	43
nuclear-Ath-LysTTT-171712	167	92	229
nuclear-Ath-LysTTT-183734	6	11	23
nuclear-Ath-LysTTT-183735	0	1	1
nuclear-Ath-PheGAA-171718	5820	7425	25105
nuclear-Ath-ProAGG-171737	6928	2920	9935
nuclear-Ath-ProAGG-171738	2041	727	2341
nuclear-Ath-ProAGG-171743	8575	3507	9204
nuclear-Ath-ProCGG-171739	21	18	70
nuclear-Ath-ProCGG-171760	2401	1449	10214
nuclear-Ath-ProCGG-171761	3427	2089	14909
nuclear-Ath-ProTGG-171741	3633	1730	9288
nuclear-Ath-ProTGG-171744	12724	6497	26357
nuclear-Ath-ProTGG-183741	0	0	1
nuclear-Ath-SerAGA-171812	429	649	8389
nuclear-Ath-SerAGA-171813	1709	2143	21418
nuclear-Ath-SerAGA-171814	1	8	19
nuclear-Ath-SerAGA-171815	40	40	270
nuclear-Ath-SerAGA-183750	537	559	1380
nuclear-Ath-SerAGA-183759	1	0	8
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	30	36	160
nuclear-Ath-SerCGA-171782	269	405	1706
nuclear-Ath-SerCGA-171785	1278	1710	6020
nuclear-Ath-SerCGA-171794	1017	1358	4149
nuclear-Ath-SerGCT-171796	1236	948	2403
nuclear-Ath-SerGCT-171797	4464	4006	9697
nuclear-Ath-SerGCT-171798	6388	4738	10902
nuclear-Ath-SerGCT-171800	1621	1303	2943
nuclear-Ath-SerGCT-183728	1278	912	2739
nuclear-Ath-SerGCT-183752	810	667	1732
nuclear-Ath-SerGCT-183753	0	0	1
nuclear-Ath-SerTGA-171783	395	753	2009
nuclear-Ath-SerTGA-171784	371	521	1902
nuclear-Ath-SerTGA-171792	1109	2087	7055
nuclear-Ath-SerTGA-171793	478	831	2788
nuclear-Ath-ThrAGT-171722	1680	1640	5052
nuclear-Ath-ThrAGT-171723	2795	2076	6415
nuclear-Ath-ThrAGT-171731	2974	2458	8115
nuclear-Ath-ThrCGT-171709	11171	14717	10618
nuclear-Ath-ThrCGT-171710	2357	2644	2748
nuclear-Ath-ThrCGT-171711	967	1448	1209
nuclear-Ath-ThrTGT-171700	10279	8757	22713
nuclear-Ath-ThrTGT-171705	1275	948	3247
nuclear-Ath-ThrTGT-183732	15	4	46
nuclear-Ath-TrpCCA-171732	3960	4241	35307
nuclear-Ath-TrpCCA-171734	166	180	1429
nuclear-Ath-TrpCCA-183740	94	75	354
nuclear-Ath-TyrGTA-171663	20919	10684	30666
nuclear-Ath-TyrGTA-171666	8	13	18
nuclear-Ath-TyrGTA-171668	0	0	0
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	1078	556	1417
nuclear-Ath-TyrGTA-183720	0	0	6
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	0
nuclear-Ath-TyrGTA-183724	0	0	0
nuclear-Ath-TyrGTA-183725	0	0	0
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	0	0	1
nuclear-Ath-ValAAC-171778	148	160	858
nuclear-Ath-ValAAC-171779	3608	5875	45570
nuclear-Ath-ValCAC-171807	519	701	2948
nuclear-Ath-ValCAC-183758	131	207	859
nuclear-Ath-ValTAC-171767	3966	3955	38921
nuclear-Ath-ValTAC-183729	203	320	1684
nuclear-Ath-ValTAC-183746	130	138	1481
nuclear-Ath-eMetCAT-171754	7303	8887	75886
nuclear-Ath-iMetCAT-171655	111	114	480
nuclear-Ath-iMetCAT-171658	48	25	137
nuclear-Ath-iMetCAT-171659	472	498	2273
nuclear-Ath-iMetCAT-183717	0	0	3
plastid-Ath-AlaTGC-171845	26737	27971	155239
plastid-Ath-ArgACG-171847	12950	13429	55281
plastid-Ath-ArgTCT-171846	3851	2041	6163
plastid-Ath-AsnGTT-171848	22051	6024	15989
plastid-Ath-AspGTC-171849	19377	19057	67239
plastid-Ath-CysGCA-171850	5923	2575	5849
plastid-Ath-GlnTTG-171851	9947	4662	17495
plastid-Ath-GluTTC-171852	53559	23566	82267
plastid-Ath-GlyGCC-171853	11074	3756	17233
plastid-Ath-GlyTCC-171854	7523	3195	8179
plastid-Ath-HisGTG-171855	34876	18728	34054
plastid-Ath-IleCAT-171856	3393	2704	38463
plastid-Ath-IleGAT-171857	23119	23265	95055
plastid-Ath-LeuCAA-171859	7148	5018	17647
plastid-Ath-LeuTAA-171860	7588	5185	35154
plastid-Ath-LeuTAG-171858	11231	5654	11178
plastid-Ath-LysTTT-171861	2013	1751	7947
plastid-Ath-PheGAA-171864	4387	3591	19150
plastid-Ath-ProTGG-171865	4545	2412	3244
plastid-Ath-SerGCT-171868	4943	1532	4845
plastid-Ath-SerGGA-171866	2673	1379	6090
plastid-Ath-SerTGA-171867	11637	3443	6698
plastid-Ath-ThrGGT-171869	13252	6897	5373
plastid-Ath-ThrTGT-171870	6674	3378	3370
plastid-Ath-TrpCCA-171871	1389	1068	1729
plastid-Ath-TyrGTA-171872	22480	12986	44886
plastid-Ath-ValGAC-171873	1272	510	797
plastid-Ath-ValTAC-171874	3270	1873	2726
plastid-Ath-eMetCAT-171862	3976	2075	3364
plastid-Ath-iMetCAT-171863	2238	873	6332
Total	836551	700005	2737033
