Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-LeuTAG-171675	19303	7275	18209
nuclear-Ath-LeuTAG-171685	13042	4677	14062
nuclear-Ath-LysCTT-171703	3794	1011	1477
nuclear-Ath-LysCTT-171704	70998	15483	15354
nuclear-Ath-LysCTT-183733	30	33	29
nuclear-Ath-LysTTT-171707	3315	560	727
nuclear-Ath-LysTTT-171712	566	80	153
nuclear-Ath-LysTTT-183734	3598	533	716
nuclear-Ath-LysTTT-183735	3	1	18
nuclear-Ath-PheGAA-171718	15896	9752	16684
nuclear-Ath-ProAGG-171737	11850	1392	3327
nuclear-Ath-ProAGG-171738	3074	302	779
nuclear-Ath-ProAGG-171743	9457	1090	2155
nuclear-Ath-ProCGG-171739	71	11	42
nuclear-Ath-ProCGG-171760	5011	694	2541
nuclear-Ath-ProCGG-171761	8078	1043	4026
nuclear-Ath-ProTGG-171741	7288	771	2496
nuclear-Ath-ProTGG-171744	18916	2446	5729
nuclear-Ath-ProTGG-183741	8	0	27
nuclear-Ath-SerAGA-171812	750	383	5223
nuclear-Ath-SerAGA-171813	4518	2300	25669
nuclear-Ath-SerAGA-171814	15	7	77
nuclear-Ath-SerAGA-171815	73	17	222
nuclear-Ath-SerAGA-183750	718	215	394
nuclear-Ath-SerAGA-183759	518	324	2889
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	54	32	238
nuclear-Ath-SerCGA-171782	633	440	981
nuclear-Ath-SerCGA-171785	2909	1722	3770
nuclear-Ath-SerCGA-171794	2157	1259	2297
nuclear-Ath-SerGCT-171796	1758	617	1081
nuclear-Ath-SerGCT-171797	4738	1642	2198
nuclear-Ath-SerGCT-171798	7210	2697	4532
nuclear-Ath-SerGCT-171800	1969	686	1267
nuclear-Ath-SerGCT-183728	2181	694	1374
nuclear-Ath-SerGCT-183752	1200	435	752
nuclear-Ath-SerGCT-183753	0	1	6
nuclear-Ath-SerTGA-171783	935	721	1092
nuclear-Ath-SerTGA-171784	731	523	1099
nuclear-Ath-SerTGA-171792	1926	1446	3104
nuclear-Ath-SerTGA-171793	1114	692	1377
nuclear-Ath-ThrAGT-171722	3318	1339	2571
nuclear-Ath-ThrAGT-171723	4098	1327	1992
nuclear-Ath-ThrAGT-171731	4457	1233	1913
nuclear-Ath-ThrCGT-171709	11126	3297	2270
nuclear-Ath-ThrCGT-171710	3263	771	720
nuclear-Ath-ThrCGT-171711	1056	292	307
nuclear-Ath-ThrTGT-171700	17089	6882	13809
nuclear-Ath-ThrTGT-171705	2182	810	2346
nuclear-Ath-ThrTGT-183732	269	98	259
nuclear-Ath-TrpCCA-171732	73534	24935	91324
nuclear-Ath-TrpCCA-171734	57397	19839	67857
nuclear-Ath-TrpCCA-183740	12	9	23
nuclear-Ath-TyrGTA-171663	33143	3719	8226
nuclear-Ath-TyrGTA-171666	18	3	5
nuclear-Ath-TyrGTA-171668	0	0	1
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	4587	471	943
nuclear-Ath-TyrGTA-183720	0	0	21
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	2
nuclear-Ath-TyrGTA-183724	0	0	0
nuclear-Ath-TyrGTA-183725	0	0	0
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	1	0	0
nuclear-Ath-ValAAC-171778	1	0	1318
nuclear-Ath-ValAAC-171779	8013	4546	31329
nuclear-Ath-ValCAC-171807	1548	751	2488
nuclear-Ath-ValCAC-183758	1004	515	1673
nuclear-Ath-ValTAC-171767	5567	2128	21537
nuclear-Ath-ValTAC-183729	385	184	1089
nuclear-Ath-ValTAC-183746	184	62	769
nuclear-Ath-eMetCAT-171754	21390	6957	23602
nuclear-Ath-iMetCAT-171655	82	16	137
nuclear-Ath-iMetCAT-171658	69	8	89
nuclear-Ath-iMetCAT-171659	564	146	693
nuclear-Ath-iMetCAT-183717	0	0	0
plastid-Ath-AlaTGC-171845	53922	24107	100483
plastid-Ath-ArgACG-171847	24504	7297	16939
plastid-Ath-ArgTCT-171846	7436	1239	1494
plastid-Ath-AsnGTT-171848	64448	6311	13279
plastid-Ath-AspGTC-171849	24514	7862	18707
plastid-Ath-CysGCA-171850	13286	1534	1880
plastid-Ath-GlnTTG-171851	21604	4044	9397
plastid-Ath-GluTTC-171852	155338	18653	40806
plastid-Ath-GlyGCC-171853	24258	1812	3313
plastid-Ath-GlyTCC-171854	15176	1060	1505
plastid-Ath-HisGTG-171855	35183	3230	4692
plastid-Ath-IleCAT-171856	3794	954	9968
plastid-Ath-IleGAT-171857	17514	5741	30585
plastid-Ath-LeuCAA-171859	14192	3442	6916
plastid-Ath-LeuTAA-171860	4698	1329	12032
plastid-Ath-LeuTAG-171858	19947	5509	7038
plastid-Ath-LysTTT-171861	4669	1136	2797
plastid-Ath-PheGAA-171864	12736	4686	11100
plastid-Ath-ProTGG-171865	6657	1001	1297
plastid-Ath-SerGCT-171868	2186	355	1170
plastid-Ath-SerGGA-171866	4003	1268	4308
plastid-Ath-SerTGA-171867	24729	2338	3643
plastid-Ath-ThrGGT-171869	16957	2625	2353
plastid-Ath-ThrTGT-171870	10314	1335	1450
plastid-Ath-TrpCCA-171871	10981	1843	2619
plastid-Ath-TyrGTA-171872	20384	3205	6492
plastid-Ath-ValGAC-171873	1345	173	523
plastid-Ath-ValTAC-171874	3884	647	1384
plastid-Ath-eMetCAT-171862	8624	1136	1563
plastid-Ath-iMetCAT-171863	2896	637	7145
Total	1907679	505150	1557413
