Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-ArgACG-171772	2016	717	1671
nuclear-Ath-ArgCCG-171678	10192	3804	4576
nuclear-Ath-ArgCCG-171686	573	161	495
nuclear-Ath-ArgCCG-183763	462	182	251
nuclear-Ath-ArgCCT-171715	338	178	243
nuclear-Ath-ArgCCT-171716	5229	2218	2944
nuclear-Ath-ArgCCT-171719	1439	757	1488
nuclear-Ath-ArgTCG-171676	6818	3931	4560
nuclear-Ath-ArgTCG-171677	8726	4867	4898
nuclear-Ath-ArgTCT-171693	1183	206	842
nuclear-Ath-ArgTCT-171694	4586	677	3546
nuclear-Ath-ArgTCT-171695	3138	484	2005
nuclear-Ath-ArgTCT-171696	1059	159	664
nuclear-Ath-ArgTCT-171714	2337	379	758
nuclear-Ath-ArgTCT-171717	1118	223	418
nuclear-Ath-ArgTCT-183731	0	0	0
nuclear-Ath-AsnGTT-171725	309	137	313
nuclear-Ath-AsnGTT-171727	7808	3024	7545
nuclear-Ath-AsnGTT-171729	5237	1896	4315
nuclear-Ath-AsnGTT-183736	889	311	691
nuclear-Ath-AsnGTT-183737	1	1	5
nuclear-Ath-AsnGTT-183738	1963	720	1920
nuclear-Ath-AsnGTT-183739	1003	313	813
nuclear-Ath-AspGTC-171804	32514	17796	14220
nuclear-Ath-AspGTC-183754	0	0	0
nuclear-Ath-AspGTC-183755	0	0	0
nuclear-Ath-AspGTC-183756	1	1	3
nuclear-Ath-AspGTC-183757	11	3	3
nuclear-Ath-CysGCA-171684	797	115	108
nuclear-Ath-CysGCA-171742	150	39	58
nuclear-Ath-CysGCA-171756	301	76	118
nuclear-Ath-CysGCA-171757	91	32	43
nuclear-Ath-CysGCA-171758	1465	269	414
nuclear-Ath-CysGCA-171759	276	68	93
nuclear-Ath-CysGCA-171762	35	12	14
nuclear-Ath-CysGCA-183716	0	0	3
nuclear-Ath-CysGCA-183742	304	98	88
nuclear-Ath-CysGCA-183745	0	1	1
nuclear-Ath-GlnCTG-171763	1613	250	325
nuclear-Ath-GlnCTG-171765	379	84	89
nuclear-Ath-GlnCTG-171773	1068	258	219
nuclear-Ath-GlnCTG-171774	920	202	245
nuclear-Ath-GlnCTG-171775	14620	2827	3225
nuclear-Ath-GlnTTG-171777	8888	3231	3662
nuclear-Ath-GlnTTG-183749	1872	435	520
nuclear-Ath-GluCTC-171821	2009	314	649
nuclear-Ath-GluCTC-171824	5489	925	1800
nuclear-Ath-GluCTC-171825	733	106	215
nuclear-Ath-GluCTC-183765	4	1	5
nuclear-Ath-GluTTC-171820	13934	2416	4291
nuclear-Ath-GluTTC-171822	2356	335	630
nuclear-Ath-GluTTC-171826	489	93	184
nuclear-Ath-GluTTC-183764	489	100	238
nuclear-Ath-GlyCCC-171713	10437	3593	6760
nuclear-Ath-GlyGCC-171688	886	207	475
nuclear-Ath-GlyGCC-171690	1077	234	747
nuclear-Ath-GlyGCC-171691	31326	7787	21086
nuclear-Ath-GlyGCC-171692	33	19	62
nuclear-Ath-GlyGCC-183730	20	6	12
nuclear-Ath-GlyTCC-171720	14186	5539	7399
nuclear-Ath-HisGTG-171768	3228	1151	4017
nuclear-Ath-HisGTG-171770	386	169	481
nuclear-Ath-HisGTG-183747	721	214	630
nuclear-Ath-HisGTG-183748	295	157	241
nuclear-Ath-IleAAT-171735	4429	1768	8964
nuclear-Ath-IleAAT-171736	4388	2066	11534
nuclear-Ath-IleTAT-171721	553	331	492
nuclear-Ath-IleTAT-171764	590	235	858
nuclear-Ath-LeuAAG-171816	475	152	742
nuclear-Ath-LeuAAG-171817	892	330	1390
nuclear-Ath-LeuCAA-171786	2550	1026	2136
nuclear-Ath-LeuCAA-171787	2447	730	2257
nuclear-Ath-LeuCAA-171789	3402	841	2506
nuclear-Ath-LeuCAA-171790	2624	683	1787
nuclear-Ath-LeuCAA-183751	294	106	246
nuclear-Ath-LeuCAG-171781	3723	1479	4177
nuclear-Ath-LeuTAA-171698	650	262	590
nuclear-Ath-LeuTAA-171699	890	373	971
nuclear-Ath-LeuTAA-171791	1026	474	683
nuclear-Ath-LeuTAG-171673	7731	3133	10462
nuclear-Ath-LeuTAG-171675	4125	1783	3447
nuclear-Ath-LeuTAG-171685	998	471	1465
nuclear-Ath-LysCTT-171703	1444	538	669
nuclear-Ath-LysCTT-171704	33804	9725	8705
nuclear-Ath-LysCTT-183733	15	26	15
nuclear-Ath-LysTTT-171707	34	12	37
nuclear-Ath-LysTTT-171712	198	49	50
nuclear-Ath-LysTTT-183734	15	3	5
nuclear-Ath-LysTTT-183735	0	0	4
nuclear-Ath-PheGAA-171718	7848	5225	8969
nuclear-Ath-ProAGG-171737	6695	858	2155
nuclear-Ath-ProAGG-171738	1817	203	487
nuclear-Ath-ProAGG-171743	6616	899	1612
nuclear-Ath-ProCGG-171739	26	5	11
nuclear-Ath-ProCGG-171760	3116	475	1677
nuclear-Ath-ProCGG-171761	5010	742	2826
nuclear-Ath-ProTGG-171741	4043	525	1653
nuclear-Ath-ProTGG-171744	14123	2038	4640
nuclear-Ath-ProTGG-183741	0	0	0
nuclear-Ath-SerAGA-171812	325	239	2311
nuclear-Ath-SerAGA-171813	1432	1034	10344
nuclear-Ath-SerAGA-171814	8	6	5
nuclear-Ath-SerAGA-171815	22	9	120
nuclear-Ath-SerAGA-183750	226	119	238
nuclear-Ath-SerAGA-183759	0	0	1
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	1	0	12
nuclear-Ath-SerCGA-171782	291	220	545
nuclear-Ath-SerCGA-171785	1276	1006	2187
nuclear-Ath-SerCGA-171794	1035	785	1379
nuclear-Ath-SerGCT-171796	889	362	530
nuclear-Ath-SerGCT-171797	2492	925	1157
nuclear-Ath-SerGCT-171798	4099	1714	2567
nuclear-Ath-SerGCT-171800	1315	533	767
nuclear-Ath-SerGCT-183728	1153	491	827
nuclear-Ath-SerGCT-183752	731	264	462
nuclear-Ath-SerGCT-183753	0	0	0
nuclear-Ath-SerTGA-171783	395	448	507
nuclear-Ath-SerTGA-171784	314	332	663
nuclear-Ath-SerTGA-171792	876	969	1705
nuclear-Ath-SerTGA-171793	513	451	820
nuclear-Ath-ThrAGT-171722	1742	790	1357
nuclear-Ath-ThrAGT-171723	1966	683	999
nuclear-Ath-ThrAGT-171731	2290	823	1037
nuclear-Ath-ThrCGT-171709	6212	2232	1126
nuclear-Ath-ThrCGT-171710	1501	381	361
nuclear-Ath-ThrCGT-171711	728	231	178
nuclear-Ath-ThrTGT-171700	8326	3676	6908
nuclear-Ath-ThrTGT-171705	1075	451	1161
nuclear-Ath-ThrTGT-183732	0	0	0
nuclear-Ath-TrpCCA-171732	9049	2366	9749
nuclear-Ath-TrpCCA-171734	344	86	344
nuclear-Ath-TrpCCA-183740	3	0	3
nuclear-Ath-TyrGTA-171663	13598	2166	5112
nuclear-Ath-TyrGTA-171666	4	0	3
nuclear-Ath-TyrGTA-171668	0	0	0
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	604	96	186
nuclear-Ath-TyrGTA-183720	0	0	0
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	0
nuclear-Ath-TyrGTA-183724	0	0	0
nuclear-Ath-TyrGTA-183725	0	0	0
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	0	0	0
nuclear-Ath-ValAAC-171778	1	1	4
nuclear-Ath-ValAAC-171779	4118	3116	17674
nuclear-Ath-ValCAC-171807	412	189	487
nuclear-Ath-ValCAC-183758	81	37	143
nuclear-Ath-ValTAC-171767	2174	1045	9377
nuclear-Ath-ValTAC-183729	154	116	562
nuclear-Ath-ValTAC-183746	73	40	347
nuclear-Ath-eMetCAT-171754	9791	4284	14323
nuclear-Ath-iMetCAT-171655	25	18	77
nuclear-Ath-iMetCAT-171658	36	12	18
nuclear-Ath-iMetCAT-171659	233	119	453
nuclear-Ath-iMetCAT-183717	0	0	4
plastid-Ath-AlaTGC-171845	36056	17101	73321
plastid-Ath-ArgACG-171847	16444	4778	10690
plastid-Ath-ArgTCT-171846	3974	695	948
plastid-Ath-AsnGTT-171848	29748	3744	8076
plastid-Ath-AspGTC-171849	25275	9718	23420
plastid-Ath-CysGCA-171850	6473	932	1017
plastid-Ath-GlnTTG-171851	13314	3155	6897
plastid-Ath-GluTTC-171852	98805	14930	33777
plastid-Ath-GlyGCC-171853	18394	1381	2278
plastid-Ath-GlyTCC-171854	7781	638	665
plastid-Ath-HisGTG-171855	16601	1645	2307
plastid-Ath-IleCAT-171856	1681	483	3948
plastid-Ath-IleGAT-171857	12051	4261	21093
plastid-Ath-LeuCAA-171859	6695	1935	4078
plastid-Ath-LeuTAA-171860	3119	1057	7871
plastid-Ath-LeuTAG-171858	9298	3560	4143
plastid-Ath-LysTTT-171861	2497	663	2050
plastid-Ath-PheGAA-171864	5150	2712	6281
plastid-Ath-ProTGG-171865	3650	681	759
plastid-Ath-SerGCT-171868	1305	242	791
plastid-Ath-SerGGA-171866	1643	703	2879
plastid-Ath-SerTGA-171867	13068	1565	2242
plastid-Ath-ThrGGT-171869	9205	1722	1147
plastid-Ath-ThrTGT-171870	5079	813	668
plastid-Ath-TrpCCA-171871	1428	263	323
plastid-Ath-TyrGTA-171872	8946	1626	3406
plastid-Ath-ValGAC-171873	579	80	238
plastid-Ath-ValTAC-171874	2032	344	758
plastid-Ath-eMetCAT-171862	4011	620	810
plastid-Ath-iMetCAT-171863	1555	468	5525
Total	891240	276680	758227
