Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-ArgACG-171680	2645	2558	6489
nuclear-Ath-ArgACG-171681	1389	1288	2239
nuclear-Ath-ArgACG-171682	2627	2791	5231
nuclear-Ath-ArgACG-171683	1582	1784	6250
nuclear-Ath-ArgACG-171772	1352	1622	6135
nuclear-Ath-ArgCCG-171678	9236	7834	15500
nuclear-Ath-ArgCCG-171686	428	414	1877
nuclear-Ath-ArgCCG-183763	220	221	662
nuclear-Ath-ArgCCT-171715	457	682	1655
nuclear-Ath-ArgCCT-171716	5938	7898	22006
nuclear-Ath-ArgCCT-171719	1237	1867	6882
nuclear-Ath-ArgTCG-171676	5265	8776	21662
nuclear-Ath-ArgTCG-171677	6316	9487	20028
nuclear-Ath-ArgTCT-171693	1373	855	5637
nuclear-Ath-ArgTCT-171694	4121	2244	19972
nuclear-Ath-ArgTCT-171695	3618	1798	13164
nuclear-Ath-ArgTCT-171696	1101	577	4278
nuclear-Ath-ArgTCT-171714	2416	1264	4841
nuclear-Ath-ArgTCT-171717	792	528	2034
nuclear-Ath-ArgTCT-183731	11	1	23
nuclear-Ath-AsnGTT-171725	446	422	1814
nuclear-Ath-AsnGTT-171727	5184	5021	21889
nuclear-Ath-AsnGTT-171729	5399	5600	25399
nuclear-Ath-AsnGTT-183736	867	708	2390
nuclear-Ath-AsnGTT-183737	1	0	3
nuclear-Ath-AsnGTT-183738	1369	1319	5208
nuclear-Ath-AsnGTT-183739	927	872	4233
nuclear-Ath-AspGTC-171804	41606	50718	83899
nuclear-Ath-AspGTC-183754	6	4	15
nuclear-Ath-AspGTC-183755	1	0	8
nuclear-Ath-AspGTC-183756	11	11	6342
nuclear-Ath-AspGTC-183757	19	13	300
nuclear-Ath-CysGCA-171684	669	553	776
nuclear-Ath-CysGCA-171742	119	159	256
nuclear-Ath-CysGCA-171756	281	269	611
nuclear-Ath-CysGCA-171757	131	79	199
nuclear-Ath-CysGCA-171758	1150	1019	2124
nuclear-Ath-CysGCA-171759	281	265	397
nuclear-Ath-CysGCA-171762	74	54	155
nuclear-Ath-CysGCA-183716	0	0	30
nuclear-Ath-CysGCA-183742	350	358	484
nuclear-Ath-CysGCA-183745	39	47	61
nuclear-Ath-GlnCTG-171763	1293	1004	2127
nuclear-Ath-GlnCTG-171765	559	539	1171
nuclear-Ath-GlnCTG-171773	1101	1266	2514
nuclear-Ath-GlnCTG-171774	709	891	1577
nuclear-Ath-GlnCTG-171775	12642	13849	21390
nuclear-Ath-GlnTTG-171777	7113	14896	39654
nuclear-Ath-GlnTTG-183749	2234	3872	7937
nuclear-Ath-GluCTC-171821	4325	1887	4828
nuclear-Ath-GluCTC-171824	11499	5155	12485
nuclear-Ath-GluCTC-171825	1982	795	1861
nuclear-Ath-GluCTC-183765	43	25	75
nuclear-Ath-GluTTC-171820	11784	6809	19800
nuclear-Ath-GluTTC-171822	2543	1178	3387
nuclear-Ath-GluTTC-171826	689	429	1435
nuclear-Ath-GluTTC-183764	545	298	1473
nuclear-Ath-GlyCCC-171713	8202	7848	31023
nuclear-Ath-GlyGCC-171688	905	611	2706
nuclear-Ath-GlyGCC-171690	3281	1879	8337
nuclear-Ath-GlyGCC-171691	25036	17966	81268
nuclear-Ath-GlyGCC-171692	122	85	309
nuclear-Ath-GlyGCC-183730	1	19	91
nuclear-Ath-GlyTCC-171720	8334	12042	56731
nuclear-Ath-HisGTG-171768	3101	4088	13829
nuclear-Ath-HisGTG-171770	580	774	1939
nuclear-Ath-HisGTG-183747	1258	1387	4188
nuclear-Ath-HisGTG-183748	840	1249	3725
nuclear-Ath-IleAAT-171735	7274	7732	48549
nuclear-Ath-IleAAT-171736	8051	9668	63977
nuclear-Ath-IleTAT-171721	607	780	2813
nuclear-Ath-IleTAT-171764	889	1008	4097
nuclear-Ath-LeuAAG-171816	12581	9331	48161
nuclear-Ath-LeuAAG-171817	12530	9541	48085
nuclear-Ath-LeuCAA-171786	2855	2564	9976
nuclear-Ath-LeuCAA-171787	2207	1634	7586
nuclear-Ath-LeuCAA-171789	3090	2196	10812
nuclear-Ath-LeuCAA-171790	2953	1993	8195
nuclear-Ath-LeuCAA-183751	375	336	1000
nuclear-Ath-LeuCAG-171781	3755	3128	12413
nuclear-Ath-LeuTAA-171698	2272	1839	6030
nuclear-Ath-LeuTAA-171699	2485	1969	6599
nuclear-Ath-LeuTAA-171791	1291	1302	3016
nuclear-Ath-LeuTAG-171673	6281	6953	42304
nuclear-Ath-LeuTAG-171675	7807	8360	41798
nuclear-Ath-LeuTAG-171685	5441	6174	34664
nuclear-Ath-LysCTT-171703	3068	2728	5952
nuclear-Ath-LysCTT-171704	38250	32702	54441
nuclear-Ath-LysCTT-183733	1215	896	1399
nuclear-Ath-LysTTT-171707	1170	688	1682
nuclear-Ath-LysTTT-171712	168	92	230
nuclear-Ath-LysTTT-183734	1163	652	1642
nuclear-Ath-LysTTT-183735	0	1	3
nuclear-Ath-PheGAA-171718	5820	7425	25105
nuclear-Ath-ProAGG-171737	7044	2983	10209
nuclear-Ath-ProAGG-171738	2042	727	2360
nuclear-Ath-ProAGG-171743	8756	3594	9557
nuclear-Ath-ProCGG-171739	30	18	97
nuclear-Ath-ProCGG-171760	2403	1450	10216
nuclear-Ath-ProCGG-171761	3442	2108	14936
nuclear-Ath-ProTGG-171741	3764	1794	9657
nuclear-Ath-ProTGG-171744	12895	6578	26759
nuclear-Ath-ProTGG-183741	10	5	121
nuclear-Ath-SerAGA-171812	433	655	8541
nuclear-Ath-SerAGA-171813	2266	2880	27495
nuclear-Ath-SerAGA-171814	3	9	58
nuclear-Ath-SerAGA-171815	42	41	292
nuclear-Ath-SerAGA-183750	537	559	1389
nuclear-Ath-SerAGA-183759	562	723	6041
nuclear-Ath-SerAGA-183760	0	0	1
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	171	173	929
nuclear-Ath-SerCGA-171782	269	405	1707
nuclear-Ath-SerCGA-171785	1279	1712	6028
nuclear-Ath-SerCGA-171794	1019	1360	4167
nuclear-Ath-SerGCT-171796	1244	953	2408
nuclear-Ath-SerGCT-171797	4464	4006	9700
nuclear-Ath-SerGCT-171798	6432	4764	10956
nuclear-Ath-SerGCT-171800	1651	1317	2985
nuclear-Ath-SerGCT-183728	1278	912	2743
nuclear-Ath-SerGCT-183752	823	675	1737
nuclear-Ath-SerGCT-183753	10	7	19
nuclear-Ath-SerTGA-171783	396	754	2018
nuclear-Ath-SerTGA-171784	375	531	1912
nuclear-Ath-SerTGA-171792	1110	2089	7068
nuclear-Ath-SerTGA-171793	479	838	2811
nuclear-Ath-ThrAGT-171722	1690	1646	5122
nuclear-Ath-ThrAGT-171723	2795	2077	6471
nuclear-Ath-ThrAGT-171731	2980	2461	8123
nuclear-Ath-ThrCGT-171709	11179	14723	10630
nuclear-Ath-ThrCGT-171710	2357	2644	2751
nuclear-Ath-ThrCGT-171711	973	1459	1215
nuclear-Ath-ThrTGT-171700	10852	9213	23961
nuclear-Ath-ThrTGT-171705	1334	988	3323
nuclear-Ath-ThrTGT-183732	527	439	1220
nuclear-Ath-TrpCCA-171732	21337	26133	162853
nuclear-Ath-TrpCCA-171734	17202	22261	126310
nuclear-Ath-TrpCCA-183740	162	145	687
nuclear-Ath-TyrGTA-171663	22958	11694	32997
nuclear-Ath-TyrGTA-171666	8	13	30
nuclear-Ath-TyrGTA-171668	0	0	14
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	3100	1524	3819
nuclear-Ath-TyrGTA-183720	3	3	51
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	9
nuclear-Ath-TyrGTA-183724	0	0	10
nuclear-Ath-TyrGTA-183725	0	0	10
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	1	0	1
nuclear-Ath-ValAAC-171778	203	233	4080
nuclear-Ath-ValAAC-171779	3661	5941	48806
nuclear-Ath-ValCAC-171807	1224	1625	6985
nuclear-Ath-ValCAC-183758	829	1179	4941
nuclear-Ath-ValTAC-171767	4101	4073	40377
nuclear-Ath-ValTAC-183729	203	322	1727
nuclear-Ath-ValTAC-183746	278	236	2882
nuclear-Ath-eMetCAT-171754	7303	8887	75886
nuclear-Ath-iMetCAT-171655	113	114	493
nuclear-Ath-iMetCAT-171658	48	25	167
nuclear-Ath-iMetCAT-171659	474	498	2307
nuclear-Ath-iMetCAT-183717	0	0	3
plastid-Ath-AlaTGC-171845	26737	27971	155239
plastid-Ath-ArgACG-171847	12950	13429	55281
plastid-Ath-ArgTCT-171846	3851	2041	6163
plastid-Ath-AsnGTT-171848	22083	6034	16188
plastid-Ath-AspGTC-171849	20723	20041	69796
plastid-Ath-CysGCA-171850	5923	2575	5849
plastid-Ath-GlnTTG-171851	9947	4662	17495
plastid-Ath-GluTTC-171852	53559	23566	82267
plastid-Ath-GlyGCC-171853	11074	3756	17233
plastid-Ath-GlyTCC-171854	7523	3195	8179
plastid-Ath-HisGTG-171855	34876	18728	34054
plastid-Ath-IleCAT-171856	3393	2704	38463
plastid-Ath-IleGAT-171857	23119	23265	95055
plastid-Ath-LeuCAA-171859	7148	5018	17647
plastid-Ath-LeuTAA-171860	7588	5185	35154
plastid-Ath-LeuTAG-171858	11231	5654	11178
plastid-Ath-LysTTT-171861	2013	1751	7947
plastid-Ath-PheGAA-171864	4387	3591	19150
plastid-Ath-ProTGG-171865	4545	2412	3244
plastid-Ath-SerGCT-171868	4943	1532	4845
plastid-Ath-SerGGA-171866	2677	1380	6094
plastid-Ath-SerTGA-171867	11637	3443	6698
plastid-Ath-ThrGGT-171869	13252	6897	5373
plastid-Ath-ThrTGT-171870	6674	3378	3370
plastid-Ath-TrpCCA-171871	5542	4639	8727
plastid-Ath-TyrGTA-171872	22480	12986	44886
plastid-Ath-ValGAC-171873	1272	510	797
plastid-Ath-ValTAC-171874	3270	1873	2726
plastid-Ath-eMetCAT-171862	3980	2077	3367
plastid-Ath-iMetCAT-171863	2238	873	6332
Total	948192	810024	3307295
