Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-GluTTC-171822	2219	1231	3084
nuclear-Ath-GluTTC-171826	612	390	1022
nuclear-Ath-GluTTC-183764	443	309	1279
nuclear-Ath-GlyCCC-171713	7906	8099	27190
nuclear-Ath-GlyGCC-171688	760	706	2606
nuclear-Ath-GlyGCC-171690	3638	2380	10745
nuclear-Ath-GlyGCC-171691	22530	19176	84090
nuclear-Ath-GlyGCC-171692	110	67	362
nuclear-Ath-GlyGCC-183730	7	17	74
nuclear-Ath-GlyTCC-171720	7453	12722	58507
nuclear-Ath-HisGTG-171768	2061	3297	8071
nuclear-Ath-HisGTG-171770	360	687	1412
nuclear-Ath-HisGTG-183747	814	1362	2852
nuclear-Ath-HisGTG-183748	497	1074	2438
nuclear-Ath-IleAAT-171735	6962	8553	50463
nuclear-Ath-IleAAT-171736	6912	10133	62140
nuclear-Ath-IleTAT-171721	493	661	2064
nuclear-Ath-IleTAT-171764	672	877	3271
nuclear-Ath-LeuAAG-171816	9884	9061	41387
nuclear-Ath-LeuAAG-171817	10024	9355	41644
nuclear-Ath-LeuCAA-171786	1976	2619	8977
nuclear-Ath-LeuCAA-171787	1561	1706	7272
nuclear-Ath-LeuCAA-171789	2537	2392	10481
nuclear-Ath-LeuCAA-171790	2337	2111	8325
nuclear-Ath-LeuCAA-183751	254	260	879
nuclear-Ath-LeuCAG-171781	2839	3046	11544
nuclear-Ath-LeuTAA-171698	1842	1911	5399
nuclear-Ath-LeuTAA-171699	1985	1950	6170
nuclear-Ath-LeuTAA-171791	1067	1420	3034
nuclear-Ath-LeuTAG-171673	5555	7609	43822
nuclear-Ath-LeuTAG-171675	6617	8713	42232
nuclear-Ath-LeuTAG-171685	5188	6763	37098
nuclear-Ath-LysCTT-171703	3072	3388	6745
nuclear-Ath-LysCTT-171704	33190	33880	52813
nuclear-Ath-LysCTT-183733	1140	1003	1412
nuclear-Ath-LysTTT-171707	1001	761	1533
nuclear-Ath-LysTTT-171712	149	100	204
nuclear-Ath-LysTTT-183734	1011	764	1506
nuclear-Ath-LysTTT-183735	0	0	2
nuclear-Ath-PheGAA-171718	4927	6087	19755
nuclear-Ath-ProAGG-171737	6532	2879	9187
nuclear-Ath-ProAGG-171738	1746	749	1954
nuclear-Ath-ProAGG-171743	7866	3930	8831
nuclear-Ath-ProCGG-171739	22	30	114
nuclear-Ath-ProCGG-171760	1930	1460	9050
nuclear-Ath-ProCGG-171761	2943	2020	13708
nuclear-Ath-ProTGG-171741	3097	1859	8829
nuclear-Ath-ProTGG-171744	10656	6696	25551
nuclear-Ath-ProTGG-183741	14	15	107
nuclear-Ath-SerAGA-171812	341	647	7373
nuclear-Ath-SerAGA-171813	1540	2530	20056
nuclear-Ath-SerAGA-171814	7	8	33
nuclear-Ath-SerAGA-171815	24	43	262
nuclear-Ath-SerAGA-183750	469	569	1365
nuclear-Ath-SerAGA-183759	491	825	6035
nuclear-Ath-SerAGA-183760	0	0	1
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	160	164	905
nuclear-Ath-SerCGA-171782	223	397	1512
nuclear-Ath-SerCGA-171785	936	1432	4751
nuclear-Ath-SerCGA-171794	717	1292	3771
nuclear-Ath-SerGCT-171796	1008	977	2319
nuclear-Ath-SerGCT-171797	3680	3888	9050
nuclear-Ath-SerGCT-171798	5538	4871	9945
nuclear-Ath-SerGCT-171800	1434	1205	2722
nuclear-Ath-SerGCT-183728	977	761	2202
nuclear-Ath-SerGCT-183752	667	720	1714
nuclear-Ath-SerGCT-183753	8	7	17
nuclear-Ath-SerTGA-171783	321	696	1711
nuclear-Ath-SerTGA-171784	248	395	1259
nuclear-Ath-SerTGA-171792	943	2173	6618
nuclear-Ath-SerTGA-171793	400	844	2252
nuclear-Ath-ThrAGT-171722	1516	1346	3876
nuclear-Ath-ThrAGT-171723	2549	2223	6316
nuclear-Ath-ThrAGT-171731	2836	2635	8897
nuclear-Ath-ThrCGT-171709	10204	15645	10104
nuclear-Ath-ThrCGT-171710	2581	3033	2956
nuclear-Ath-ThrCGT-171711	950	1707	1285
nuclear-Ath-ThrTGT-171700	8974	9239	20305
nuclear-Ath-ThrTGT-171705	1099	1075	2943
nuclear-Ath-ThrTGT-183732	514	475	1217
nuclear-Ath-TrpCCA-171732	17564	25785	145546
nuclear-Ath-TrpCCA-171734	15237	22726	121344
nuclear-Ath-TrpCCA-183740	141	179	634
nuclear-Ath-TyrGTA-171663	18308	10897	30359
nuclear-Ath-TyrGTA-171666	5	7	30
nuclear-Ath-TyrGTA-171668	0	0	6
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	2612	1454	3696
nuclear-Ath-TyrGTA-183720	0	1	28
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	4
nuclear-Ath-TyrGTA-183724	0	0	6
nuclear-Ath-TyrGTA-183725	0	0	9
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	1	0	0
nuclear-Ath-ValAAC-171778	175	233	2692
nuclear-Ath-ValAAC-171779	2765	5325	39436
nuclear-Ath-ValCAC-171807	835	1544	6142
nuclear-Ath-ValCAC-183758	564	1134	4635
nuclear-Ath-ValTAC-171767	3273	4136	37288
nuclear-Ath-ValTAC-183729	220	295	1604
nuclear-Ath-ValTAC-183746	214	270	2681
nuclear-Ath-eMetCAT-171754	6036	8630	70113
nuclear-Ath-iMetCAT-171655	73	134	405
nuclear-Ath-iMetCAT-171658	19	27	148
nuclear-Ath-iMetCAT-171659	325	455	2193
nuclear-Ath-iMetCAT-183717	0	0	1
plastid-Ath-AlaTGC-171845	21799	26100	138388
plastid-Ath-ArgACG-171847	14917	15771	59056
plastid-Ath-ArgTCT-171846	3734	2270	6011
plastid-Ath-AsnGTT-171848	17271	5396	13217
plastid-Ath-AspGTC-171849	18222	17509	57405
plastid-Ath-CysGCA-171850	5704	3367	6525
plastid-Ath-GlnTTG-171851	10154	5409	19324
plastid-Ath-GluTTC-171852	53221	25582	84670
plastid-Ath-GlyGCC-171853	9268	3331	15961
plastid-Ath-GlyTCC-171854	6828	3532	8108
plastid-Ath-HisGTG-171855	35224	19634	35426
plastid-Ath-IleCAT-171856	3537	3163	35238
plastid-Ath-IleGAT-171857	21218	24306	94024
plastid-Ath-LeuCAA-171859	7819	5946	18480
plastid-Ath-LeuTAA-171860	8104	6507	38325
plastid-Ath-LeuTAG-171858	11220	6074	10294
plastid-Ath-LysTTT-171861	2003	1879	8642
plastid-Ath-PheGAA-171864	3779	2948	16531
plastid-Ath-ProTGG-171865	4619	2811	3148
plastid-Ath-SerGCT-171868	4884	1800	4308
plastid-Ath-SerGGA-171866	2406	1378	5942
plastid-Ath-SerTGA-171867	10420	3753	6811
plastid-Ath-ThrGGT-171869	13759	7932	4901
plastid-Ath-ThrTGT-171870	6048	3445	2699
plastid-Ath-TrpCCA-171871	5072	5285	10115
plastid-Ath-TyrGTA-171872	20770	12938	42582
plastid-Ath-ValGAC-171873	917	440	636
plastid-Ath-ValTAC-171874	2918	1818	2571
plastid-Ath-eMetCAT-171862	3524	2149	2970
plastid-Ath-iMetCAT-171863	1928	858	5813
Total	832731	809916	2999410
