Gene	Position	SprinzlPosition	StartPosCount
mitochondrial-Ath-CysGCA-171829	26	27	4
mitochondrial-Ath-CysGCA-171829	27	28	35
mitochondrial-Ath-CysGCA-171829	28	29	22
mitochondrial-Ath-CysGCA-171829	29	30	14
mitochondrial-Ath-CysGCA-171829	30	31	105
mitochondrial-Ath-CysGCA-171829	32	33	42
mitochondrial-Ath-CysGCA-171829	33	34	132
mitochondrial-Ath-CysGCA-171829	34	35	37
mitochondrial-Ath-CysGCA-171829	35	36	33
mitochondrial-Ath-CysGCA-171829	36	37	39
mitochondrial-Ath-CysGCA-171829	37	38	377
mitochondrial-Ath-CysGCA-171829	38	39	8
mitochondrial-Ath-CysGCA-171829	39	40	1
mitochondrial-Ath-GlnTTG-171830	1	1	2112
mitochondrial-Ath-GlnTTG-171830	2	2	38
mitochondrial-Ath-GlnTTG-171830	3	3	7
mitochondrial-Ath-GlnTTG-171830	4	4	1
mitochondrial-Ath-GlnTTG-171830	5	5	5
mitochondrial-Ath-GlnTTG-171830	6	6	11
mitochondrial-Ath-GlnTTG-171830	7	7	1
mitochondrial-Ath-GlnTTG-171830	8	8	3
mitochondrial-Ath-GlnTTG-171830	9	9	2
mitochondrial-Ath-GlnTTG-171830	10	10	29
mitochondrial-Ath-GlnTTG-171830	11	11	16
mitochondrial-Ath-GlnTTG-171830	12	12	11
mitochondrial-Ath-GlnTTG-171830	13	13	10
mitochondrial-Ath-GlnTTG-171830	14	14	7
mitochondrial-Ath-GlnTTG-171830	15	15	20
mitochondrial-Ath-GlnTTG-171830	16	16	64
mitochondrial-Ath-GlnTTG-171830	17	18	289
mitochondrial-Ath-GlnTTG-171830	18	19	113
mitochondrial-Ath-GlnTTG-171830	19	20	17
mitochondrial-Ath-GlnTTG-171830	20	21	7
mitochondrial-Ath-GlnTTG-171830	21	22	3
mitochondrial-Ath-GlnTTG-171830	22	23	4
mitochondrial-Ath-GlnTTG-171830	23	24	42
mitochondrial-Ath-GlnTTG-171830	24	25	17
mitochondrial-Ath-GlnTTG-171830	25	26	8
mitochondrial-Ath-GlnTTG-171830	26	27	2
mitochondrial-Ath-GlnTTG-171830	27	28	6
mitochondrial-Ath-GlnTTG-171830	28	29	11
mitochondrial-Ath-GlnTTG-171830	29	30	45
mitochondrial-Ath-GlnTTG-171830	30	31	26
mitochondrial-Ath-GlnTTG-171830	31	32	4
mitochondrial-Ath-GlnTTG-171830	32	33	13
mitochondrial-Ath-GlnTTG-171830	33	34	71
mitochondrial-Ath-GlnTTG-171830	34	35	499
mitochondrial-Ath-GlnTTG-171830	35	36	30
mitochondrial-Ath-GlnTTG-171830	36	37	273
mitochondrial-Ath-GlnTTG-171830	37	38	39
mitochondrial-Ath-GlnTTG-171830	38	39	7
mitochondrial-Ath-GluTTC-171831	1	1	35584
mitochondrial-Ath-GluTTC-171831	2	2	509
mitochondrial-Ath-GluTTC-171831	3	3	132
mitochondrial-Ath-GluTTC-171831	4	4	62
mitochondrial-Ath-GluTTC-171831	5	5	34
mitochondrial-Ath-GluTTC-171831	6	6	34
mitochondrial-Ath-GluTTC-171831	7	7	20
mitochondrial-Ath-GluTTC-171831	8	8	37
mitochondrial-Ath-GluTTC-171831	9	9	92
mitochondrial-Ath-GluTTC-171831	10	10	51
mitochondrial-Ath-GluTTC-171831	11	11	71
mitochondrial-Ath-GluTTC-171831	12	12	58
mitochondrial-Ath-GluTTC-171831	13	13	59
mitochondrial-Ath-GluTTC-171831	14	14	40
mitochondrial-Ath-GluTTC-171831	15	15	54
mitochondrial-Ath-GluTTC-171831	16	16	368
mitochondrial-Ath-GluTTC-171831	17	18	500
mitochondrial-Ath-GluTTC-171831	18	19	2956
mitochondrial-Ath-GluTTC-171831	19	20	2314
mitochondrial-Ath-GluTTC-171831	20	20x	68
mitochondrial-Ath-GluTTC-171831	21	21	52
mitochondrial-Ath-GluTTC-171831	22	22	72
mitochondrial-Ath-GluTTC-171831	23	23	92
mitochondrial-Ath-GluTTC-171831	24	24	121
mitochondrial-Ath-GluTTC-171831	25	25	23
mitochondrial-Ath-GluTTC-171831	26	26	29
mitochondrial-Ath-GluTTC-171831	27	27	6
mitochondrial-Ath-GluTTC-171831	28	28	24
mitochondrial-Ath-GluTTC-171831	29	29	131
mitochondrial-Ath-GluTTC-171831	30	30	173
mitochondrial-Ath-GluTTC-171831	31	31	82
mitochondrial-Ath-GluTTC-171831	32	32	39
mitochondrial-Ath-GluTTC-171831	33	33	157
mitochondrial-Ath-GluTTC-171831	34	34	821
mitochondrial-Ath-GluTTC-171831	35	35	586
mitochondrial-Ath-GluTTC-171831	36	36	133
mitochondrial-Ath-GluTTC-171831	37	37	111
mitochondrial-Ath-GluTTC-171831	38	38	9
mitochondrial-Ath-GluTTC-171831	39	39	5
mitochondrial-Ath-GluTTC-171831	40	40	2
mitochondrial-Ath-GluTTC-171831	43	43	1
mitochondrial-Ath-GlyGCC-171832	1	1	8866
mitochondrial-Ath-GlyGCC-171832	2	2	29
mitochondrial-Ath-GlyGCC-171832	3	3	16
mitochondrial-Ath-GlyGCC-171832	4	4	36
mitochondrial-Ath-GlyGCC-171832	5	5	12
mitochondrial-Ath-GlyGCC-171832	6	6	11
mitochondrial-Ath-GlyGCC-171832	7	7	10
mitochondrial-Ath-GlyGCC-171832	8	8	21
mitochondrial-Ath-GlyGCC-171832	9	9	6
mitochondrial-Ath-GlyGCC-171832	10	10	79
mitochondrial-Ath-GlyGCC-171832	11	11	101
mitochondrial-Ath-GlyGCC-171832	12	12	33
mitochondrial-Ath-GlyGCC-171832	13	13	39
mitochondrial-Ath-GlyGCC-171832	14	14	31
mitochondrial-Ath-GlyGCC-171832	15	15	16
mitochondrial-Ath-GlyGCC-171832	16	16	78
mitochondrial-Ath-GlyGCC-171832	17	18	933
mitochondrial-Ath-GlyGCC-171832	18	19	478
mitochondrial-Ath-GlyGCC-171832	19	20	110
mitochondrial-Ath-GlyGCC-171832	20	21	4
mitochondrial-Ath-GlyGCC-171832	21	22	31
mitochondrial-Ath-GlyGCC-171832	22	23	501
mitochondrial-Ath-GlyGCC-171832	23	24	16
mitochondrial-Ath-GlyGCC-171832	24	25	76
mitochondrial-Ath-GlyGCC-171832	25	26	6
mitochondrial-Ath-GlyGCC-171832	26	27	22
mitochondrial-Ath-GlyGCC-171832	27	28	17
mitochondrial-Ath-GlyGCC-171832	28	29	14
mitochondrial-Ath-GlyGCC-171832	29	30	18
mitochondrial-Ath-GlyGCC-171832	30	31	23
mitochondrial-Ath-GlyGCC-171832	31	32	30
mitochondrial-Ath-GlyGCC-171832	32	33	30
mitochondrial-Ath-GlyGCC-171832	33	34	207
mitochondrial-Ath-GlyGCC-171832	34	35	807
mitochondrial-Ath-GlyGCC-171832	35	36	16
mitochondrial-Ath-GlyGCC-171832	36	37	1
mitochondrial-Ath-GlyGCC-171832	37	38	4
mitochondrial-Ath-HisGTG-171833	1	0	27190
mitochondrial-Ath-HisGTG-171833	2	1	253
mitochondrial-Ath-HisGTG-171833	3	2	92
mitochondrial-Ath-HisGTG-171833	4	3	22
mitochondrial-Ath-HisGTG-171833	5	4	36
mitochondrial-Ath-HisGTG-171833	6	5	543
mitochondrial-Ath-HisGTG-171833	7	6	18
mitochondrial-Ath-HisGTG-171833	8	7	30
mitochondrial-Ath-HisGTG-171833	9	8	188
mitochondrial-Ath-HisGTG-171833	10	9	32
mitochondrial-Ath-HisGTG-171833	11	10	48
mitochondrial-Ath-HisGTG-171833	12	11	21
mitochondrial-Ath-HisGTG-171833	13	12	14
mitochondrial-Ath-HisGTG-171833	14	13	13
mitochondrial-Ath-HisGTG-171833	15	14	45
mitochondrial-Ath-HisGTG-171833	16	15	61
mitochondrial-Ath-HisGTG-171833	17	16	161
mitochondrial-Ath-HisGTG-171833	18	18	59
mitochondrial-Ath-HisGTG-171833	19	19	174
mitochondrial-Ath-HisGTG-171833	20	20	328
mitochondrial-Ath-HisGTG-171833	21	20x	46
mitochondrial-Ath-HisGTG-171833	22	20x	14
mitochondrial-Ath-HisGTG-171833	23	21	15
mitochondrial-Ath-HisGTG-171833	24	22	41
mitochondrial-Ath-HisGTG-171833	25	23	6
mitochondrial-Ath-HisGTG-171833	26	24	112
mitochondrial-Ath-HisGTG-171833	27	25	34
mitochondrial-Ath-HisGTG-171833	28	26	27
mitochondrial-Ath-HisGTG-171833	29	27	8
mitochondrial-Ath-HisGTG-171833	30	28	10
mitochondrial-Ath-HisGTG-171833	31	29	1
mitochondrial-Ath-HisGTG-171833	32	30	7
mitochondrial-Ath-HisGTG-171833	33	31	47
mitochondrial-Ath-HisGTG-171833	34	32	41
mitochondrial-Ath-HisGTG-171833	35	33	71
mitochondrial-Ath-HisGTG-171833	36	34	29
mitochondrial-Ath-HisGTG-171833	37	35	28
mitochondrial-Ath-HisGTG-171833	38	36	14
mitochondrial-Ath-HisGTG-171833	39	37	268
mitochondrial-Ath-HisGTG-171833	40	38	14
mitochondrial-Ath-IleCAT-171837	1	1	219
mitochondrial-Ath-IleCAT-171837	4	4	1
mitochondrial-Ath-IleCAT-171837	9	9	1
mitochondrial-Ath-IleCAT-171837	10	10	16
mitochondrial-Ath-IleCAT-171837	13	13	1
mitochondrial-Ath-IleCAT-171837	15	15	2
mitochondrial-Ath-IleCAT-171837	18	18	11
mitochondrial-Ath-IleCAT-171837	19	19	12
mitochondrial-Ath-IleCAT-171837	20	20	60
mitochondrial-Ath-IleCAT-171837	21	20x	291
mitochondrial-Ath-IleCAT-171837	22	21	180
mitochondrial-Ath-IleCAT-171837	23	22	6
mitochondrial-Ath-IleCAT-171837	24	23	12
mitochondrial-Ath-IleCAT-171837	27	26	26
mitochondrial-Ath-IleCAT-171837	28	27	190
mitochondrial-Ath-IleCAT-171837	29	28	5
mitochondrial-Ath-IleCAT-171837	30	29	10
mitochondrial-Ath-IleCAT-171837	31	30	1
mitochondrial-Ath-IleCAT-171837	32	31	5
mitochondrial-Ath-IleCAT-171837	33	32	2
mitochondrial-Ath-IleCAT-171837	34	33	1
mitochondrial-Ath-IleCAT-171837	35	34	37
mitochondrial-Ath-IleCAT-171837	36	35	1896
mitochondrial-Ath-IleCAT-171837	37	36	29
mitochondrial-Ath-IleCAT-171837	38	37	15
mitochondrial-Ath-IleCAT-171837	39	38	3
mitochondrial-Ath-LysTTT-171834	1	1	8561
mitochondrial-Ath-LysTTT-171834	2	2	209
mitochondrial-Ath-LysTTT-171834	3	3	44
mitochondrial-Ath-LysTTT-171834	4	4	91
mitochondrial-Ath-LysTTT-171834	5	5	45
mitochondrial-Ath-LysTTT-171834	6	6	62
mitochondrial-Ath-LysTTT-171834	8	8	31
mitochondrial-Ath-LysTTT-171834	9	9	11
mitochondrial-Ath-LysTTT-171834	10	10	26
mitochondrial-Ath-LysTTT-171834	11	11	35
mitochondrial-Ath-LysTTT-171834	12	12	19
mitochondrial-Ath-LysTTT-171834	13	13	5
mitochondrial-Ath-LysTTT-171834	14	14	64
mitochondrial-Ath-LysTTT-171834	15	15	46
mitochondrial-Ath-LysTTT-171834	16	16	167
mitochondrial-Ath-LysTTT-171834	17	17	74
mitochondrial-Ath-LysTTT-171834	18	18	584
mitochondrial-Ath-LysTTT-171834	19	19	221
mitochondrial-Ath-LysTTT-171834	20	20	59
mitochondrial-Ath-LysTTT-171834	21	21	7
mitochondrial-Ath-LysTTT-171834	22	22	38
mitochondrial-Ath-LysTTT-171834	23	23	105
mitochondrial-Ath-LysTTT-171834	24	24	8
mitochondrial-Ath-LysTTT-171834	25	25	28
mitochondrial-Ath-LysTTT-171834	27	27	4
mitochondrial-Ath-LysTTT-171834	28	28	20
mitochondrial-Ath-LysTTT-171834	29	29	31
mitochondrial-Ath-LysTTT-171834	30	30	47
mitochondrial-Ath-LysTTT-171834	31	31	124
mitochondrial-Ath-LysTTT-171834	32	32	274
mitochondrial-Ath-LysTTT-171834	33	33	273
mitochondrial-Ath-LysTTT-171834	34	34	954
mitochondrial-Ath-LysTTT-171834	35	35	21
mitochondrial-Ath-LysTTT-171834	36	36	43
mitochondrial-Ath-LysTTT-171834	37	37	20
mitochondrial-Ath-LysTTT-171834	38	38	58
mitochondrial-Ath-LysTTT-171834	39	39	1
mitochondrial-Ath-LysTTT-171834	41	41	1
mitochondrial-Ath-ProTGG-171838	1	1	12119
mitochondrial-Ath-ProTGG-171838	2	2	291
mitochondrial-Ath-ProTGG-171838	3	3	96
mitochondrial-Ath-ProTGG-171838	4	4	54
mitochondrial-Ath-ProTGG-171838	5	5	202
mitochondrial-Ath-ProTGG-171838	6	6	79
mitochondrial-Ath-ProTGG-171838	7	7	2
mitochondrial-Ath-ProTGG-171838	8	8	46
mitochondrial-Ath-ProTGG-171838	9	9	17
mitochondrial-Ath-ProTGG-171838	10	10	17
mitochondrial-Ath-ProTGG-171838	11	11	6
mitochondrial-Ath-ProTGG-171838	12	12	15
mitochondrial-Ath-ProTGG-171838	13	13	12
mitochondrial-Ath-ProTGG-171838	14	14	45
mitochondrial-Ath-ProTGG-171838	15	15	14
mitochondrial-Ath-ProTGG-171838	16	16	57
mitochondrial-Ath-ProTGG-171838	17	17	13
mitochondrial-Ath-ProTGG-171838	18	17x	30
mitochondrial-Ath-ProTGG-171838	19	18	42
mitochondrial-Ath-ProTGG-171838	20	19	14
mitochondrial-Ath-ProTGG-171838	21	20	21
mitochondrial-Ath-ProTGG-171838	22	20x	17
mitochondrial-Ath-ProTGG-171838	23	21	19
mitochondrial-Ath-ProTGG-171838	24	22	2
mitochondrial-Ath-ProTGG-171838	27	25	29
mitochondrial-Ath-ProTGG-171838	29	27	5
mitochondrial-Ath-ProTGG-171838	30	28	33
mitochondrial-Ath-ProTGG-171838	31	29	63
mitochondrial-Ath-ProTGG-171838	32	30	42
mitochondrial-Ath-ProTGG-171838	33	31	46
mitochondrial-Ath-ProTGG-171838	34	32	30
mitochondrial-Ath-ProTGG-171838	35	33	37
mitochondrial-Ath-ProTGG-171838	36	34	22
mitochondrial-Ath-ProTGG-171838	37	35	11
mitochondrial-Ath-ProTGG-171838	38	36	36
mitochondrial-Ath-ProTGG-171838	39	37	162
mitochondrial-Ath-ProTGG-171838	40	38	21
mitochondrial-Ath-ProTGG-171838	41	39	2
mitochondrial-Ath-SerGCT-171840	1	1	3760
mitochondrial-Ath-SerGCT-171840	2	2	102
mitochondrial-Ath-SerGCT-171840	3	3	21
mitochondrial-Ath-SerGCT-171840	4	4	21
mitochondrial-Ath-SerGCT-171840	5	5	14
mitochondrial-Ath-SerGCT-171840	6	6	27
mitochondrial-Ath-SerGCT-171840	7	7	29
mitochondrial-Ath-SerGCT-171840	8	8	40
mitochondrial-Ath-SerGCT-171840	9	9	48
mitochondrial-Ath-SerGCT-171840	10	10	169
mitochondrial-Ath-SerGCT-171840	11	11	18
mitochondrial-Ath-SerGCT-171840	12	12	20
mitochondrial-Ath-SerGCT-171840	13	13	11
mitochondrial-Ath-SerGCT-171840	14	14	176
mitochondrial-Ath-SerGCT-171840	15	15	6
mitochondrial-Ath-SerGCT-171840	16	16	92
mitochondrial-Ath-SerGCT-171840	17	18	14
mitochondrial-Ath-SerGCT-171840	18	19	149
mitochondrial-Ath-SerGCT-171840	19	20	344
mitochondrial-Ath-SerGCT-171840	20	20x	6
mitochondrial-Ath-SerGCT-171840	21	20x	15
mitochondrial-Ath-SerGCT-171840	22	21	4
mitochondrial-Ath-SerGCT-171840	23	22	12
mitochondrial-Ath-SerGCT-171840	24	23	15
mitochondrial-Ath-SerGCT-171840	25	24	167
mitochondrial-Ath-SerGCT-171840	26	25	32
mitochondrial-Ath-SerGCT-171840	27	26	6
mitochondrial-Ath-SerGCT-171840	28	27	3
mitochondrial-Ath-SerGCT-171840	29	28	20
mitochondrial-Ath-SerGCT-171840	30	29	87
mitochondrial-Ath-SerGCT-171840	31	30	41
mitochondrial-Ath-SerGCT-171840	32	31	24
mitochondrial-Ath-SerGCT-171840	33	32	56
mitochondrial-Ath-SerGCT-171840	34	33	1
mitochondrial-Ath-SerGCT-171840	35	34	36
mitochondrial-Ath-SerGCT-171840	36	35	507
mitochondrial-Ath-SerGCT-171840	37	36	53
mitochondrial-Ath-SerGCT-171840	38	37	15
mitochondrial-Ath-SerGCT-171840	39	38	21
mitochondrial-Ath-SerGCT-171840	40	39	4
mitochondrial-Ath-SerGCT-171840	41	40	22
mitochondrial-Ath-SerGCT-171840	42	41	8
mitochondrial-Ath-SerGCT-171840	43	42	3
mitochondrial-Ath-SerGCT-171840	44	43	454
mitochondrial-Ath-SerGCT-171840	45	44	9
mitochondrial-Ath-SerGCT-171840	46	45	19
mitochondrial-Ath-SerGCT-171840	47	45x	10
mitochondrial-Ath-SerGCT-171840	48	45x	7
mitochondrial-Ath-SerGCT-171840	49	45x	4
mitochondrial-Ath-SerGCT-171840	50	45x	5
mitochondrial-Ath-SerGCT-171840	51	45x	11
mitochondrial-Ath-SerGCT-171840	52	45x	6
mitochondrial-Ath-SerGCT-171840	53	45x	53
mitochondrial-Ath-SerGCT-171840	54	45x	7
mitochondrial-Ath-SerGCT-171840	55	45x	2
mitochondrial-Ath-SerGCT-171840	56	45x	2
mitochondrial-Ath-SerGGA-171839	1	1	1095
mitochondrial-Ath-SerGGA-171839	2	2	24
mitochondrial-Ath-SerGGA-171839	3	3	3
mitochondrial-Ath-SerGGA-171839	4	4	2
mitochondrial-Ath-SerGGA-171839	5	5	43
mitochondrial-Ath-SerGGA-171839	6	6	13
mitochondrial-Ath-SerGGA-171839	7	7	22
mitochondrial-Ath-SerGGA-171839	8	8	5
mitochondrial-Ath-SerGGA-171839	9	9	15
mitochondrial-Ath-SerGGA-171839	10	10	105
mitochondrial-Ath-SerGGA-171839	11	11	4
mitochondrial-Ath-SerGGA-171839	12	12	9
mitochondrial-Ath-SerGGA-171839	14	14	22
mitochondrial-Ath-SerGGA-171839	16	16	43
mitochondrial-Ath-SerGGA-171839	17	18	14
mitochondrial-Ath-SerGGA-171839	18	19	97
mitochondrial-Ath-SerGGA-171839	19	20	129
mitochondrial-Ath-SerGGA-171839	20	20x	24
mitochondrial-Ath-SerGGA-171839	21	20x	1
mitochondrial-Ath-SerGGA-171839	22	21	10
mitochondrial-Ath-SerGGA-171839	23	22	2
mitochondrial-Ath-SerGGA-171839	24	23	16
mitochondrial-Ath-SerGGA-171839	25	24	62
mitochondrial-Ath-SerGGA-171839	26	25	37
mitochondrial-Ath-SerGGA-171839	28	27	269
mitochondrial-Ath-SerGGA-171839	29	28	9
mitochondrial-Ath-SerGGA-171839	30	29	5
mitochondrial-Ath-SerGGA-171839	31	30	3
mitochondrial-Ath-SerGGA-171839	32	31	1
mitochondrial-Ath-SerGGA-171839	33	32	10
mitochondrial-Ath-SerGGA-171839	35	34	14
mitochondrial-Ath-SerGGA-171839	36	35	271
mitochondrial-Ath-SerGGA-171839	37	36	20
mitochondrial-Ath-SerGGA-171839	38	37	8
mitochondrial-Ath-SerGGA-171839	39	38	14
mitochondrial-Ath-SerGGA-171839	40	39	6
mitochondrial-Ath-SerGGA-171839	41	40	18
mitochondrial-Ath-SerGGA-171839	42	41	6
mitochondrial-Ath-SerGGA-171839	44	43	1
mitochondrial-Ath-SerGGA-171839	45	44	4
mitochondrial-Ath-SerGGA-171839	46	45	4
mitochondrial-Ath-SerGGA-171839	47	45x	7
mitochondrial-Ath-SerGGA-171839	48	45x	11
mitochondrial-Ath-SerGGA-171839	49	45x	28
mitochondrial-Ath-SerGGA-171839	50	45x	61
mitochondrial-Ath-SerGGA-171839	51	45x	96
mitochondrial-Ath-SerGGA-171839	52	45x	79
mitochondrial-Ath-SerGGA-171839	53	45x	23
mitochondrial-Ath-SerGGA-171839	54	45x	7
mitochondrial-Ath-SerGGA-171839	55	45x	1
mitochondrial-Ath-SerGGA-171839	56	45x	1
mitochondrial-Ath-SerTGA-171841	1	1	326
mitochondrial-Ath-SerTGA-171841	2	2	2
mitochondrial-Ath-SerTGA-171841	3	3	5
mitochondrial-Ath-SerTGA-171841	7	7	2
mitochondrial-Ath-SerTGA-171841	10	10	10
mitochondrial-Ath-SerTGA-171841	14	14	1
mitochondrial-Ath-SerTGA-171841	16	16	8
mitochondrial-Ath-SerTGA-171841	18	19	15
mitochondrial-Ath-SerTGA-171841	19	20	3
mitochondrial-Ath-SerTGA-171841	20	20x	1
mitochondrial-Ath-SerTGA-171841	21	20x	5
mitochondrial-Ath-SerTGA-171841	22	21	5
mitochondrial-Ath-SerTGA-171841	24	23	8
mitochondrial-Ath-SerTGA-171841	25	24	1
mitochondrial-Ath-SerTGA-171841	26	25	15
mitochondrial-Ath-SerTGA-171841	27	26	64
mitochondrial-Ath-SerTGA-171841	28	27	516
mitochondrial-Ath-SerTGA-171841	29	28	7
mitochondrial-Ath-SerTGA-171841	30	29	10
mitochondrial-Ath-SerTGA-171841	32	31	9
mitochondrial-Ath-SerTGA-171841	33	32	2
mitochondrial-Ath-SerTGA-171841	34	33	17
mitochondrial-Ath-SerTGA-171841	35	34	38
mitochondrial-Ath-SerTGA-171841	36	35	101
mitochondrial-Ath-SerTGA-171841	37	36	19
mitochondrial-Ath-SerTGA-171841	38	37	74
mitochondrial-Ath-SerTGA-171841	39	38	5689
mitochondrial-Ath-SerTGA-171841	40	39	89
mitochondrial-Ath-SerTGA-171841	41	40	28
mitochondrial-Ath-SerTGA-171841	42	41	26
mitochondrial-Ath-SerTGA-171841	43	42	1
mitochondrial-Ath-SerTGA-171841	44	43	2
mitochondrial-Ath-SerTGA-171841	45	44	10
mitochondrial-Ath-SerTGA-171841	46	45	37
mitochondrial-Ath-SerTGA-171841	47	45x	40
mitochondrial-Ath-SerTGA-171841	48	45x	13
mitochondrial-Ath-SerTGA-171841	49	45x	15
mitochondrial-Ath-SerTGA-171841	50	45x	10
mitochondrial-Ath-SerTGA-171841	51	45x	16
mitochondrial-Ath-SerTGA-171841	52	45x	1
mitochondrial-Ath-SerTGA-171841	53	45x	2
mitochondrial-Ath-TrpCCA-171842	1	1	822
mitochondrial-Ath-TrpCCA-171842	2	2	129
mitochondrial-Ath-TrpCCA-171842	3	3	81
mitochondrial-Ath-TrpCCA-171842	4	4	83
