Gene	Position	SprinzlPosition	EndPosCount
mitochondrial-Ath-GlnTTG-171830	74	75	27
mitochondrial-Ath-GlnTTG-171830	75	76	129
mitochondrial-Ath-GluTTC-171831	36	36	16
mitochondrial-Ath-GluTTC-171831	37	37	3
mitochondrial-Ath-GluTTC-171831	38	38	5
mitochondrial-Ath-GluTTC-171831	39	39	1
mitochondrial-Ath-GluTTC-171831	40	40	2
mitochondrial-Ath-GluTTC-171831	42	42	1
mitochondrial-Ath-GluTTC-171831	47	48	102
mitochondrial-Ath-GluTTC-171831	50	51	29
mitochondrial-Ath-GluTTC-171831	51	52	7
mitochondrial-Ath-GluTTC-171831	52	53	23
mitochondrial-Ath-GluTTC-171831	53	54	21
mitochondrial-Ath-GluTTC-171831	54	55	7
mitochondrial-Ath-GluTTC-171831	68	69	3
mitochondrial-Ath-GluTTC-171831	69	70	13
mitochondrial-Ath-GluTTC-171831	70	71	30
mitochondrial-Ath-GluTTC-171831	71	72	23
mitochondrial-Ath-GluTTC-171831	72	73	12
mitochondrial-Ath-GluTTC-171831	73	74	353
mitochondrial-Ath-GluTTC-171831	74	75	642
mitochondrial-Ath-GluTTC-171831	75	76	2535
mitochondrial-Ath-GlyGCC-171832	32	33	2
mitochondrial-Ath-GlyGCC-171832	33	34	24
mitochondrial-Ath-GlyGCC-171832	34	35	67
mitochondrial-Ath-GlyGCC-171832	35	36	61
mitochondrial-Ath-GlyGCC-171832	36	37	8
mitochondrial-Ath-GlyGCC-171832	38	39	1
mitochondrial-Ath-GlyGCC-171832	39	40	3
mitochondrial-Ath-GlyGCC-171832	44	45	3
mitochondrial-Ath-GlyGCC-171832	45	46	1
mitochondrial-Ath-GlyGCC-171832	50	51	12
mitochondrial-Ath-GlyGCC-171832	51	52	11
mitochondrial-Ath-GlyGCC-171832	52	53	4
mitochondrial-Ath-GlyGCC-171832	54	55	2
mitochondrial-Ath-GlyGCC-171832	56	57	1
mitochondrial-Ath-GlyGCC-171832	58	59	1
mitochondrial-Ath-GlyGCC-171832	59	60	1
mitochondrial-Ath-GlyGCC-171832	60	61	9
mitochondrial-Ath-GlyGCC-171832	61	62	4
mitochondrial-Ath-GlyGCC-171832	62	63	1
mitochondrial-Ath-GlyGCC-171832	69	70	1
mitochondrial-Ath-GlyGCC-171832	70	71	12
mitochondrial-Ath-GlyGCC-171832	71	72	118
mitochondrial-Ath-GlyGCC-171832	72	73	110
mitochondrial-Ath-GlyGCC-171832	73	74	136
mitochondrial-Ath-GlyGCC-171832	74	75	610
mitochondrial-Ath-GlyGCC-171832	75	76	3591
mitochondrial-Ath-HisGTG-171833	36	34	5
mitochondrial-Ath-HisGTG-171833	37	35	4
mitochondrial-Ath-HisGTG-171833	38	36	4
mitochondrial-Ath-HisGTG-171833	39	37	6
mitochondrial-Ath-HisGTG-171833	58	56	2
mitochondrial-Ath-HisGTG-171833	60	58	1
mitochondrial-Ath-HisGTG-171833	62	60	7
mitochondrial-Ath-HisGTG-171833	73	71	8
mitochondrial-Ath-HisGTG-171833	74	72	11
mitochondrial-Ath-HisGTG-171833	75	73	116
mitochondrial-Ath-HisGTG-171833	76	74	93
mitochondrial-Ath-HisGTG-171833	77	75	321
mitochondrial-Ath-HisGTG-171833	78	76	2009
mitochondrial-Ath-IleCAT-171837	72	71	18
mitochondrial-Ath-IleCAT-171837	74	73	4
mitochondrial-Ath-IleCAT-171837	75	74	269
mitochondrial-Ath-IleCAT-171837	76	75	195
mitochondrial-Ath-IleCAT-171837	77	76	914
mitochondrial-Ath-LysTTT-171834	32	32	8
mitochondrial-Ath-LysTTT-171834	33	33	2
mitochondrial-Ath-LysTTT-171834	36	36	1
mitochondrial-Ath-LysTTT-171834	39	39	1
mitochondrial-Ath-LysTTT-171834	40	40	5
mitochondrial-Ath-LysTTT-171834	53	53	6
mitochondrial-Ath-LysTTT-171834	54	54	3
mitochondrial-Ath-LysTTT-171834	56	56	3
mitochondrial-Ath-LysTTT-171834	57	57	1
mitochondrial-Ath-LysTTT-171834	59	59	1
mitochondrial-Ath-LysTTT-171834	65	65	1
mitochondrial-Ath-LysTTT-171834	71	71	10
mitochondrial-Ath-LysTTT-171834	72	72	17
mitochondrial-Ath-LysTTT-171834	73	73	12
mitochondrial-Ath-LysTTT-171834	74	74	386
mitochondrial-Ath-LysTTT-171834	75	75	128
mitochondrial-Ath-LysTTT-171834	76	76	463
mitochondrial-Ath-ProTGG-171838	32	30	1
mitochondrial-Ath-ProTGG-171838	33	31	4
mitochondrial-Ath-ProTGG-171838	34	32	1
mitochondrial-Ath-ProTGG-171838	36	34	1
mitochondrial-Ath-ProTGG-171838	38	36	1
mitochondrial-Ath-ProTGG-171838	49	47	15
mitochondrial-Ath-ProTGG-171838	50	48	88
mitochondrial-Ath-ProTGG-171838	51	49	27
mitochondrial-Ath-ProTGG-171838	52	50	3
mitochondrial-Ath-ProTGG-171838	53	51	6
mitochondrial-Ath-ProTGG-171838	54	52	2
mitochondrial-Ath-ProTGG-171838	55	53	18
mitochondrial-Ath-ProTGG-171838	56	54	11
mitochondrial-Ath-ProTGG-171838	57	55	6
mitochondrial-Ath-ProTGG-171838	58	56	1
mitochondrial-Ath-ProTGG-171838	60	58	7
mitochondrial-Ath-ProTGG-171838	61	59	1
mitochondrial-Ath-ProTGG-171838	62	60	1
mitochondrial-Ath-ProTGG-171838	63	61	4
mitochondrial-Ath-ProTGG-171838	64	62	2
mitochondrial-Ath-ProTGG-171838	66	64	2
mitochondrial-Ath-ProTGG-171838	67	65	6
mitochondrial-Ath-ProTGG-171838	68	66	5
mitochondrial-Ath-ProTGG-171838	70	68	7
mitochondrial-Ath-ProTGG-171838	74	72	11
mitochondrial-Ath-ProTGG-171838	75	73	27
mitochondrial-Ath-ProTGG-171838	76	74	181
mitochondrial-Ath-ProTGG-171838	77	75	305
mitochondrial-Ath-ProTGG-171838	78	76	2016
mitochondrial-Ath-SerGCT-171840	33	32	39
mitochondrial-Ath-SerGCT-171840	34	33	5
mitochondrial-Ath-SerGCT-171840	35	34	15
mitochondrial-Ath-SerGCT-171840	36	35	31
mitochondrial-Ath-SerGCT-171840	37	36	16
mitochondrial-Ath-SerGCT-171840	38	37	4
mitochondrial-Ath-SerGCT-171840	39	38	1
mitochondrial-Ath-SerGCT-171840	40	39	2
mitochondrial-Ath-SerGCT-171840	41	40	1
mitochondrial-Ath-SerGCT-171840	42	41	2
mitochondrial-Ath-SerGCT-171840	46	45	2
mitochondrial-Ath-SerGCT-171840	47	45x	257
mitochondrial-Ath-SerGCT-171840	49	45x	1
mitochondrial-Ath-SerGCT-171840	50	45x	2
mitochondrial-Ath-SerGCT-171840	51	45x	3
mitochondrial-Ath-SerGCT-171840	52	45x	5
mitochondrial-Ath-SerGCT-171840	53	45x	7
mitochondrial-Ath-SerGCT-171840	55	45x	1
mitochondrial-Ath-SerGCT-171840	56	45x	6
mitochondrial-Ath-SerGCT-171840	60	45x	4
mitochondrial-Ath-SerGCT-171840	63	48	2
mitochondrial-Ath-SerGCT-171840	64	49	1
mitochondrial-Ath-SerGCT-171840	66	51	3
mitochondrial-Ath-SerGCT-171840	67	52	15
mitochondrial-Ath-SerGCT-171840	68	53	38
mitochondrial-Ath-SerGCT-171840	69	54	37
mitochondrial-Ath-SerGCT-171840	70	55	2
mitochondrial-Ath-SerGCT-171840	71	56	7
mitochondrial-Ath-SerGCT-171840	76	61	4
mitochondrial-Ath-SerGCT-171840	85	70	1
mitochondrial-Ath-SerGCT-171840	87	72	27
mitochondrial-Ath-SerGCT-171840	88	73	13
mitochondrial-Ath-SerGCT-171840	89	74	101
mitochondrial-Ath-SerGCT-171840	90	75	135
mitochondrial-Ath-SerGCT-171840	91	76	483
mitochondrial-Ath-SerGGA-171839	38	37	2
mitochondrial-Ath-SerGGA-171839	39	38	4
mitochondrial-Ath-SerGGA-171839	52	45x	2
mitochondrial-Ath-SerGGA-171839	60	46	1
mitochondrial-Ath-SerGGA-171839	67	53	1
mitochondrial-Ath-SerGGA-171839	86	72	1
mitochondrial-Ath-SerGGA-171839	87	73	1
mitochondrial-Ath-SerGGA-171839	88	74	21
mitochondrial-Ath-SerGGA-171839	89	75	10
mitochondrial-Ath-SerGGA-171839	90	76	46
mitochondrial-Ath-SerTGA-171841	35	34	2
mitochondrial-Ath-SerTGA-171841	36	35	5
mitochondrial-Ath-SerTGA-171841	37	36	2
mitochondrial-Ath-SerTGA-171841	38	37	2
mitochondrial-Ath-SerTGA-171841	39	38	1
mitochondrial-Ath-SerTGA-171841	40	39	2
mitochondrial-Ath-SerTGA-171841	47	45x	2
mitochondrial-Ath-SerTGA-171841	85	71	2
mitochondrial-Ath-SerTGA-171841	86	72	9
mitochondrial-Ath-SerTGA-171841	87	73	6
mitochondrial-Ath-SerTGA-171841	88	74	106
mitochondrial-Ath-SerTGA-171841	89	75	119
mitochondrial-Ath-SerTGA-171841	90	76	757
mitochondrial-Ath-TrpCCA-171842	36	35	5
mitochondrial-Ath-TrpCCA-171842	55	54	1
mitochondrial-Ath-TrpCCA-171842	59	58	1
mitochondrial-Ath-TrpCCA-171842	66	65	2
mitochondrial-Ath-TrpCCA-171842	71	70	8
mitochondrial-Ath-TrpCCA-171842	72	71	100
mitochondrial-Ath-TrpCCA-171842	73	72	166
mitochondrial-Ath-TrpCCA-171842	74	73	923
mitochondrial-Ath-TrpCCA-171842	75	74	3041
mitochondrial-Ath-TrpCCA-171842	76	75	4451
mitochondrial-Ath-TrpCCA-171842	77	76	30828
mitochondrial-Ath-TyrGTA-171843	72	70	3
mitochondrial-Ath-TyrGTA-171843	76	74	3
mitochondrial-Ath-TyrGTA-171843	77	75	15
mitochondrial-Ath-TyrGTA-171843	78	76	23
mitochondrial-Ath-TyrGTA-171844	33	32	6
mitochondrial-Ath-TyrGTA-171844	34	33	5
mitochondrial-Ath-TyrGTA-171844	35	34	1
mitochondrial-Ath-TyrGTA-171844	36	35	24
mitochondrial-Ath-TyrGTA-171844	37	36	7
mitochondrial-Ath-TyrGTA-171844	38	37	12
mitochondrial-Ath-TyrGTA-171844	39	38	14
mitochondrial-Ath-TyrGTA-171844	40	39	1
mitochondrial-Ath-TyrGTA-171844	41	40	2
mitochondrial-Ath-TyrGTA-171844	46	45	3
mitochondrial-Ath-TyrGTA-171844	47	45x	1
mitochondrial-Ath-TyrGTA-171844	49	45x	3
mitochondrial-Ath-TyrGTA-171844	50	45x	2
mitochondrial-Ath-TyrGTA-171844	51	45x	2
mitochondrial-Ath-TyrGTA-171844	55	45x	1
mitochondrial-Ath-TyrGTA-171844	63	53	2
mitochondrial-Ath-TyrGTA-171844	66	56	1
mitochondrial-Ath-TyrGTA-171844	75	65	2
mitochondrial-Ath-TyrGTA-171844	76	66	1
mitochondrial-Ath-TyrGTA-171844	78	68	1
mitochondrial-Ath-TyrGTA-171844	81	71	14
mitochondrial-Ath-TyrGTA-171844	82	72	149
mitochondrial-Ath-TyrGTA-171844	83	73	45
mitochondrial-Ath-TyrGTA-171844	84	74	1610
mitochondrial-Ath-TyrGTA-171844	85	75	964
mitochondrial-Ath-TyrGTA-171844	86	76	3461
mitochondrial-Ath-eMetCAT-171836	36	36	4
mitochondrial-Ath-eMetCAT-171836	38	38	1
mitochondrial-Ath-eMetCAT-171836	71	71	40
mitochondrial-Ath-eMetCAT-171836	72	72	3
mitochondrial-Ath-eMetCAT-171836	73	73	3
mitochondrial-Ath-eMetCAT-171836	74	74	13
mitochondrial-Ath-eMetCAT-171836	75	75	77
mitochondrial-Ath-eMetCAT-171836	76	76	479
mitochondrial-Ath-iMetCAT-171835	33	32	1
mitochondrial-Ath-iMetCAT-171835	35	34	3
mitochondrial-Ath-iMetCAT-171835	42	41	3
mitochondrial-Ath-iMetCAT-171835	49	48	2
mitochondrial-Ath-iMetCAT-171835	54	53	1
mitochondrial-Ath-iMetCAT-171835	56	55	3
mitochondrial-Ath-iMetCAT-171835	61	60	1
mitochondrial-Ath-iMetCAT-171835	70	69	3
mitochondrial-Ath-iMetCAT-171835	72	71	17
mitochondrial-Ath-iMetCAT-171835	73	72	1
mitochondrial-Ath-iMetCAT-171835	74	73	1
mitochondrial-Ath-iMetCAT-171835	75	74	33
mitochondrial-Ath-iMetCAT-171835	76	75	29
mitochondrial-Ath-iMetCAT-171835	77	76	505
mitochondrial-Ath-stemloop-166441	58		1
mitochondrial-Ath-stemloop-309033	32		1
mitochondrial-Ath-stemloop-309033	37		1
mitochondrial-Ath-stemloop-309033	40		2
mitochondrial-Ath-stemloop-309033	44		2
mitochondrial-Ath-stemloop-309033	45		4
mitochondrial-Ath-stemloop-309033	46		2
mitochondrial-Ath-stemloop-309033	49		1
mitochondrial-Ath-stemloop-309033	62		20
mitochondrial-Ath-stemloop-309033	73		9
mitochondrial-Ath-stemloop-309033	74		1
mitochondrial-Ath-stemloop-309033	75		21
mitochondrial-Ath-stemloop-c116660	49		10
mitochondrial-Ath-stemloop-c116660	72		3
mitochondrial-Ath-stemloop-c116660	73		2
mitochondrial-Ath-stemloop-c116660	74		2
mitochondrial-Ath-stemloop-c116660	75		2
mitochondrial-Ath-stemloop-c116660	76		41
mitochondrial-Ath-stemloop-c116660	77		19
mitochondrial-Ath-stemloop-c83962	48		1
mitochondrial-Ath-stemloop-c83962	49		7
nuclear-Ath-AlaAGC-171748	32	32	1
nuclear-Ath-AlaAGC-171748	33	33	2
nuclear-Ath-AlaAGC-171748	34	34	5
nuclear-Ath-AlaAGC-171748	35	35	13
nuclear-Ath-AlaAGC-171748	36	36	45
nuclear-Ath-AlaAGC-171748	38	38	2
nuclear-Ath-AlaAGC-171748	40	40	1
nuclear-Ath-AlaAGC-171748	45	45	14
nuclear-Ath-AlaAGC-171748	46	46	6
nuclear-Ath-AlaAGC-171748	47	47	271
nuclear-Ath-AlaAGC-171748	50	50	2
nuclear-Ath-AlaAGC-171748	51	51	16
nuclear-Ath-AlaAGC-171748	52	52	19
nuclear-Ath-AlaAGC-171748	53	53	108
nuclear-Ath-AlaAGC-171748	54	54	56
nuclear-Ath-AlaAGC-171748	55	55	20
nuclear-Ath-AlaAGC-171748	56	56	6
nuclear-Ath-AlaAGC-171748	57	57	4
nuclear-Ath-AlaAGC-171748	60	60	16
nuclear-Ath-AlaAGC-171748	61	61	3
nuclear-Ath-AlaAGC-171748	69	69	1
nuclear-Ath-AlaAGC-171748	70	70	4
nuclear-Ath-AlaAGC-171748	71	71	26
nuclear-Ath-AlaAGC-171748	72	72	6721
nuclear-Ath-AlaAGC-171748	73	73	1501
nuclear-Ath-AlaAGC-171748	74	74	75188
nuclear-Ath-AlaAGC-171748	75	75	30822
nuclear-Ath-AlaAGC-171748	76	76	76292
nuclear-Ath-AlaAGC-171749	33	33	4
nuclear-Ath-AlaAGC-171749	34	34	11
nuclear-Ath-AlaAGC-171749	35	35	9
nuclear-Ath-AlaAGC-171749	36	36	35
nuclear-Ath-AlaAGC-171749	37	37	1
nuclear-Ath-AlaAGC-171749	38	38	3
nuclear-Ath-AlaAGC-171749	40	40	2
nuclear-Ath-AlaAGC-171749	42	42	2
nuclear-Ath-AlaAGC-171749	45	45	18
nuclear-Ath-AlaAGC-171749	46	46	3
nuclear-Ath-AlaAGC-171749	47	47	215
nuclear-Ath-AlaAGC-171749	48	48	1
nuclear-Ath-AlaAGC-171749	49	49	6
nuclear-Ath-AlaAGC-171749	50	50	9
nuclear-Ath-AlaAGC-171749	51	51	67
nuclear-Ath-AlaAGC-171749	52	52	98
nuclear-Ath-AlaAGC-171749	53	53	234
nuclear-Ath-AlaAGC-171749	54	54	239
nuclear-Ath-AlaAGC-171749	55	55	31
nuclear-Ath-AlaAGC-171749	56	56	26
nuclear-Ath-AlaAGC-171749	57	57	21
nuclear-Ath-AlaAGC-171749	58	58	1
nuclear-Ath-AlaAGC-171749	60	60	39
nuclear-Ath-AlaAGC-171749	61	61	17
nuclear-Ath-AlaAGC-171749	62	62	13
nuclear-Ath-AlaAGC-171749	63	63	1
nuclear-Ath-AlaAGC-171749	64	64	1
nuclear-Ath-AlaAGC-171749	65	65	3
nuclear-Ath-AlaAGC-171749	66	66	2
nuclear-Ath-AlaAGC-171749	69	69	4
nuclear-Ath-AlaAGC-171749	71	71	70
nuclear-Ath-AlaAGC-171749	72	72	18759
nuclear-Ath-AlaAGC-171749	73	73	4518
nuclear-Ath-AlaAGC-171749	74	74	227547
nuclear-Ath-AlaAGC-171749	75	75	81914
nuclear-Ath-AlaAGC-171749	76	76	194560
nuclear-Ath-AlaAGC-183743	32	32	3
nuclear-Ath-AlaAGC-183743	35	35	2
nuclear-Ath-AlaAGC-183743	36	36	1
nuclear-Ath-AlaAGC-183743	45	45	2
nuclear-Ath-AlaAGC-183743	46	46	1
nuclear-Ath-AlaAGC-183743	47	47	28
nuclear-Ath-AlaAGC-183743	50	50	3
nuclear-Ath-AlaAGC-183743	51	51	7
nuclear-Ath-AlaAGC-183743	52	52	4
nuclear-Ath-AlaAGC-183743	53	53	25
nuclear-Ath-AlaAGC-183743	54	54	24
nuclear-Ath-AlaAGC-183743	55	55	5
nuclear-Ath-AlaAGC-183743	56	56	6
nuclear-Ath-AlaAGC-183743	57	57	2
nuclear-Ath-AlaAGC-183743	60	60	6
nuclear-Ath-AlaAGC-183743	61	61	5
nuclear-Ath-AlaAGC-183743	62	62	5
nuclear-Ath-AlaAGC-183743	66	66	1
nuclear-Ath-AlaAGC-183743	68	68	1
nuclear-Ath-AlaAGC-183743	69	69	2
nuclear-Ath-AlaAGC-183743	71	71	19
nuclear-Ath-AlaAGC-183743	72	72	7874
nuclear-Ath-AlaAGC-183743	73	73	2106
nuclear-Ath-AlaAGC-183743	74	74	95546
nuclear-Ath-AlaAGC-183743	75	75	47249
nuclear-Ath-AlaAGC-183743	76	76	106353
nuclear-Ath-AlaCGC-171750	32	32	2
nuclear-Ath-AlaCGC-171750	34	34	1
nuclear-Ath-AlaCGC-171750	35	35	31
nuclear-Ath-AlaCGC-171750	36	36	66
nuclear-Ath-AlaCGC-171750	42	42	24
nuclear-Ath-AlaCGC-171750	45	45	13
nuclear-Ath-AlaCGC-171750	47	47	60
nuclear-Ath-AlaCGC-171750	50	50	2
nuclear-Ath-AlaCGC-171750	53	53	7
nuclear-Ath-AlaCGC-171750	54	54	3
nuclear-Ath-AlaCGC-171750	69	69	1
nuclear-Ath-AlaCGC-171750	70	70	2
nuclear-Ath-AlaCGC-171750	71	71	14
nuclear-Ath-AlaCGC-171750	72	72	1342
nuclear-Ath-AlaCGC-171750	73	73	376
nuclear-Ath-AlaCGC-171750	74	74	20835
nuclear-Ath-AlaCGC-171750	75	75	8049
nuclear-Ath-AlaCGC-171750	76	76	24366
nuclear-Ath-AlaCGC-171752	32	32	3
nuclear-Ath-AlaCGC-171752	33	33	2
nuclear-Ath-AlaCGC-171752	34	34	27
nuclear-Ath-AlaCGC-171752	35	35	95
nuclear-Ath-AlaCGC-171752	36	36	208
nuclear-Ath-AlaCGC-171752	37	37	1
nuclear-Ath-AlaCGC-171752	38	38	3
nuclear-Ath-AlaCGC-171752	39	39	2
nuclear-Ath-AlaCGC-171752	40	40	8
nuclear-Ath-AlaCGC-171752	42	42	8
nuclear-Ath-AlaCGC-171752	45	45	7
nuclear-Ath-AlaCGC-171752	47	47	3
nuclear-Ath-AlaCGC-171752	49	49	1
nuclear-Ath-AlaCGC-171752	51	51	7
nuclear-Ath-AlaCGC-171752	52	52	1
nuclear-Ath-AlaCGC-171752	53	53	6
nuclear-Ath-AlaCGC-171752	64	64	2
nuclear-Ath-AlaCGC-171752	66	66	3
nuclear-Ath-AlaCGC-171752	69	69	1
nuclear-Ath-AlaCGC-171752	70	70	1
nuclear-Ath-AlaCGC-171752	71	71	20
nuclear-Ath-AlaCGC-171752	72	72	1207
nuclear-Ath-AlaCGC-171752	73	73	382
nuclear-Ath-AlaCGC-171752	74	74	15041
nuclear-Ath-AlaCGC-171752	75	75	6968
nuclear-Ath-AlaCGC-171752	76	76	25185
nuclear-Ath-AlaCGC-183744	34	34	6
nuclear-Ath-AlaCGC-183744	35	35	10
nuclear-Ath-AlaCGC-183744	36	36	40
nuclear-Ath-AlaCGC-183744	39	39	3
nuclear-Ath-AlaCGC-183744	42	42	6
nuclear-Ath-AlaCGC-183744	44	44	14
nuclear-Ath-AlaCGC-183744	46	46	1
nuclear-Ath-AlaCGC-183744	47	47	3
nuclear-Ath-AlaCGC-183744	51	51	5
nuclear-Ath-AlaCGC-183744	52	52	5
nuclear-Ath-AlaCGC-183744	57	57	2
nuclear-Ath-AlaCGC-183744	68	68	1
nuclear-Ath-AlaCGC-183744	69	69	3
nuclear-Ath-AlaCGC-183744	70	70	2
nuclear-Ath-AlaCGC-183744	71	71	8
nuclear-Ath-AlaCGC-183744	72	72	1130
nuclear-Ath-AlaCGC-183744	73	73	385
nuclear-Ath-AlaCGC-183744	74	74	15714
nuclear-Ath-AlaCGC-183744	75	75	7437
nuclear-Ath-AlaCGC-183744	76	76	22479
nuclear-Ath-AlaTGC-171747	34	34	2
nuclear-Ath-AlaTGC-171747	35	35	65
nuclear-Ath-AlaTGC-171747	36	36	371
nuclear-Ath-AlaTGC-171747	37	37	5
nuclear-Ath-AlaTGC-171747	38	38	4
nuclear-Ath-AlaTGC-171747	39	39	2
nuclear-Ath-AlaTGC-171747	40	40	3
nuclear-Ath-AlaTGC-171747	41	41	1
nuclear-Ath-AlaTGC-171747	42	42	6
nuclear-Ath-AlaTGC-171747	45	45	31
nuclear-Ath-AlaTGC-171747	46	46	5
nuclear-Ath-AlaTGC-171747	47	47	168
nuclear-Ath-AlaTGC-171747	48	48	5
nuclear-Ath-AlaTGC-171747	49	49	20
nuclear-Ath-AlaTGC-171747	50	50	53
nuclear-Ath-AlaTGC-171747	51	51	97
nuclear-Ath-AlaTGC-171747	52	52	316
nuclear-Ath-AlaTGC-171747	53	53	716
nuclear-Ath-AlaTGC-171747	54	54	441
nuclear-Ath-AlaTGC-171747	55	55	6
nuclear-Ath-AlaTGC-171747	56	56	11
nuclear-Ath-AlaTGC-171747	57	57	38
nuclear-Ath-AlaTGC-171747	58	58	13
nuclear-Ath-AlaTGC-171747	59	59	2
nuclear-Ath-AlaTGC-171747	60	60	1
nuclear-Ath-AlaTGC-171747	61	61	5
nuclear-Ath-AlaTGC-171747	63	63	3
nuclear-Ath-AlaTGC-171747	65	65	6
nuclear-Ath-AlaTGC-171747	66	66	6
nuclear-Ath-AlaTGC-171747	67	67	2
nuclear-Ath-AlaTGC-171747	69	69	2
nuclear-Ath-AlaTGC-171747	70	70	2
nuclear-Ath-AlaTGC-171747	71	71	78
nuclear-Ath-AlaTGC-171747	72	72	12126
nuclear-Ath-AlaTGC-171747	73	73	3566
nuclear-Ath-AlaTGC-171747	74	74	212533
nuclear-Ath-AlaTGC-171747	75	75	86445
nuclear-Ath-AlaTGC-171747	76	76	220392
nuclear-Ath-AlaTGC-171751	32	32	1
nuclear-Ath-AlaTGC-171751	35	35	8
nuclear-Ath-AlaTGC-171751	36	36	42
nuclear-Ath-AlaTGC-171751	45	45	1
nuclear-Ath-AlaTGC-171751	46	46	3
nuclear-Ath-AlaTGC-171751	47	47	32
nuclear-Ath-AlaTGC-171751	48	48	1
nuclear-Ath-AlaTGC-171751	50	50	1
nuclear-Ath-AlaTGC-171751	51	51	25
nuclear-Ath-AlaTGC-171751	52	52	4
nuclear-Ath-AlaTGC-171751	53	53	15
nuclear-Ath-AlaTGC-171751	54	54	13
nuclear-Ath-AlaTGC-171751	55	55	2
nuclear-Ath-AlaTGC-171751	57	57	5
nuclear-Ath-AlaTGC-171751	63	63	4
nuclear-Ath-AlaTGC-171751	66	66	1
nuclear-Ath-AlaTGC-171751	69	69	1
nuclear-Ath-AlaTGC-171751	70	70	3
nuclear-Ath-AlaTGC-171751	71	71	13
nuclear-Ath-AlaTGC-171751	72	72	2185
nuclear-Ath-AlaTGC-171751	73	73	634
nuclear-Ath-AlaTGC-171751	74	74	38805
nuclear-Ath-AlaTGC-171751	75	75	15682
nuclear-Ath-AlaTGC-171751	76	76	34989
nuclear-Ath-ArgACG-171679	37	37	4
nuclear-Ath-ArgACG-171679	38	38	10
nuclear-Ath-ArgACG-171679	39	39	11
nuclear-Ath-ArgACG-171679	40	40	1
nuclear-Ath-ArgACG-171679	43	43	13
nuclear-Ath-ArgACG-171679	44	44	85
nuclear-Ath-ArgACG-171679	45	45	18
