Gene	Position	SprinzlPosition	EndPosCount
mitochondrial-Ath-GluTTC-171831	43	43	1
mitochondrial-Ath-GluTTC-171831	45	45	22
mitochondrial-Ath-GluTTC-171831	47	48	521
mitochondrial-Ath-GluTTC-171831	48	49	1
mitochondrial-Ath-GluTTC-171831	49	50	19
mitochondrial-Ath-GluTTC-171831	50	51	2
mitochondrial-Ath-GluTTC-171831	51	52	36
mitochondrial-Ath-GluTTC-171831	52	53	189
mitochondrial-Ath-GluTTC-171831	53	54	120
mitochondrial-Ath-GluTTC-171831	54	55	13
mitochondrial-Ath-GluTTC-171831	55	56	6
mitochondrial-Ath-GluTTC-171831	56	57	8
mitochondrial-Ath-GluTTC-171831	58	59	10
mitochondrial-Ath-GluTTC-171831	62	63	8
mitochondrial-Ath-GluTTC-171831	63	64	5
mitochondrial-Ath-GluTTC-171831	65	66	2
mitochondrial-Ath-GluTTC-171831	68	69	2
mitochondrial-Ath-GluTTC-171831	69	70	109
mitochondrial-Ath-GluTTC-171831	70	71	632
mitochondrial-Ath-GluTTC-171831	71	72	1384
mitochondrial-Ath-GluTTC-171831	72	73	1288
mitochondrial-Ath-GluTTC-171831	73	74	31197
mitochondrial-Ath-GluTTC-171831	74	75	9136
mitochondrial-Ath-GluTTC-171831	75	76	572
mitochondrial-Ath-GlyGCC-171832	32	33	10
mitochondrial-Ath-GlyGCC-171832	33	34	49
mitochondrial-Ath-GlyGCC-171832	34	35	121
mitochondrial-Ath-GlyGCC-171832	35	36	82
mitochondrial-Ath-GlyGCC-171832	36	37	4
mitochondrial-Ath-GlyGCC-171832	37	38	15
mitochondrial-Ath-GlyGCC-171832	38	39	1
mitochondrial-Ath-GlyGCC-171832	39	40	5
mitochondrial-Ath-GlyGCC-171832	40	41	2
mitochondrial-Ath-GlyGCC-171832	44	45	5
mitochondrial-Ath-GlyGCC-171832	45	46	12
mitochondrial-Ath-GlyGCC-171832	49	50	12
mitochondrial-Ath-GlyGCC-171832	50	51	6
mitochondrial-Ath-GlyGCC-171832	55	56	4
mitochondrial-Ath-GlyGCC-171832	58	59	11
mitochondrial-Ath-GlyGCC-171832	59	60	2
mitochondrial-Ath-GlyGCC-171832	64	65	3
mitochondrial-Ath-GlyGCC-171832	65	66	3
mitochondrial-Ath-GlyGCC-171832	68	69	1
mitochondrial-Ath-GlyGCC-171832	69	70	3
mitochondrial-Ath-GlyGCC-171832	70	71	60
mitochondrial-Ath-GlyGCC-171832	71	72	3063
mitochondrial-Ath-GlyGCC-171832	72	73	2703
mitochondrial-Ath-GlyGCC-171832	73	74	2289
mitochondrial-Ath-GlyGCC-171832	74	75	3776
mitochondrial-Ath-GlyGCC-171832	75	76	486
mitochondrial-Ath-HisGTG-171833	36	34	22
mitochondrial-Ath-HisGTG-171833	37	35	15
mitochondrial-Ath-HisGTG-171833	38	36	17
mitochondrial-Ath-HisGTG-171833	40	38	1
mitochondrial-Ath-HisGTG-171833	41	39	1
mitochondrial-Ath-HisGTG-171833	42	40	2
mitochondrial-Ath-HisGTG-171833	45	43	12
mitochondrial-Ath-HisGTG-171833	46	44	2
mitochondrial-Ath-HisGTG-171833	48	46	3
mitochondrial-Ath-HisGTG-171833	50	48	1
mitochondrial-Ath-HisGTG-171833	55	53	1
mitochondrial-Ath-HisGTG-171833	56	54	3
mitochondrial-Ath-HisGTG-171833	58	56	6
mitochondrial-Ath-HisGTG-171833	59	57	12
mitochondrial-Ath-HisGTG-171833	60	58	7
mitochondrial-Ath-HisGTG-171833	62	60	8
mitochondrial-Ath-HisGTG-171833	63	61	11
mitochondrial-Ath-HisGTG-171833	65	63	1
mitochondrial-Ath-HisGTG-171833	68	66	3
mitochondrial-Ath-HisGTG-171833	69	67	13
mitochondrial-Ath-HisGTG-171833	72	70	24
mitochondrial-Ath-HisGTG-171833	73	71	45
mitochondrial-Ath-HisGTG-171833	74	72	327
mitochondrial-Ath-HisGTG-171833	75	73	7397
mitochondrial-Ath-HisGTG-171833	76	74	10443
mitochondrial-Ath-HisGTG-171833	77	75	8718
mitochondrial-Ath-HisGTG-171833	78	76	3066
mitochondrial-Ath-IleCAT-171837	67	66	2
mitochondrial-Ath-IleCAT-171837	72	71	42
mitochondrial-Ath-IleCAT-171837	73	72	26
mitochondrial-Ath-IleCAT-171837	74	73	121
mitochondrial-Ath-IleCAT-171837	75	74	2085
mitochondrial-Ath-IleCAT-171837	76	75	412
mitochondrial-Ath-IleCAT-171837	77	76	344
mitochondrial-Ath-LysTTT-171834	32	32	19
mitochondrial-Ath-LysTTT-171834	35	35	7
mitochondrial-Ath-LysTTT-171834	36	36	4
mitochondrial-Ath-LysTTT-171834	37	37	3
mitochondrial-Ath-LysTTT-171834	38	38	10
mitochondrial-Ath-LysTTT-171834	39	39	35
mitochondrial-Ath-LysTTT-171834	43	43	1
mitochondrial-Ath-LysTTT-171834	47	47	1
mitochondrial-Ath-LysTTT-171834	48	48	3
mitochondrial-Ath-LysTTT-171834	53	53	10
mitochondrial-Ath-LysTTT-171834	58	58	14
mitochondrial-Ath-LysTTT-171834	64	64	9
mitochondrial-Ath-LysTTT-171834	65	65	13
mitochondrial-Ath-LysTTT-171834	66	66	8
mitochondrial-Ath-LysTTT-171834	67	67	4
mitochondrial-Ath-LysTTT-171834	68	68	1
mitochondrial-Ath-LysTTT-171834	70	70	13
mitochondrial-Ath-LysTTT-171834	71	71	103
mitochondrial-Ath-LysTTT-171834	72	72	613
mitochondrial-Ath-LysTTT-171834	73	73	618
mitochondrial-Ath-LysTTT-171834	74	74	9392
mitochondrial-Ath-LysTTT-171834	75	75	1377
mitochondrial-Ath-LysTTT-171834	76	76	153
mitochondrial-Ath-ProTGG-171838	32	30	3
mitochondrial-Ath-ProTGG-171838	33	31	1
mitochondrial-Ath-ProTGG-171838	34	32	3
mitochondrial-Ath-ProTGG-171838	35	33	3
mitochondrial-Ath-ProTGG-171838	36	34	5
mitochondrial-Ath-ProTGG-171838	38	36	25
mitochondrial-Ath-ProTGG-171838	39	37	19
mitochondrial-Ath-ProTGG-171838	40	38	25
mitochondrial-Ath-ProTGG-171838	41	39	2
mitochondrial-Ath-ProTGG-171838	49	47	29
mitochondrial-Ath-ProTGG-171838	50	48	213
mitochondrial-Ath-ProTGG-171838	51	49	63
mitochondrial-Ath-ProTGG-171838	52	50	6
mitochondrial-Ath-ProTGG-171838	53	51	5
mitochondrial-Ath-ProTGG-171838	55	53	10
mitochondrial-Ath-ProTGG-171838	56	54	14
mitochondrial-Ath-ProTGG-171838	57	55	16
mitochondrial-Ath-ProTGG-171838	58	56	1
mitochondrial-Ath-ProTGG-171838	59	57	15
mitochondrial-Ath-ProTGG-171838	60	58	18
mitochondrial-Ath-ProTGG-171838	61	59	4
mitochondrial-Ath-ProTGG-171838	64	62	12
mitochondrial-Ath-ProTGG-171838	65	63	2
mitochondrial-Ath-ProTGG-171838	66	64	15
mitochondrial-Ath-ProTGG-171838	67	65	10
mitochondrial-Ath-ProTGG-171838	68	66	12
mitochondrial-Ath-ProTGG-171838	69	67	1
mitochondrial-Ath-ProTGG-171838	70	68	18
mitochondrial-Ath-ProTGG-171838	71	69	33
mitochondrial-Ath-ProTGG-171838	72	70	12
mitochondrial-Ath-ProTGG-171838	73	71	139
mitochondrial-Ath-ProTGG-171838	74	72	459
mitochondrial-Ath-ProTGG-171838	75	73	916
mitochondrial-Ath-ProTGG-171838	76	74	9640
mitochondrial-Ath-ProTGG-171838	77	75	1943
mitochondrial-Ath-ProTGG-171838	78	76	77
mitochondrial-Ath-SerGCT-171840	32	31	2
mitochondrial-Ath-SerGCT-171840	33	32	7
mitochondrial-Ath-SerGCT-171840	34	33	10
mitochondrial-Ath-SerGCT-171840	35	34	19
mitochondrial-Ath-SerGCT-171840	36	35	61
mitochondrial-Ath-SerGCT-171840	37	36	23
mitochondrial-Ath-SerGCT-171840	39	38	2
mitochondrial-Ath-SerGCT-171840	41	40	5
mitochondrial-Ath-SerGCT-171840	42	41	18
mitochondrial-Ath-SerGCT-171840	44	43	5
mitochondrial-Ath-SerGCT-171840	45	44	22
mitochondrial-Ath-SerGCT-171840	46	45	1
mitochondrial-Ath-SerGCT-171840	47	45x	322
mitochondrial-Ath-SerGCT-171840	49	45x	21
mitochondrial-Ath-SerGCT-171840	51	45x	11
mitochondrial-Ath-SerGCT-171840	52	45x	18
mitochondrial-Ath-SerGCT-171840	53	45x	5
mitochondrial-Ath-SerGCT-171840	54	45x	4
mitochondrial-Ath-SerGCT-171840	55	45x	10
mitochondrial-Ath-SerGCT-171840	56	45x	15
mitochondrial-Ath-SerGCT-171840	59	45x	4
mitochondrial-Ath-SerGCT-171840	61	46	1
mitochondrial-Ath-SerGCT-171840	62	47	5
mitochondrial-Ath-SerGCT-171840	64	49	2
mitochondrial-Ath-SerGCT-171840	66	51	2
mitochondrial-Ath-SerGCT-171840	67	52	9
mitochondrial-Ath-SerGCT-171840	68	53	53
mitochondrial-Ath-SerGCT-171840	69	54	62
mitochondrial-Ath-SerGCT-171840	70	55	13
mitochondrial-Ath-SerGCT-171840	71	56	16
mitochondrial-Ath-SerGCT-171840	72	57	6
mitochondrial-Ath-SerGCT-171840	73	58	12
mitochondrial-Ath-SerGCT-171840	74	59	5
mitochondrial-Ath-SerGCT-171840	75	60	13
mitochondrial-Ath-SerGCT-171840	76	61	8
mitochondrial-Ath-SerGCT-171840	77	62	3
mitochondrial-Ath-SerGCT-171840	78	63	6
mitochondrial-Ath-SerGCT-171840	79	64	5
mitochondrial-Ath-SerGCT-171840	80	65	3
mitochondrial-Ath-SerGCT-171840	81	66	3
mitochondrial-Ath-SerGCT-171840	83	68	4
mitochondrial-Ath-SerGCT-171840	84	69	3
mitochondrial-Ath-SerGCT-171840	85	70	4
mitochondrial-Ath-SerGCT-171840	86	71	57
mitochondrial-Ath-SerGCT-171840	87	72	358
mitochondrial-Ath-SerGCT-171840	88	73	450
mitochondrial-Ath-SerGCT-171840	89	74	2216
mitochondrial-Ath-SerGCT-171840	90	75	1994
mitochondrial-Ath-SerGCT-171840	91	76	910
mitochondrial-Ath-SerGGA-171839	39	38	13
mitochondrial-Ath-SerGGA-171839	52	45x	1
mitochondrial-Ath-SerGGA-171839	55	45x	10
mitochondrial-Ath-SerGGA-171839	56	45x	6
mitochondrial-Ath-SerGGA-171839	57	45x	8
mitochondrial-Ath-SerGGA-171839	60	46	9
mitochondrial-Ath-SerGGA-171839	62	48	2
mitochondrial-Ath-SerGGA-171839	81	67	3
mitochondrial-Ath-SerGGA-171839	82	68	1
mitochondrial-Ath-SerGGA-171839	85	71	44
mitochondrial-Ath-SerGGA-171839	86	72	253
mitochondrial-Ath-SerGGA-171839	87	73	227
mitochondrial-Ath-SerGGA-171839	88	74	1376
mitochondrial-Ath-SerGGA-171839	89	75	585
mitochondrial-Ath-SerGGA-171839	90	76	236
mitochondrial-Ath-SerTGA-171841	36	35	2
mitochondrial-Ath-SerTGA-171841	38	37	4
mitochondrial-Ath-SerTGA-171841	39	38	4
mitochondrial-Ath-SerTGA-171841	40	39	1
mitochondrial-Ath-SerTGA-171841	41	40	1
mitochondrial-Ath-SerTGA-171841	47	45x	7
mitochondrial-Ath-SerTGA-171841	53	45x	2
mitochondrial-Ath-SerTGA-171841	70	56	1
mitochondrial-Ath-SerTGA-171841	77	63	4
mitochondrial-Ath-SerTGA-171841	78	64	4
mitochondrial-Ath-SerTGA-171841	79	65	6
mitochondrial-Ath-SerTGA-171841	82	68	1
mitochondrial-Ath-SerTGA-171841	83	69	1
mitochondrial-Ath-SerTGA-171841	84	70	3
mitochondrial-Ath-SerTGA-171841	85	71	21
mitochondrial-Ath-SerTGA-171841	86	72	231
mitochondrial-Ath-SerTGA-171841	87	73	421
mitochondrial-Ath-SerTGA-171841	88	74	2992
mitochondrial-Ath-SerTGA-171841	89	75	2411
mitochondrial-Ath-SerTGA-171841	90	76	1126
mitochondrial-Ath-TrpCCA-171842	36	35	1
mitochondrial-Ath-TrpCCA-171842	37	36	1
mitochondrial-Ath-TrpCCA-171842	39	38	3
mitochondrial-Ath-TrpCCA-171842	40	39	5
mitochondrial-Ath-TrpCCA-171842	42	41	2
mitochondrial-Ath-TrpCCA-171842	46	45	5
mitochondrial-Ath-TrpCCA-171842	51	50	1
mitochondrial-Ath-TrpCCA-171842	54	53	3
mitochondrial-Ath-TrpCCA-171842	56	55	2
mitochondrial-Ath-TrpCCA-171842	57	56	5
mitochondrial-Ath-TrpCCA-171842	58	57	2
mitochondrial-Ath-TrpCCA-171842	59	58	1
mitochondrial-Ath-TrpCCA-171842	60	59	5
mitochondrial-Ath-TrpCCA-171842	61	60	7
mitochondrial-Ath-TrpCCA-171842	62	61	5
mitochondrial-Ath-TrpCCA-171842	64	63	5
mitochondrial-Ath-TrpCCA-171842	65	64	8
mitochondrial-Ath-TrpCCA-171842	66	65	36
mitochondrial-Ath-TrpCCA-171842	67	66	19
mitochondrial-Ath-TrpCCA-171842	68	67	30
mitochondrial-Ath-TrpCCA-171842	69	68	19
mitochondrial-Ath-TrpCCA-171842	70	69	44
mitochondrial-Ath-TrpCCA-171842	71	70	98
mitochondrial-Ath-TrpCCA-171842	72	71	1236
mitochondrial-Ath-TrpCCA-171842	73	72	9218
mitochondrial-Ath-TrpCCA-171842	74	73	38684
mitochondrial-Ath-TrpCCA-171842	75	74	90713
mitochondrial-Ath-TrpCCA-171842	76	75	54571
mitochondrial-Ath-TrpCCA-171842	77	76	12248
mitochondrial-Ath-TyrGTA-171843	49	47	2
mitochondrial-Ath-TyrGTA-171843	72	70	8
mitochondrial-Ath-TyrGTA-171843	73	71	16
mitochondrial-Ath-TyrGTA-171843	74	72	13
mitochondrial-Ath-TyrGTA-171843	75	73	85
mitochondrial-Ath-TyrGTA-171843	76	74	119
mitochondrial-Ath-TyrGTA-171843	77	75	74
mitochondrial-Ath-TyrGTA-171844	32	31	4
mitochondrial-Ath-TyrGTA-171844	33	32	24
mitochondrial-Ath-TyrGTA-171844	34	33	7
mitochondrial-Ath-TyrGTA-171844	35	34	7
mitochondrial-Ath-TyrGTA-171844	36	35	32
mitochondrial-Ath-TyrGTA-171844	37	36	8
mitochondrial-Ath-TyrGTA-171844	38	37	8
mitochondrial-Ath-TyrGTA-171844	39	38	46
mitochondrial-Ath-TyrGTA-171844	41	40	2
mitochondrial-Ath-TyrGTA-171844	43	42	2
mitochondrial-Ath-TyrGTA-171844	46	45	5
mitochondrial-Ath-TyrGTA-171844	47	45x	1
mitochondrial-Ath-TyrGTA-171844	49	45x	38
mitochondrial-Ath-TyrGTA-171844	50	45x	22
mitochondrial-Ath-TyrGTA-171844	51	45x	3
mitochondrial-Ath-TyrGTA-171844	55	45x	12
mitochondrial-Ath-TyrGTA-171844	58	48	2
mitochondrial-Ath-TyrGTA-171844	61	51	2
mitochondrial-Ath-TyrGTA-171844	64	54	9
mitochondrial-Ath-TyrGTA-171844	68	58	3
mitochondrial-Ath-TyrGTA-171844	69	59	1
mitochondrial-Ath-TyrGTA-171844	70	60	6
mitochondrial-Ath-TyrGTA-171844	72	62	10
mitochondrial-Ath-TyrGTA-171844	73	63	6
mitochondrial-Ath-TyrGTA-171844	74	64	9
mitochondrial-Ath-TyrGTA-171844	75	65	8
mitochondrial-Ath-TyrGTA-171844	76	66	7
mitochondrial-Ath-TyrGTA-171844	77	67	6
mitochondrial-Ath-TyrGTA-171844	78	68	1
mitochondrial-Ath-TyrGTA-171844	79	69	1
mitochondrial-Ath-TyrGTA-171844	80	70	2
mitochondrial-Ath-TyrGTA-171844	81	71	10
mitochondrial-Ath-TyrGTA-171844	82	72	856
mitochondrial-Ath-TyrGTA-171844	83	73	1176
mitochondrial-Ath-TyrGTA-171844	84	74	15736
mitochondrial-Ath-TyrGTA-171844	85	75	2782
mitochondrial-Ath-TyrGTA-171844	86	76	927
mitochondrial-Ath-eMetCAT-171836	38	38	5
mitochondrial-Ath-eMetCAT-171836	55	55	6
mitochondrial-Ath-eMetCAT-171836	57	57	2
mitochondrial-Ath-eMetCAT-171836	59	59	3
mitochondrial-Ath-eMetCAT-171836	61	61	1
mitochondrial-Ath-eMetCAT-171836	65	65	12
mitochondrial-Ath-eMetCAT-171836	68	68	5
mitochondrial-Ath-eMetCAT-171836	70	70	1
mitochondrial-Ath-eMetCAT-171836	71	71	193
mitochondrial-Ath-eMetCAT-171836	72	72	323
mitochondrial-Ath-eMetCAT-171836	73	73	196
mitochondrial-Ath-eMetCAT-171836	74	74	1035
mitochondrial-Ath-eMetCAT-171836	75	75	1259
mitochondrial-Ath-eMetCAT-171836	76	76	201
mitochondrial-Ath-iMetCAT-171835	33	32	3
mitochondrial-Ath-iMetCAT-171835	35	34	14
mitochondrial-Ath-iMetCAT-171835	37	36	10
mitochondrial-Ath-iMetCAT-171835	39	38	1
mitochondrial-Ath-iMetCAT-171835	40	39	8
mitochondrial-Ath-iMetCAT-171835	49	48	60
mitochondrial-Ath-iMetCAT-171835	54	53	11
mitochondrial-Ath-iMetCAT-171835	55	54	14
mitochondrial-Ath-iMetCAT-171835	56	55	56
mitochondrial-Ath-iMetCAT-171835	57	56	2
mitochondrial-Ath-iMetCAT-171835	58	57	3
mitochondrial-Ath-iMetCAT-171835	59	58	1
mitochondrial-Ath-iMetCAT-171835	62	61	9
mitochondrial-Ath-iMetCAT-171835	67	66	7
mitochondrial-Ath-iMetCAT-171835	68	67	1
mitochondrial-Ath-iMetCAT-171835	69	68	4
mitochondrial-Ath-iMetCAT-171835	70	69	12
mitochondrial-Ath-iMetCAT-171835	71	70	10
mitochondrial-Ath-iMetCAT-171835	72	71	500
mitochondrial-Ath-iMetCAT-171835	73	72	108
mitochondrial-Ath-iMetCAT-171835	74	73	195
mitochondrial-Ath-iMetCAT-171835	75	74	1161
mitochondrial-Ath-iMetCAT-171835	76	75	894
mitochondrial-Ath-iMetCAT-171835	77	76	133
mitochondrial-Ath-stemloop-166441	55		3
mitochondrial-Ath-stemloop-309033	37		20
mitochondrial-Ath-stemloop-309033	39		2
mitochondrial-Ath-stemloop-309033	45		9
mitochondrial-Ath-stemloop-309033	46		5
mitochondrial-Ath-stemloop-309033	62		77
mitochondrial-Ath-stemloop-309033	70		5
mitochondrial-Ath-stemloop-309033	72		9
mitochondrial-Ath-stemloop-309033	73		90
mitochondrial-Ath-stemloop-309033	74		47
mitochondrial-Ath-stemloop-49221	50		1
mitochondrial-Ath-stemloop-49221	55		1
mitochondrial-Ath-stemloop-49221	64		1
mitochondrial-Ath-stemloop-c116660	49		16
mitochondrial-Ath-stemloop-c116660	63		6
mitochondrial-Ath-stemloop-c116660	70		5
mitochondrial-Ath-stemloop-c116660	72		54
mitochondrial-Ath-stemloop-c116660	73		79
mitochondrial-Ath-stemloop-c116660	74		157
mitochondrial-Ath-stemloop-c116660	75		105
mitochondrial-Ath-stemloop-c116660	76		61
mitochondrial-Ath-stemloop-c116660	77		11
nuclear-Ath-AlaAGC-171748	33	33	101
nuclear-Ath-AlaAGC-171748	34	34	65
nuclear-Ath-AlaAGC-171748	35	35	21
nuclear-Ath-AlaAGC-171748	36	36	12
nuclear-Ath-AlaAGC-171748	38	38	3
nuclear-Ath-AlaAGC-171748	41	41	2
nuclear-Ath-AlaAGC-171748	43	43	7
nuclear-Ath-AlaAGC-171748	44	44	2
nuclear-Ath-AlaAGC-171748	45	45	20
nuclear-Ath-AlaAGC-171748	46	46	22
nuclear-Ath-AlaAGC-171748	47	47	717
nuclear-Ath-AlaAGC-171748	48	48	1
nuclear-Ath-AlaAGC-171748	49	49	8
nuclear-Ath-AlaAGC-171748	50	50	72
nuclear-Ath-AlaAGC-171748	51	51	21
nuclear-Ath-AlaAGC-171748	52	52	132
nuclear-Ath-AlaAGC-171748	53	53	329
nuclear-Ath-AlaAGC-171748	54	54	218
nuclear-Ath-AlaAGC-171748	55	55	24
nuclear-Ath-AlaAGC-171748	56	56	67
nuclear-Ath-AlaAGC-171748	57	57	21
nuclear-Ath-AlaAGC-171748	59	59	7
nuclear-Ath-AlaAGC-171748	60	60	5
nuclear-Ath-AlaAGC-171748	61	61	11
nuclear-Ath-AlaAGC-171748	62	62	6
nuclear-Ath-AlaAGC-171748	65	65	17
nuclear-Ath-AlaAGC-171748	66	66	12
nuclear-Ath-AlaAGC-171748	69	69	1
nuclear-Ath-AlaAGC-171748	70	70	4
nuclear-Ath-AlaAGC-171748	71	71	140
nuclear-Ath-AlaAGC-171748	72	72	33001
nuclear-Ath-AlaAGC-171748	73	73	16164
