Ref_tRNA	CCA_count	CC_count	Other_count
plastid-Ath-GluTTC-171852	293399	162550	579672
plastid-Ath-GlyGCC-171853	70118	23675	106827
plastid-Ath-GlyTCC-171854	43222	21559	51945
plastid-Ath-HisGTG-171855	234115	147797	306464
plastid-Ath-IleCAT-171856	27066	27221	375987
plastid-Ath-IleGAT-171857	138574	182847	833999
plastid-Ath-LeuCAA-171859	54421	48638	163169
plastid-Ath-LeuTAA-171860	60730	49866	309784
plastid-Ath-LeuTAG-171858	85937	48547	88576
plastid-Ath-LysTTT-171861	17554	19211	91677
plastid-Ath-PheGAA-171864	48601	31026	159456
plastid-Ath-ProTGG-171865	26973	16642	23357
plastid-Ath-SerGCT-171868	41096	12500	43266
plastid-Ath-SerGGA-171866	36089	18974	77542
plastid-Ath-SerTGA-171867	82517	30737	74957
plastid-Ath-ThrGGT-171869	90833	53832	46779
plastid-Ath-ThrTGT-171870	42387	25216	26846
plastid-Ath-TrpCCA-171871	39132	36682	85513
plastid-Ath-TyrGTA-171872	168422	117653	473079
plastid-Ath-ValGAC-171873	6390	3218	5792
plastid-Ath-ValTAC-171874	18016	11597	19216
plastid-Ath-eMetCAT-171862	30027	18717	32053
plastid-Ath-iMetCAT-171863	8420	4400	29193
Total	6018884	5987413	25769416
