Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-SerTGA-171783	1530	1954	5977
nuclear-Ath-SerTGA-171784	571	704	2543
nuclear-Ath-SerTGA-171792	3652	5055	19413
nuclear-Ath-SerTGA-171793	850	974	3564
nuclear-Ath-ThrAGT-171722	2095	1901	8940
nuclear-Ath-ThrAGT-171723	4277	3198	12408
nuclear-Ath-ThrAGT-171731	3727	2935	14537
nuclear-Ath-ThrCGT-171709	8534	7395	9350
nuclear-Ath-ThrCGT-171710	10279	9288	11216
nuclear-Ath-ThrCGT-171711	862	780	975
nuclear-Ath-ThrTGT-171700	28930	22787	72885
nuclear-Ath-ThrTGT-171705	3331	3032	11772
nuclear-Ath-ThrTGT-183732	1107	985	3172
nuclear-Ath-TrpCCA-171732	68721	107763	889652
nuclear-Ath-TrpCCA-171734	64694	98683	798349
nuclear-Ath-TrpCCA-183740	447	507	3257
nuclear-Ath-TyrGTA-171663	125718	48250	207966
nuclear-Ath-TyrGTA-171666	30	25	151
nuclear-Ath-TyrGTA-171668	0	0	74
nuclear-Ath-TyrGTA-183718	0	0	6
nuclear-Ath-TyrGTA-183719	19279	6668	24889
nuclear-Ath-TyrGTA-183720	2	1	434
nuclear-Ath-TyrGTA-183721	0	0	1
nuclear-Ath-TyrGTA-183722	0	0	1
nuclear-Ath-TyrGTA-183723	0	0	76
nuclear-Ath-TyrGTA-183724	0	0	73
nuclear-Ath-TyrGTA-183725	0	1	60
nuclear-Ath-TyrGTA-183726	0	0	1
nuclear-Ath-TyrGTA-183727	2	6	4
nuclear-Ath-ValAAC-171778	248	286	55285
nuclear-Ath-ValAAC-171779	7225	9669	131876
nuclear-Ath-ValCAC-171807	3197	3985	22581
nuclear-Ath-ValCAC-183758	2651	3197	15349
nuclear-Ath-ValTAC-171767	12475	12519	116938
nuclear-Ath-ValTAC-183729	358	335	2415
nuclear-Ath-ValTAC-183746	648	538	7369
nuclear-Ath-eMetCAT-171754	23172	25485	188549
nuclear-Ath-iMetCAT-171655	335	269	1382
nuclear-Ath-iMetCAT-171658	42	27	280
nuclear-Ath-iMetCAT-171659	684	600	3642
nuclear-Ath-iMetCAT-183717	0	3	32
plastid-Ath-AlaTGC-171845	26332	23132	124053
plastid-Ath-ArgACG-171847	52997	48923	176753
plastid-Ath-ArgTCT-171846	12343	8925	25350
plastid-Ath-AsnGTT-171848	78742	24164	78088
plastid-Ath-AspGTC-171849	16513	9458	37562
plastid-Ath-CysGCA-171850	18795	6347	17939
plastid-Ath-GlnTTG-171851	53985	24139	81405
plastid-Ath-GluTTC-171852	52488	23536	86207
plastid-Ath-GlyGCC-171853	4099	1179	10175
plastid-Ath-GlyTCC-171854	12613	4561	12658
plastid-Ath-HisGTG-171855	58672	30493	74419
plastid-Ath-IleCAT-171856	11655	11444	163727
plastid-Ath-IleGAT-171857	12147	13312	51761
plastid-Ath-LeuCAA-171859	12736	8492	28067
plastid-Ath-LeuTAA-171860	3248	2332	17879
plastid-Ath-LeuTAG-171858	25170	10324	24560
plastid-Ath-LysTTT-171861	6185	5381	23083
plastid-Ath-PheGAA-171864	30781	16348	67051
plastid-Ath-ProTGG-171865	3442	2565	3291
plastid-Ath-SerGCT-171868	6642	2133	8018
plastid-Ath-SerGGA-171866	6610	2703	11971
plastid-Ath-SerTGA-171867	8306	3232	7438
plastid-Ath-ThrGGT-171869	16313	7680	12533
plastid-Ath-ThrTGT-171870	12954	5350	7686
plastid-Ath-TrpCCA-171871	16270	11324	30611
plastid-Ath-TyrGTA-171872	71492	41979	134327
plastid-Ath-ValGAC-171873	3340	1872	3391
plastid-Ath-ValTAC-171874	8511	5917	8128
plastid-Ath-eMetCAT-171862	5203	4000	5700
plastid-Ath-iMetCAT-171863	2304	921	6558
Total	2414161	1787113	8752670
