Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-GluTTC-171822	229	1102	4295
nuclear-Ath-GluTTC-171826	86	499	2013
nuclear-Ath-GluTTC-183764	73	385	1909
nuclear-Ath-GlyCCC-171713	1166	32684	102194
nuclear-Ath-GlyGCC-171688	74	1664	5624
nuclear-Ath-GlyGCC-171690	167	3023	14765
nuclear-Ath-GlyGCC-171691	2689	53321	247265
nuclear-Ath-GlyGCC-171692	47	1661	3908
nuclear-Ath-GlyGCC-183730	0	60	253
nuclear-Ath-GlyTCC-171720	299	7955	39343
nuclear-Ath-HisGTG-171768	2420	13815	27658
nuclear-Ath-HisGTG-171770	961	5153	6692
nuclear-Ath-HisGTG-183747	1066	5734	8874
nuclear-Ath-HisGTG-183748	300	1715	3298
nuclear-Ath-IleAAT-171735	28231	43193	281105
nuclear-Ath-IleAAT-171736	35485	60601	390565
nuclear-Ath-IleTAT-171721	844	792	3531
nuclear-Ath-IleTAT-171764	1227	1452	5845
nuclear-Ath-LeuAAG-171816	1660	34295	127742
nuclear-Ath-LeuAAG-171817	1698	34514	128798
nuclear-Ath-LeuCAA-171786	256	4879	13220
nuclear-Ath-LeuCAA-171787	163	2989	8914
nuclear-Ath-LeuCAA-171789	429	7267	21301
nuclear-Ath-LeuCAA-171790	384	7020	19817
nuclear-Ath-LeuCAA-183751	23	488	1328
nuclear-Ath-LeuCAG-171781	773	15697	44755
nuclear-Ath-LeuTAA-171698	170	4127	13315
nuclear-Ath-LeuTAA-171699	224	4457	14163
nuclear-Ath-LeuTAA-171791	169	3416	8546
nuclear-Ath-LeuTAG-171673	814	18493	133293
nuclear-Ath-LeuTAG-171675	818	16783	102520
nuclear-Ath-LeuTAG-171685	790	16006	100686
nuclear-Ath-LysCTT-171703	421	3695	14369
nuclear-Ath-LysCTT-171704	5499	40210	116288
nuclear-Ath-LysCTT-183733	105	782	2155
nuclear-Ath-LysTTT-171707	4304	13135	28421
nuclear-Ath-LysTTT-171712	577	2332	4664
nuclear-Ath-LysTTT-183734	4302	16765	30426
nuclear-Ath-LysTTT-183735	2	5	39
nuclear-Ath-PheGAA-171718	14846	72850	239295
nuclear-Ath-ProAGG-171737	39	3097	8905
nuclear-Ath-ProAGG-171738	7	635	1904
nuclear-Ath-ProAGG-171743	25	1968	4930
nuclear-Ath-ProCGG-171739	0	18	142
nuclear-Ath-ProCGG-171760	18	2137	8872
nuclear-Ath-ProCGG-171761	34	2997	13393
nuclear-Ath-ProTGG-171741	19	1875	7998
nuclear-Ath-ProTGG-171744	65	4499	19388
nuclear-Ath-ProTGG-183741	0	8	314
nuclear-Ath-SerAGA-171812	653	1695	34448
nuclear-Ath-SerAGA-171813	2770	5443	89997
nuclear-Ath-SerAGA-171814	35	86	632
nuclear-Ath-SerAGA-171815	55	100	877
nuclear-Ath-SerAGA-183750	1138	2090	7639
nuclear-Ath-SerAGA-183759	1281	2837	40745
nuclear-Ath-SerAGA-183760	0	0	1
nuclear-Ath-SerAGA-183761	0	0	6
nuclear-Ath-SerAGA-183762	404	710	6280
nuclear-Ath-SerCGA-171782	408	1533	7437
nuclear-Ath-SerCGA-171785	1147	4024	15329
nuclear-Ath-SerCGA-171794	972	2948	11479
nuclear-Ath-SerGCT-171796	457	1613	5105
nuclear-Ath-SerGCT-171797	2244	7841	27835
nuclear-Ath-SerGCT-171798	2097	7436	20107
nuclear-Ath-SerGCT-171800	285	866	2507
nuclear-Ath-SerGCT-183728	260	607	1589
nuclear-Ath-SerGCT-183752	346	1009	3506
nuclear-Ath-SerGCT-183753	1	11	21
nuclear-Ath-SerTGA-171783	419	1721	5153
nuclear-Ath-SerTGA-171784	125	597	1777
nuclear-Ath-SerTGA-171792	891	5063	18955
nuclear-Ath-SerTGA-171793	201	892	3099
nuclear-Ath-ThrAGT-171722	1273	1753	8795
nuclear-Ath-ThrAGT-171723	2283	2938	12653
nuclear-Ath-ThrAGT-171731	1924	2762	14712
nuclear-Ath-ThrCGT-171709	3800	7210	6698
nuclear-Ath-ThrCGT-171710	6289	13399	11850
nuclear-Ath-ThrCGT-171711	348	667	754
nuclear-Ath-ThrTGT-171700	18465	30551	95135
nuclear-Ath-ThrTGT-171705	2257	3552	15544
nuclear-Ath-ThrTGT-183732	644	1053	3676
nuclear-Ath-TrpCCA-171732	23110	183889	1182546
nuclear-Ath-TrpCCA-171734	21579	177014	1091244
nuclear-Ath-TrpCCA-183740	159	1256	4366
nuclear-Ath-TyrGTA-171663	13788	87808	353493
nuclear-Ath-TyrGTA-171666	6	26	214
nuclear-Ath-TyrGTA-171668	0	0	71
nuclear-Ath-TyrGTA-183718	0	0	9
nuclear-Ath-TyrGTA-183719	2647	14365	48244
nuclear-Ath-TyrGTA-183720	0	3	352
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	69
nuclear-Ath-TyrGTA-183724	0	1	120
nuclear-Ath-TyrGTA-183725	0	0	88
nuclear-Ath-TyrGTA-183726	0	0	1
nuclear-Ath-TyrGTA-183727	3	2	17
nuclear-Ath-ValAAC-171778	238	341	59345
nuclear-Ath-ValAAC-171779	6301	10937	137162
nuclear-Ath-ValCAC-171807	1925	3442	21761
nuclear-Ath-ValCAC-183758	1631	3386	15045
nuclear-Ath-ValTAC-171767	11242	14458	116947
nuclear-Ath-ValTAC-183729	305	503	2547
nuclear-Ath-ValTAC-183746	489	564	6033
nuclear-Ath-eMetCAT-171754	3595	25213	175280
nuclear-Ath-iMetCAT-171655	51	372	2005
nuclear-Ath-iMetCAT-171658	8	107	953
nuclear-Ath-iMetCAT-171659	119	2313	18491
nuclear-Ath-iMetCAT-183717	0	1	19
plastid-Ath-AlaTGC-171845	223	20793	107613
plastid-Ath-ArgACG-171847	2971	57192	194794
plastid-Ath-ArgTCT-171846	447	8522	23607
plastid-Ath-AsnGTT-171848	1004	49406	149464
plastid-Ath-AspGTC-171849	1474	5741	22393
plastid-Ath-CysGCA-171850	3214	4802	11312
plastid-Ath-GlnTTG-171851	5540	28410	82132
plastid-Ath-GluTTC-171852	3885	27824	73080
plastid-Ath-GlyGCC-171853	94	753	4090
plastid-Ath-GlyTCC-171854	216	5528	9435
plastid-Ath-HisGTG-171855	12773	30047	61305
plastid-Ath-IleCAT-171856	16026	21099	215093
plastid-Ath-IleGAT-171857	9308	10891	45684
plastid-Ath-LeuCAA-171859	664	9355	26618
plastid-Ath-LeuTAA-171860	193	1817	12185
plastid-Ath-LeuTAG-171858	1364	15572	35015
plastid-Ath-LysTTT-171861	599	4625	18731
plastid-Ath-PheGAA-171864	8843	18212	76675
plastid-Ath-ProTGG-171865	59	10477	9135
plastid-Ath-SerGCT-171868	1593	3422	9400
plastid-Ath-SerGGA-171866	1626	2840	11555
plastid-Ath-SerTGA-171867	1434	3401	4722
plastid-Ath-ThrGGT-171869	7911	10089	12300
plastid-Ath-ThrTGT-171870	6858	6890	8108
plastid-Ath-TrpCCA-171871	7113	22427	51201
plastid-Ath-TyrGTA-171872	15582	45746	125580
plastid-Ath-ValGAC-171873	2590	3301	5630
plastid-Ath-ValTAC-171874	7315	10783	12955
plastid-Ath-eMetCAT-171862	809	7322	8224
plastid-Ath-iMetCAT-171863	423	3186	37096
Total	418956	2171062	9777282
