Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-CysGCA-171762	366	48	168
nuclear-Ath-CysGCA-183716	0	0	9
nuclear-Ath-CysGCA-183742	1441	261	276
nuclear-Ath-CysGCA-183745	371	36	56
nuclear-Ath-GlnCTG-171763	10972	1380	1520
nuclear-Ath-GlnCTG-171765	1927	221	445
nuclear-Ath-GlnCTG-171773	3996	516	827
nuclear-Ath-GlnCTG-171774	5547	839	1022
nuclear-Ath-GlnCTG-171775	14459	1714	4812
nuclear-Ath-GlnTTG-171777	10977	2026	3159
nuclear-Ath-GlnTTG-183749	5225	661	1132
nuclear-Ath-GluCTC-171821	1422	164	357
nuclear-Ath-GluCTC-171824	2047	239	684
nuclear-Ath-GluCTC-171825	352	38	130
nuclear-Ath-GluCTC-183765	1	0	196
nuclear-Ath-GluTTC-171820	36774	4530	10288
nuclear-Ath-GluTTC-171822	4504	510	1542
nuclear-Ath-GluTTC-171826	1484	241	621
nuclear-Ath-GluTTC-183764	923	143	483
nuclear-Ath-GlyCCC-171713	79599	26003	34201
nuclear-Ath-GlyGCC-171688	4661	924	1495
nuclear-Ath-GlyGCC-171690	3775	862	2355
nuclear-Ath-GlyGCC-171691	188695	40013	74212
nuclear-Ath-GlyGCC-171692	969	353	556
nuclear-Ath-GlyGCC-183730	95	22	80
nuclear-Ath-GlyTCC-171720	52544	12829	15890
nuclear-Ath-HisGTG-171768	7897	2588	14468
nuclear-Ath-HisGTG-171770	1677	490	1536
nuclear-Ath-HisGTG-183747	1954	620	2038
nuclear-Ath-HisGTG-183748	364	113	330
nuclear-Ath-IleAAT-171735	94871	32565	113338
nuclear-Ath-IleAAT-171736	124370	50146	172819
nuclear-Ath-IleTAT-171721	898	237	433
nuclear-Ath-IleTAT-171764	1793	386	1098
nuclear-Ath-LeuAAG-171816	103519	30751	89988
nuclear-Ath-LeuAAG-171817	103859	31455	91419
nuclear-Ath-LeuCAA-171786	15576	5993	7841
nuclear-Ath-LeuCAA-171787	12338	3523	6031
nuclear-Ath-LeuCAA-171789	27827	7653	11466
nuclear-Ath-LeuCAA-171790	17662	4475	7247
nuclear-Ath-LeuCAA-183751	1522	550	1092
nuclear-Ath-LeuCAG-171781	38335	14095	23223
nuclear-Ath-LeuTAA-171698	18271	5661	9596
nuclear-Ath-LeuTAA-171699	19707	6346	10114
nuclear-Ath-LeuTAA-171791	13267	5168	4588
nuclear-Ath-LeuTAG-171673	52000	20288	45799
nuclear-Ath-LeuTAG-171675	51924	20795	34051
nuclear-Ath-LeuTAG-171685	44329	17668	30885
nuclear-Ath-LysCTT-171703	8895	1635	2917
nuclear-Ath-LysCTT-171704	116723	18277	22505
nuclear-Ath-LysCTT-183733	43	19	142
nuclear-Ath-LysTTT-171707	132316	16584	14954
nuclear-Ath-LysTTT-171712	20668	2740	2756
nuclear-Ath-LysTTT-183734	132076	13996	14113
nuclear-Ath-LysTTT-183735	21	3	48
nuclear-Ath-PheGAA-171718	236298	99547	134059
nuclear-Ath-ProAGG-171737	4878	680	1783
nuclear-Ath-ProAGG-171738	1124	163	436
nuclear-Ath-ProAGG-171743	1779	231	677
nuclear-Ath-ProCGG-171739	53	2	64
nuclear-Ath-ProCGG-171760	2814	380	1243
nuclear-Ath-ProCGG-171761	4669	644	2109
nuclear-Ath-ProTGG-171741	3208	459	1172
nuclear-Ath-ProTGG-171744	5757	840	2387
nuclear-Ath-ProTGG-183741	2	4	264
nuclear-Ath-SerAGA-171812	4829	1847	15214
nuclear-Ath-SerAGA-171813	22535	8741	62860
nuclear-Ath-SerAGA-171814	148	114	512
nuclear-Ath-SerAGA-171815	293	81	399
nuclear-Ath-SerAGA-183750	3011	926	1265
nuclear-Ath-SerAGA-183759	4554	2136	14796
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	565	183	946
nuclear-Ath-SerCGA-171782	5732	2641	4742
nuclear-Ath-SerCGA-171785	15595	7012	11112
nuclear-Ath-SerCGA-171794	10347	4589	6536
nuclear-Ath-SerGCT-171796	2716	725	828
nuclear-Ath-SerGCT-171797	5068	1276	1169
nuclear-Ath-SerGCT-171798	9083	2727	2923
nuclear-Ath-SerGCT-171800	917	202	305
nuclear-Ath-SerGCT-183728	967	213	318
nuclear-Ath-SerGCT-183752	1740	522	613
nuclear-Ath-SerGCT-183753	0	0	0
nuclear-Ath-SerTGA-171783	5342	3137	3449
nuclear-Ath-SerTGA-171784	1850	1005	1349
nuclear-Ath-SerTGA-171792	7151	4370	6667
nuclear-Ath-SerTGA-171793	1811	922	1381
nuclear-Ath-ThrAGT-171722	5344	2240	3560
nuclear-Ath-ThrAGT-171723	9474	2451	2958
nuclear-Ath-ThrAGT-171731	7879	2410	3161
nuclear-Ath-ThrCGT-171709	8418	1665	1648
nuclear-Ath-ThrCGT-171710	13833	3524	2618
nuclear-Ath-ThrCGT-171711	942	194	230
nuclear-Ath-ThrTGT-171700	74884	27714	41863
nuclear-Ath-ThrTGT-171705	11253	4171	8515
nuclear-Ath-ThrTGT-183732	896	317	611
nuclear-Ath-TrpCCA-171732	499040	206951	573763
nuclear-Ath-TrpCCA-171734	459065	186466	497936
nuclear-Ath-TrpCCA-183740	89	31	149
nuclear-Ath-TyrGTA-171663	134328	15518	30358
nuclear-Ath-TyrGTA-171666	15	5	18
nuclear-Ath-TyrGTA-171668	0	0	6
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	21385	2242	3845
nuclear-Ath-TyrGTA-183720	3	1	46
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	2
nuclear-Ath-TyrGTA-183724	0	0	7
nuclear-Ath-TyrGTA-183725	0	0	7
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	4	0	0
nuclear-Ath-ValAAC-171778	8	2	34186
nuclear-Ath-ValAAC-171779	45488	18721	102129
nuclear-Ath-ValCAC-171807	4453	2080	6702
nuclear-Ath-ValCAC-183758	3335	1677	4870
nuclear-Ath-ValTAC-171767	37018	12873	66081
nuclear-Ath-ValTAC-183729	991	503	1669
nuclear-Ath-ValTAC-183746	630	276	2247
nuclear-Ath-eMetCAT-171754	92957	30390	59838
nuclear-Ath-iMetCAT-171655	322	56	654
nuclear-Ath-iMetCAT-171658	146	35	387
nuclear-Ath-iMetCAT-171659	1491	507	2163
nuclear-Ath-iMetCAT-183717	0	0	15
plastid-Ath-AlaTGC-171845	37147	13855	39284
plastid-Ath-ArgACG-171847	94584	24836	29212
plastid-Ath-ArgTCT-171846	15172	3457	3900
plastid-Ath-AsnGTT-171848	178045	19983	38975
plastid-Ath-AspGTC-171849	8077	1608	3311
plastid-Ath-CysGCA-171850	24273	2185	3148
plastid-Ath-GlnTTG-171851	23001	4279	7702
plastid-Ath-GluTTC-171852	107024	14046	24334
plastid-Ath-GlyGCC-171853	4148	297	1012
plastid-Ath-GlyTCC-171854	10070	1005	1485
plastid-Ath-HisGTG-171855	43387	4634	8459
plastid-Ath-IleCAT-171856	32816	10673	68677
plastid-Ath-IleGAT-171857	10522	3149	9915
plastid-Ath-LeuCAA-171859	33766	8439	12206
plastid-Ath-LeuTAA-171860	2215	444	6849
plastid-Ath-LeuTAG-171858	42625	9338	12760
plastid-Ath-LysTTT-171861	3502	810	1663
plastid-Ath-PheGAA-171864	121374	25516	38637
plastid-Ath-ProTGG-171865	4013	676	1082
plastid-Ath-SerGCT-171868	1902	333	1309
plastid-Ath-SerGGA-171866	6334	1957	6238
plastid-Ath-SerTGA-171867	11193	1342	2269
plastid-Ath-ThrGGT-171869	9957	1352	2373
plastid-Ath-ThrTGT-171870	11870	1393	1740
plastid-Ath-TrpCCA-171871	29848	4331	6667
plastid-Ath-TyrGTA-171872	60379	10743	12615
plastid-Ath-ValGAC-171873	4748	655	1288
plastid-Ath-ValTAC-171874	22468	4043	5489
plastid-Ath-eMetCAT-171862	16353	2936	2931
plastid-Ath-iMetCAT-171863	8002	1288	5026
Total	5887862	1725499	4039989
