Isodecoder	Genome	Position	Library	EndType	Abundance
ValTAC	nuclear	5	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00141263940520446
ValTAC	nuclear	5	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00136273775935203
ValTAC	nuclear	5	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00137842481919976
ValTAC	nuclear	5	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00106102611493309
ValTAC	nuclear	5	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.000261392349917226
ValTAC	nuclear	6	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00142247510668563
ValTAC	nuclear	6	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00304832713754647
ValTAC	nuclear	6	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00222644478992726
ValTAC	nuclear	6	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.0025302592571612
ValTAC	nuclear	6	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00208782558099736
ValTAC	nuclear	6	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00117626557462752
ValTAC	nuclear	7	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00187167777195478
ValTAC	nuclear	7	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00156133828996283
ValTAC	nuclear	7	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.000882900520143567
ValTAC	nuclear	7	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00171831039105723
ValTAC	nuclear	7	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00044494643529452
ValTAC	nuclear	7	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00291888124074235
ValTAC	nuclear	8	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00112300666317287
ValTAC	nuclear	8	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00356877323420074
ValTAC	nuclear	8	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00249515364388399
ValTAC	nuclear	8	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00294567495609811
ValTAC	nuclear	8	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.000513399733032139
ValTAC	nuclear	8	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00331096976561819
ValTAC	nuclear	9	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.0185670434977914
ValTAC	nuclear	9	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.0190334572490706
ValTAC	nuclear	9	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.0154123721233758
ValTAC	nuclear	9	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.0190335920240186
ValTAC	nuclear	9	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.0168395112434542
ValTAC	nuclear	9	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.0163805872614795
ValTAC	nuclear	10	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.0714232237777944
ValTAC	nuclear	10	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.0781412639405204
ValTAC	nuclear	10	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.0751617051496132
ValTAC	nuclear	10	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.0908060952812553
ValTAC	nuclear	10	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.0745114145873978
ValTAC	nuclear	10	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.0949725538032587
ValTAC	nuclear	11	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00374335554390956
ValTAC	nuclear	11	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00342007434944238
ValTAC	nuclear	11	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00318611926834418
ValTAC	nuclear	11	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00385203648105138
ValTAC	nuclear	11	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00342266488688093
ValTAC	nuclear	11	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00662193953123639
ValTAC	nuclear	12	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00247061465898031
ValTAC	nuclear	12	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00327137546468401
ValTAC	nuclear	12	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00168902708201378
ValTAC	nuclear	12	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00260578938424064
ValTAC	nuclear	12	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00116370606153951
ValTAC	nuclear	12	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.002701054282478
ValTAC	nuclear	13	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00404282398742233
ValTAC	nuclear	13	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00817843866171004
ValTAC	nuclear	13	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00593078827661657
ValTAC	nuclear	13	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00902585018599294
ValTAC	nuclear	13	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00646883663620495
ValTAC	nuclear	13	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00967151694693735
ValTAC	nuclear	14	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00119787377405106
ValTAC	nuclear	14	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00237918215613383
ValTAC	nuclear	14	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00161225312374043
ValTAC	nuclear	14	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00181272304990653
ValTAC	nuclear	14	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00140329260362118
ValTAC	nuclear	14	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00178618105776771
ValTAC	nuclear	15	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00389308976566594
ValTAC	nuclear	15	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00282527881040892
ValTAC	nuclear	15	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00249515364388399
ValTAC	nuclear	15	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00345550331388433
ValTAC	nuclear	15	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00232741212307903
ValTAC	nuclear	15	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00287531584908948
ValTAC	nuclear	16	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.0134012128471962
ValTAC	nuclear	16	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.0139776951672862
ValTAC	nuclear	16	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00880981171186733
ValTAC	nuclear	16	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.0145017843992523
ValTAC	nuclear	16	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.0107813943936749
ValTAC	nuclear	16	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.0105863901716476
ValTAC	nuclear	18	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00831024930747922
ValTAC	nuclear	18	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.0123420074349442
ValTAC	nuclear	18	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00846432889963724
ValTAC	nuclear	18	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.0092335580354614
ValTAC	nuclear	18	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00811171578190779
ValTAC	nuclear	18	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00897447068049142
ValTAC	nuclear	19	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.0297971101295201
ValTAC	nuclear	19	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.0392565055762082
ValTAC	nuclear	19	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.0345674747125775
ValTAC	nuclear	19	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.0400498498838724
ValTAC	nuclear	19	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.0466166957593182
ValTAC	nuclear	19	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.0512329005837762
ValTAC	nuclear	20	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.0489630905143371
ValTAC	nuclear	20	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.0482527881040892
ValTAC	nuclear	20	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.045143087464732
ValTAC	nuclear	20	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.0499442965312789
ValTAC	nuclear	20	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.0582537563747134
ValTAC	nuclear	20	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.0575063169817897
ValTAC	nuclear	21	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00464176087444786
ValTAC	nuclear	21	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00788104089219331
ValTAC	nuclear	21	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00619949713057331
ValTAC	nuclear	21	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00681659396891935
ValTAC	nuclear	21	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00537358387240305
ValTAC	nuclear	21	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00440010455693997
ValTAC	nuclear	22	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.000823538219660103
ValTAC	nuclear	22	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00148698884758364
ValTAC	nuclear	22	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.000748546093165198
ValTAC	nuclear	22	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00105742177911214
ValTAC	nuclear	22	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.000342266488688093
ValTAC	nuclear	22	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00161191949115623
ValTAC	nuclear	23	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00239574754810212
ValTAC	nuclear	23	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.000892193308550186
ValTAC	nuclear	23	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.000633385155755168
ValTAC	nuclear	23	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.0023414339394626
ValTAC	nuclear	23	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00212205222986617
ValTAC	nuclear	23	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00161191949115623
ValTAC	nuclear	24	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00157220932844202
ValTAC	nuclear	24	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00379182156133829
ValTAC	nuclear	24	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00134354426978369
ValTAC	nuclear	24	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00185048811344625
ValTAC	nuclear	24	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00157442584796523
ValTAC	nuclear	24	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00156835409950335
ValTAC	nuclear	25	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00419255820917871
ValTAC	nuclear	25	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00468401486988848
ValTAC	nuclear	25	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00437611562158116
ValTAC	nuclear	25	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00519269623671142
ValTAC	nuclear	25	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00684532977376185
ValTAC	nuclear	25	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00731898579768232
ValTAC	nuclear	26	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00793591375308827
ValTAC	nuclear	26	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.0139033457249071
ValTAC	nuclear	26	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.01270609009424
ValTAC	nuclear	26	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.0171264563152628
ValTAC	nuclear	26	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.013998699387343
ValTAC	nuclear	26	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.0190816415439575
ValTAC	nuclear	27	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00673803997903721
ValTAC	nuclear	27	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00572490706319703
ValTAC	nuclear	27	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00719755858812691
ValTAC	nuclear	27	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00594799750750581
ValTAC	nuclear	27	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00670842317828661
ValTAC	nuclear	27	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00862594754726845
ValTAC	nuclear	28	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.000973272441416486
ValTAC	nuclear	28	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00230483271375465
ValTAC	nuclear	28	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00120918984280532
ValTAC	nuclear	28	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00143507241450934
ValTAC	nuclear	28	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.000513399733032139
ValTAC	nuclear	28	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.000653480874793064
ValTAC	nuclear	29	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00119787377405106
ValTAC	nuclear	29	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00245353159851301
ValTAC	nuclear	29	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00103644843669027
ValTAC	nuclear	29	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00151060254158878
ValTAC	nuclear	29	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00106102611493309
ValTAC	nuclear	29	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00161191949115623
ValTAC	nuclear	30	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00321928576776222
ValTAC	nuclear	30	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.0049814126394052
ValTAC	nuclear	30	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00205370338381221
ValTAC	nuclear	30	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00405974433051984
ValTAC	nuclear	30	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00249854536742308
ValTAC	nuclear	30	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00383375446545264
ValTAC	nuclear	31	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00269521599161488
ValTAC	nuclear	31	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00535315985130112
ValTAC	nuclear	31	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00178499452985547
ValTAC	nuclear	31	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00405974433051984
ValTAC	nuclear	31	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00123215935927713
ValTAC	nuclear	31	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.0037466236821469
ValTAC	nuclear	32	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00321928576776222
ValTAC	nuclear	32	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00929368029739777
ValTAC	nuclear	32	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00211128385251723
ValTAC	nuclear	32	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00494722332370324
ValTAC	nuclear	32	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00284081185611117
ValTAC	nuclear	32	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.004051581423717
ValTAC	nuclear	33	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00187167777195478
ValTAC	nuclear	33	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00468401486988848
ValTAC	nuclear	33	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00157386614460375
ValTAC	nuclear	33	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00247361166185162
ValTAC	nuclear	33	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00219050552760379
ValTAC	nuclear	33	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00187331184107345
ValTAC	nuclear	34	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00262034888073669
ValTAC	nuclear	34	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00431226765799256
ValTAC	nuclear	34	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.000978867967985259
ValTAC	nuclear	34	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00222813874884344
ValTAC	nuclear	34	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.0022247321764726
ValTAC	nuclear	34	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00217826958264355
ValTAC	nuclear	35	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00284495021337127
ValTAC	nuclear	35	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00319702602230483
ValTAC	nuclear	35	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00172741406115046
ValTAC	nuclear	35	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00455069015653619
ValTAC	nuclear	35	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00140329260362118
ValTAC	nuclear	35	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00291888124074235
ValTAC	nuclear	36	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00217114621546754
ValTAC	nuclear	36	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00312267657992565
ValTAC	nuclear	36	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.000767739582733537
ValTAC	nuclear	36	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00166166279574765
ValTAC	nuclear	36	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00092411951945785
ValTAC	nuclear	36	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00191687723272632
ValTAC	nuclear	37	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00314441865688403
ValTAC	nuclear	37	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00713754646840149
ValTAC	nuclear	37	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00326289322661753
ValTAC	nuclear	37	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00468286787892521
ValTAC	nuclear	37	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00273813190950474
ValTAC	nuclear	37	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00440010455693997
ValTAC	nuclear	38	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00449202665269147
ValTAC	nuclear	38	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00513011152416357
ValTAC	nuclear	38	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00303257135179747
ValTAC	nuclear	38	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00523046130025114
ValTAC	nuclear	38	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00249854536742308
ValTAC	nuclear	38	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00326740437396532
ValTAC	nuclear	39	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00187167777195478
ValTAC	nuclear	39	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.00468401486988848
ValTAC	nuclear	39	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.00145870520719372
ValTAC	nuclear	39	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.00296455748786797
ValTAC	nuclear	39	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.00112947941267071
ValTAC	nuclear	39	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.00265748889082513
ValTAC	nuclear	40	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.00149734221756382
ValTAC	nuclear	40	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.0178438661710037
ValTAC	nuclear	40	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.000921287499280244
ValTAC	nuclear	40	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.0138786608508469
ValTAC	nuclear	40	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.000684532977376185
ValTAC	nuclear	40	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.0125903981876797
ValTAC	nuclear	41	MSR_At1a.bbmerge.map-pos-count.txt	CC	-0.000224601332634574
ValTAC	nuclear	41	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0.000669144981412639
ValTAC	nuclear	41	MSR_At2a.bbmerge.map-pos-count.txt	CC	-0.000153547916546707
ValTAC	nuclear	41	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0.000434298230706773
ValTAC	nuclear	41	MSR_At3a.bbmerge.map-pos-count.txt	CC	-0.000513399733032139
ValTAC	nuclear	41	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0.000304957741570097
ValTAC	nuclear	42	MSR_At1a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	42	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	42	MSR_At2a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	42	MSR_At2a.bbmerge.map-pos-count.txt	CCA	1.88825317698597e-05
ValTAC	nuclear	42	MSR_At3a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	42	MSR_At3a.bbmerge.map-pos-count.txt	CCA	4.3565391652871e-05
ValTAC	nuclear	43	MSR_At1a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	43	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	43	MSR_At2a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	43	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	43	MSR_At3a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	43	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	44	MSR_At1a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	44	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	44	MSR_At2a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	44	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	44	MSR_At3a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	44	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	45	MSR_At1a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	45	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	45	MSR_At2a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	45	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	45	MSR_At3a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	45	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	46	MSR_At1a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	46	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	46	MSR_At2a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	46	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	46	MSR_At3a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	46	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	47	MSR_At1a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	47	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	47	MSR_At2a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	47	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	47	MSR_At3a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	47	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	48	MSR_At1a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	48	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	48	MSR_At2a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	48	MSR_At2a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	48	MSR_At3a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	48	MSR_At3a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	49	MSR_At1a.bbmerge.map-pos-count.txt	CC	0
ValTAC	nuclear	49	MSR_At1a.bbmerge.map-pos-count.txt	CCA	0
ValTAC	nuclear	49	MSR_At2a.bbmerge.map-pos-count.txt	CC	0
