Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-ArgACG-171679	8365	3393	3479
nuclear-Ath-ArgACG-171680	53785	17443	14650
nuclear-Ath-ArgACG-171681	17541	10328	5102
nuclear-Ath-ArgACG-171682	36320	16763	10060
nuclear-Ath-ArgACG-171683	32400	12536	11760
nuclear-Ath-ArgACG-171772	18397	6137	9073
nuclear-Ath-ArgCCG-171678	91323	28192	28515
nuclear-Ath-ArgCCG-171686	4845	1528	3746
nuclear-Ath-ArgCCG-183763	1733	727	907
nuclear-Ath-ArgCCT-171715	5067	1974	2435
nuclear-Ath-ArgCCT-171716	75616	26886	29030
nuclear-Ath-ArgCCT-171719	16486	7480	11233
nuclear-Ath-ArgTCG-171676	106966	47570	48103
nuclear-Ath-ArgTCG-171677	82308	35330	30565
nuclear-Ath-ArgTCT-171693	19716	3714	12284
nuclear-Ath-ArgTCT-171694	71708	11945	49203
nuclear-Ath-ArgTCT-171695	33930	5650	17317
nuclear-Ath-ArgTCT-171696	10739	1930	5620
nuclear-Ath-ArgTCT-171714	18001	3073	5411
nuclear-Ath-ArgTCT-171717	15108	2903	5973
nuclear-Ath-ArgTCT-183731	7	0	33
nuclear-Ath-AsnGTT-171725	3683	1308	2663
nuclear-Ath-AsnGTT-171727	70157	23196	47870
nuclear-Ath-AsnGTT-171729	57490	16862	29349
nuclear-Ath-AsnGTT-183736	9051	2677	4585
nuclear-Ath-AsnGTT-183737	6	0	3
nuclear-Ath-AsnGTT-183738	18855	6446	13370
nuclear-Ath-AsnGTT-183739	11227	3660	6510
nuclear-Ath-AspGTC-171804	264963	89023	89800
nuclear-Ath-AspGTC-183754	33	10	5
nuclear-Ath-AspGTC-183755	0	1	6
nuclear-Ath-AspGTC-183756	30	22	11507
nuclear-Ath-AspGTC-183757	84	34	794
nuclear-Ath-CysGCA-171684	6907	991	1648
nuclear-Ath-CysGCA-171742	794	197	468
nuclear-Ath-CysGCA-171756	2557	401	1088
nuclear-Ath-CysGCA-171757	1196	189	456
nuclear-Ath-CysGCA-171758	14377	2554	4293
nuclear-Ath-CysGCA-171759	2967	486	682
nuclear-Ath-CysGCA-171762	533	61	216
nuclear-Ath-CysGCA-183716	0	0	25
nuclear-Ath-CysGCA-183742	2343	553	534
nuclear-Ath-CysGCA-183745	361	53	41
nuclear-Ath-GlnCTG-171763	17198	2800	3130
nuclear-Ath-GlnCTG-171765	3755	649	1006
nuclear-Ath-GlnCTG-171773	10854	1547	2265
nuclear-Ath-GlnCTG-171774	10732	1958	2496
nuclear-Ath-GlnCTG-171775	124675	18420	25647
nuclear-Ath-GlnTTG-171777	70323	18819	20105
nuclear-Ath-GlnTTG-183749	23920	4399	5065
nuclear-Ath-GluCTC-171821	8815	1365	2342
nuclear-Ath-GluCTC-171824	15366	2746	4376
nuclear-Ath-GluCTC-171825	2494	395	605
nuclear-Ath-GluCTC-183765	6	1	415
nuclear-Ath-GluTTC-171820	158356	26132	43097
nuclear-Ath-GluTTC-171822	21510	3325	6065
nuclear-Ath-GluTTC-171826	5626	977	2371
nuclear-Ath-GluTTC-183764	4581	805	2082
nuclear-Ath-GlyCCC-171713	99644	42349	57606
nuclear-Ath-GlyGCC-171688	8710	2334	3418
nuclear-Ath-GlyGCC-171690	11174	2983	6342
nuclear-Ath-GlyGCC-171691	324938	87120	169419
nuclear-Ath-GlyGCC-171692	1505	556	865
nuclear-Ath-GlyGCC-183730	145	60	125
nuclear-Ath-GlyTCC-171720	191670	69556	69186
nuclear-Ath-HisGTG-171768	21546	8988	39578
nuclear-Ath-HisGTG-171770	3629	1400	4522
nuclear-Ath-HisGTG-183747	4488	1874	5403
nuclear-Ath-HisGTG-183748	1462	777	1909
nuclear-Ath-IleAAT-171735	107121	45298	142464
nuclear-Ath-IleAAT-171736	105095	53795	175170
nuclear-Ath-IleTAT-171721	3808	1491	2170
nuclear-Ath-IleTAT-171764	6310	2323	5166
nuclear-Ath-LeuAAG-171816	119669	50033	147802
nuclear-Ath-LeuAAG-171817	122444	51971	151057
nuclear-Ath-LeuCAA-171786	34218	16993	22808
nuclear-Ath-LeuCAA-171787	28482	11105	18621
nuclear-Ath-LeuCAA-171789	41055	14543	23602
nuclear-Ath-LeuCAA-171790	29728	9098	14812
nuclear-Ath-LeuCAA-183751	3193	1662	2493
nuclear-Ath-LeuCAG-171781	45012	22209	39030
nuclear-Ath-LeuTAA-171698	21740	9997	17614
nuclear-Ath-LeuTAA-171699	24952	11512	19943
nuclear-Ath-LeuTAA-171791	13839	7734	7717
nuclear-Ath-LeuTAG-171673	85208	43194	99081
nuclear-Ath-LeuTAG-171675	82676	44421	75715
nuclear-Ath-LeuTAG-171685	64459	34082	66229
nuclear-Ath-LysCTT-171703	12950	3529	4584
nuclear-Ath-LysCTT-171704	238950	58152	51573
nuclear-Ath-LysCTT-183733	169	179	272
nuclear-Ath-LysTTT-171707	77305	15541	12959
nuclear-Ath-LysTTT-171712	11965	2296	2279
nuclear-Ath-LysTTT-183734	81282	12672	12736
nuclear-Ath-LysTTT-183735	15	4	90
nuclear-Ath-PheGAA-171718	150032	85100	116412
nuclear-Ath-ProAGG-171737	42323	7093	12656
nuclear-Ath-ProAGG-171738	11247	1696	3181
nuclear-Ath-ProAGG-171743	22904	4257	6642
nuclear-Ath-ProCGG-171739	211	31	186
nuclear-Ath-ProCGG-171760	15635	2635	7529
nuclear-Ath-ProCGG-171761	26656	4368	12027
nuclear-Ath-ProTGG-171741	20204	3139	6543
nuclear-Ath-ProTGG-171744	56231	10660	18679
nuclear-Ath-ProTGG-183741	7	3	342
nuclear-Ath-SerAGA-171812	4979	3124	28333
nuclear-Ath-SerAGA-171813	28081	17524	136276
nuclear-Ath-SerAGA-171814	109	99	561
nuclear-Ath-SerAGA-171815	308	119	884
nuclear-Ath-SerAGA-183750	3238	1529	2099
nuclear-Ath-SerAGA-183759	3488	2628	19214
nuclear-Ath-SerAGA-183760	0	2	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	342	184	1121
nuclear-Ath-SerCGA-171782	3425	2743	4748
nuclear-Ath-SerCGA-171785	19053	13025	21639
nuclear-Ath-SerCGA-171794	12906	8565	11716
nuclear-Ath-SerGCT-171796	5848	2285	2374
nuclear-Ath-SerGCT-171797	9883	3899	3553
nuclear-Ath-SerGCT-171798	24653	9276	9473
nuclear-Ath-SerGCT-171800	7394	2686	3034
nuclear-Ath-SerGCT-183728	8175	2618	3574
nuclear-Ath-SerGCT-183752	4002	1567	1735
nuclear-Ath-SerGCT-183753	11	2	1
nuclear-Ath-SerTGA-171783	5632	5583	6395
nuclear-Ath-SerTGA-171784	4827	4199	5876
nuclear-Ath-SerTGA-171792	7667	7635	10903
nuclear-Ath-SerTGA-171793	4369	3467	4495
nuclear-Ath-ThrAGT-171722	18474	9873	14194
nuclear-Ath-ThrAGT-171723	26277	8718	9346
nuclear-Ath-ThrAGT-171731	37763	13808	13572
nuclear-Ath-ThrCGT-171709	42287	11545	7266
nuclear-Ath-ThrCGT-171710	16226	4729	3205
nuclear-Ath-ThrCGT-171711	4627	1376	1115
nuclear-Ath-ThrTGT-171700	119042	53855	74523
nuclear-Ath-ThrTGT-171705	16372	7319	13743
nuclear-Ath-ThrTGT-183732	1942	792	1501
nuclear-Ath-TrpCCA-171732	543136	268380	718060
nuclear-Ath-TrpCCA-171734	456400	231000	607283
nuclear-Ath-TrpCCA-183740	88	67	211
nuclear-Ath-TyrGTA-171663	196081	30781	52883
nuclear-Ath-TyrGTA-171666	21	18	24
nuclear-Ath-TyrGTA-171668	0	0	10
nuclear-Ath-TyrGTA-183718	0	0	1
nuclear-Ath-TyrGTA-183719	31139	4297	6870
nuclear-Ath-TyrGTA-183720	1	0	113
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	9
nuclear-Ath-TyrGTA-183724	0	0	10
nuclear-Ath-TyrGTA-183725	0	0	12
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	1	0	0
nuclear-Ath-ValAAC-171778	13	12	27088
nuclear-Ath-ValAAC-171779	80534	46473	202015
nuclear-Ath-ValCAC-171807	9723	5714	13787
nuclear-Ath-ValCAC-183758	6296	3950	9814
nuclear-Ath-ValTAC-171767	45251	19359	111702
nuclear-Ath-ValTAC-183729	2092	1182	4871
nuclear-Ath-ValTAC-183746	1204	536	4729
nuclear-Ath-eMetCAT-171754	115334	44282	96518
nuclear-Ath-iMetCAT-171655	429	135	851
nuclear-Ath-iMetCAT-171658	218	55	610
nuclear-Ath-iMetCAT-171659	3959	1615	5828
nuclear-Ath-iMetCAT-183717	0	0	20
plastid-Ath-AlaTGC-171845	197035	92976	289193
plastid-Ath-ArgACG-171847	112469	38020	51763
plastid-Ath-ArgTCT-171846	35806	8036	9734
plastid-Ath-AsnGTT-171848	293570	41604	74660
plastid-Ath-AspGTC-171849	63261	20147	34224
plastid-Ath-CysGCA-171850	105426	12210	14241
plastid-Ath-GlnTTG-171851	57926	12868	24558
plastid-Ath-GluTTC-171852	542861	83624	119104
plastid-Ath-GlyGCC-171853	60683	6113	10905
plastid-Ath-GlyTCC-171854	33883	3575	4706
plastid-Ath-HisGTG-171855	191342	24980	40171
plastid-Ath-IleCAT-171856	30846	10062	74575
plastid-Ath-IleGAT-171857	77071	30516	96477
plastid-Ath-LeuCAA-171859	80595	28138	38427
plastid-Ath-LeuTAA-171860	27044	8806	79266
plastid-Ath-LeuTAG-171858	91359	26534	27815
plastid-Ath-LysTTT-171861	21763	6990	15111
plastid-Ath-PheGAA-171864	136919	36464	67878
plastid-Ath-ProTGG-171865	38806	7629	9469
plastid-Ath-SerGCT-171868	25011	5402	11707
plastid-Ath-SerGGA-171866	55220	19293	39446
plastid-Ath-SerTGA-171867	90948	12941	16334
plastid-Ath-ThrGGT-171869	71125	11242	11108
plastid-Ath-ThrTGT-171870	40688	5947	5248
plastid-Ath-TrpCCA-171871	65676	12373	14689
plastid-Ath-TyrGTA-171872	102823	22173	30540
plastid-Ath-ValGAC-171873	8634	1272	2211
plastid-Ath-ValTAC-171874	32736	5739	9368
plastid-Ath-eMetCAT-171862	64218	11462	11778
plastid-Ath-iMetCAT-171863	48881	8838	28198
Total	9773156	3305158	7470862
