Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-LysCTT-171704	185097	36686	41141
nuclear-Ath-LysCTT-183733	79	73	216
nuclear-Ath-LysTTT-171707	96415	14016	13398
nuclear-Ath-LysTTT-171712	14318	2346	2397
nuclear-Ath-LysTTT-183734	99903	13434	13623
nuclear-Ath-LysTTT-183735	25	11	47
nuclear-Ath-PheGAA-171718	114556	61498	88299
nuclear-Ath-ProAGG-171737	19468	2949	6781
nuclear-Ath-ProAGG-171738	5008	757	1688
nuclear-Ath-ProAGG-171743	8338	1301	3082
nuclear-Ath-ProCGG-171739	195	35	143
nuclear-Ath-ProCGG-171760	9410	1362	4536
nuclear-Ath-ProCGG-171761	15342	2366	7093
nuclear-Ath-ProTGG-171741	10402	1610	3708
nuclear-Ath-ProTGG-171744	23104	3992	9505
nuclear-Ath-ProTGG-183741	4	0	308
nuclear-Ath-SerAGA-171812	5079	2543	23554
nuclear-Ath-SerAGA-171813	26162	12404	100492
nuclear-Ath-SerAGA-171814	109	111	627
nuclear-Ath-SerAGA-171815	210	72	592
nuclear-Ath-SerAGA-183750	3785	1225	2175
nuclear-Ath-SerAGA-183759	3980	2357	18378
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	1
nuclear-Ath-SerAGA-183762	477	155	1102
nuclear-Ath-SerCGA-171782	3745	2204	4413
nuclear-Ath-SerCGA-171785	15804	8762	15549
nuclear-Ath-SerCGA-171794	10176	5491	9108
nuclear-Ath-SerGCT-171796	4616	1587	1959
nuclear-Ath-SerGCT-171797	8085	2579	2577
nuclear-Ath-SerGCT-171798	17846	5995	6862
nuclear-Ath-SerGCT-171800	3440	1020	1455
nuclear-Ath-SerGCT-183728	3903	1021	1495
nuclear-Ath-SerGCT-183752	2918	1053	1346
nuclear-Ath-SerGCT-183753	4	1	1
nuclear-Ath-SerTGA-171783	5321	3994	4919
nuclear-Ath-SerTGA-171784	3160	2204	3223
nuclear-Ath-SerTGA-171792	8185	6609	11143
nuclear-Ath-SerTGA-171793	3262	1972	3136
nuclear-Ath-ThrAGT-171722	6455	3443	5697
nuclear-Ath-ThrAGT-171723	14267	5005	5650
nuclear-Ath-ThrAGT-171731	13848	4644	5439
nuclear-Ath-ThrCGT-171709	27671	7028	5725
nuclear-Ath-ThrCGT-171710	17626	4514	3825
nuclear-Ath-ThrCGT-171711	2222	661	519
nuclear-Ath-ThrTGT-171700	83097	37072	59590
nuclear-Ath-ThrTGT-171705	11378	5250	10870
nuclear-Ath-ThrTGT-183732	1082	578	1094
nuclear-Ath-TrpCCA-171732	396346	196113	613215
nuclear-Ath-TrpCCA-171734	341357	173183	546334
nuclear-Ath-TrpCCA-183740	78	38	164
nuclear-Ath-TyrGTA-171663	68307	9800	18392
nuclear-Ath-TyrGTA-171666	12	0	3
nuclear-Ath-TyrGTA-171668	0	0	2
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	11112	1363	2434
nuclear-Ath-TyrGTA-183720	0	1	54
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	0
nuclear-Ath-TyrGTA-183724	0	0	2
nuclear-Ath-TyrGTA-183725	0	0	1
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	0	2	0
nuclear-Ath-ValAAC-171778	11	6	19666
nuclear-Ath-ValAAC-171779	44902	22307	109742
nuclear-Ath-ValCAC-171807	4840	2750	8732
nuclear-Ath-ValCAC-183758	3478	2036	6437
nuclear-Ath-ValTAC-171767	31701	12642	79935
nuclear-Ath-ValTAC-183729	756	476	2075
nuclear-Ath-ValTAC-183746	735	281	2987
nuclear-Ath-eMetCAT-171754	107655	42873	95086
nuclear-Ath-iMetCAT-171655	277	98	714
nuclear-Ath-iMetCAT-171658	106	28	529
nuclear-Ath-iMetCAT-171659	1066	451	2379
nuclear-Ath-iMetCAT-183717	0	0	6
plastid-Ath-AlaTGC-171845	100615	47378	148100
plastid-Ath-ArgACG-171847	129699	45706	66065
plastid-Ath-ArgTCT-171846	30986	7743	8672
plastid-Ath-AsnGTT-171848	143211	20180	37584
plastid-Ath-AspGTC-171849	21270	5401	8522
plastid-Ath-CysGCA-171850	64621	6130	9168
plastid-Ath-GlnTTG-171851	56890	12669	24433
plastid-Ath-GluTTC-171852	249869	38399	65529
plastid-Ath-GlyGCC-171853	18533	1825	3732
plastid-Ath-GlyTCC-171854	25253	2605	3257
plastid-Ath-HisGTG-171855	104623	12841	21607
plastid-Ath-IleCAT-171856	25391	8808	62872
plastid-Ath-IleGAT-171857	26760	10296	31569
plastid-Ath-LeuCAA-171859	56581	17563	26105
plastid-Ath-LeuTAA-171860	5699	1558	18560
plastid-Ath-LeuTAG-171858	74422	20538	25443
plastid-Ath-LysTTT-171861	11915	3456	6544
plastid-Ath-PheGAA-171864	98106	24466	39825
plastid-Ath-ProTGG-171865	8493	1709	2046
plastid-Ath-SerGCT-171868	9378	1835	4824
plastid-Ath-SerGGA-171866	29037	9634	22464
plastid-Ath-SerTGA-171867	43098	5873	8583
plastid-Ath-ThrGGT-171869	31871	5027	5789
plastid-Ath-ThrTGT-171870	22487	3208	3820
plastid-Ath-TrpCCA-171871	29507	5875	7678
plastid-Ath-TyrGTA-171872	79125	14913	18906
plastid-Ath-ValGAC-171873	5605	938	1719
plastid-Ath-ValTAC-171874	23269	4844	8171
plastid-Ath-eMetCAT-171862	12520	2844	3041
plastid-Ath-iMetCAT-171863	10027	1926	9933
Total	6558410	2174931	5377477
