Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-HisGTG-183748	300	1715	3298
nuclear-Ath-IleAAT-171735	28231	43193	281102
nuclear-Ath-IleAAT-171736	35485	60601	390566
nuclear-Ath-IleTAT-171721	844	792	3531
nuclear-Ath-IleTAT-171764	1227	1452	5845
nuclear-Ath-LeuAAG-171816	1660	34295	127740
nuclear-Ath-LeuAAG-171817	1698	34514	128800
nuclear-Ath-LeuCAA-171786	256	4879	13219
nuclear-Ath-LeuCAA-171787	163	2989	8914
nuclear-Ath-LeuCAA-171789	429	7267	21302
nuclear-Ath-LeuCAA-171790	384	7020	19817
nuclear-Ath-LeuCAA-183751	23	488	1328
nuclear-Ath-LeuCAG-171781	773	15697	44755
nuclear-Ath-LeuTAA-171698	170	4128	13315
nuclear-Ath-LeuTAA-171699	224	4456	14161
nuclear-Ath-LeuTAA-171791	169	3416	8546
nuclear-Ath-LeuTAG-171673	814	18493	133293
nuclear-Ath-LeuTAG-171675	818	16775	102518
nuclear-Ath-LeuTAG-171685	790	16014	100688
nuclear-Ath-LysCTT-171703	425	3711	14332
nuclear-Ath-LysCTT-171704	5497	40197	116317
nuclear-Ath-LysCTT-183733	103	779	2162
nuclear-Ath-LysTTT-171707	4304	13136	28424
nuclear-Ath-LysTTT-171712	577	2332	4664
nuclear-Ath-LysTTT-183734	4302	16764	30423
nuclear-Ath-LysTTT-183735	2	5	39
nuclear-Ath-PheGAA-171718	14846	72850	239295
nuclear-Ath-ProAGG-171737	39	3097	8904
nuclear-Ath-ProAGG-171738	7	635	1904
nuclear-Ath-ProAGG-171743	25	1968	4930
nuclear-Ath-ProCGG-171739	0	18	142
nuclear-Ath-ProCGG-171760	18	2137	8872
nuclear-Ath-ProCGG-171761	34	2997	13391
nuclear-Ath-ProTGG-171741	19	1875	7998
nuclear-Ath-ProTGG-171744	65	4499	19388
nuclear-Ath-ProTGG-183741	0	8	314
nuclear-Ath-SerAGA-171812	652	1695	34450
nuclear-Ath-SerAGA-171813	2751	5453	89957
nuclear-Ath-SerAGA-171814	35	86	629
nuclear-Ath-SerAGA-171815	55	100	879
nuclear-Ath-SerAGA-183750	1138	2090	7638
nuclear-Ath-SerAGA-183759	1290	2843	40784
nuclear-Ath-SerAGA-183760	0	0	1
nuclear-Ath-SerAGA-183761	0	0	6
nuclear-Ath-SerAGA-183762	415	694	6275
nuclear-Ath-SerCGA-171782	409	1533	7436
nuclear-Ath-SerCGA-171785	1146	4024	15330
nuclear-Ath-SerCGA-171794	972	2948	11479
nuclear-Ath-SerGCT-171796	457	1613	5105
nuclear-Ath-SerGCT-171797	2244	7841	27835
nuclear-Ath-SerGCT-171798	2097	7436	20107
nuclear-Ath-SerGCT-171800	285	866	2507
nuclear-Ath-SerGCT-183728	260	607	1589
nuclear-Ath-SerGCT-183752	346	1009	3506
nuclear-Ath-SerGCT-183753	1	11	21
nuclear-Ath-SerTGA-171783	419	1721	5157
nuclear-Ath-SerTGA-171784	125	597	1778
nuclear-Ath-SerTGA-171792	891	5063	18951
nuclear-Ath-SerTGA-171793	201	892	3098
nuclear-Ath-ThrAGT-171722	1273	1754	8768
nuclear-Ath-ThrAGT-171723	2283	2937	12682
nuclear-Ath-ThrAGT-171731	1924	2762	14710
nuclear-Ath-ThrCGT-171709	3800	7210	6698
nuclear-Ath-ThrCGT-171710	6289	13399	11850
nuclear-Ath-ThrCGT-171711	348	667	754
nuclear-Ath-ThrTGT-171700	18466	30553	95133
nuclear-Ath-ThrTGT-171705	2257	3552	15544
nuclear-Ath-ThrTGT-183732	643	1051	3678
nuclear-Ath-TrpCCA-171732	23110	183889	1182544
nuclear-Ath-TrpCCA-171734	21579	177014	1091242
nuclear-Ath-TrpCCA-183740	159	1256	4366
nuclear-Ath-TyrGTA-171663	13785	87885	353549
nuclear-Ath-TyrGTA-171666	6	26	210
nuclear-Ath-TyrGTA-171668	0	0	76
nuclear-Ath-TyrGTA-183718	0	0	5
nuclear-Ath-TyrGTA-183719	2650	14289	48208
nuclear-Ath-TyrGTA-183720	0	2	333
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	75
nuclear-Ath-TyrGTA-183724	0	1	111
nuclear-Ath-TyrGTA-183725	0	0	92
nuclear-Ath-TyrGTA-183726	0	0	1
nuclear-Ath-TyrGTA-183727	3	2	18
nuclear-Ath-ValAAC-171778	238	341	59332
nuclear-Ath-ValAAC-171779	6301	10937	137152
nuclear-Ath-ValCAC-171807	1925	3442	21758
nuclear-Ath-ValCAC-183758	1631	3386	15043
nuclear-Ath-ValTAC-171767	11242	14458	116947
nuclear-Ath-ValTAC-183729	305	503	2549
nuclear-Ath-ValTAC-183746	489	564	6031
nuclear-Ath-eMetCAT-171754	3595	25213	175280
nuclear-Ath-iMetCAT-171655	51	372	2005
nuclear-Ath-iMetCAT-171658	8	107	953
nuclear-Ath-iMetCAT-171659	119	2313	18491
nuclear-Ath-iMetCAT-183717	0	1	19
plastid-Ath-AlaTGC-171845	223	20793	107613
plastid-Ath-ArgACG-171847	2971	57192	194794
plastid-Ath-ArgTCT-171846	447	8522	23607
plastid-Ath-AsnGTT-171848	1004	49406	149465
plastid-Ath-AspGTC-171849	1473	5741	22390
plastid-Ath-CysGCA-171850	3214	4802	11312
plastid-Ath-GlnTTG-171851	5540	28410	82126
plastid-Ath-GluTTC-171852	3885	27824	73080
plastid-Ath-GlyGCC-171853	94	753	4090
plastid-Ath-GlyTCC-171854	216	5528	9435
plastid-Ath-HisGTG-171855	12773	30047	61305
plastid-Ath-IleCAT-171856	16026	21099	215093
plastid-Ath-IleGAT-171857	9308	10891	45684
plastid-Ath-LeuCAA-171859	664	9355	26618
plastid-Ath-LeuTAA-171860	193	1817	12185
plastid-Ath-LeuTAG-171858	1364	15572	35015
plastid-Ath-LysTTT-171861	599	4625	18731
plastid-Ath-PheGAA-171864	8843	18212	76675
plastid-Ath-ProTGG-171865	59	10477	9135
plastid-Ath-SerGCT-171868	1592	3422	9400
plastid-Ath-SerGGA-171866	1622	2841	11550
plastid-Ath-SerTGA-171867	1434	3401	4722
plastid-Ath-ThrGGT-171869	7911	10089	12300
plastid-Ath-ThrTGT-171870	6858	6890	8108
plastid-Ath-TrpCCA-171871	7116	22428	51198
plastid-Ath-TyrGTA-171872	15582	45746	125580
plastid-Ath-ValGAC-171873	2590	3301	5630
plastid-Ath-ValTAC-171874	7315	10783	12955
plastid-Ath-eMetCAT-171862	809	7322	8224
plastid-Ath-iMetCAT-171863	423	3186	37096
Total	418959	2171343	9778131
