Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-LysTTT-183735	0	0	40
nuclear-Ath-PheGAA-171718	12313	63112	225933
nuclear-Ath-ProAGG-171737	200	16233	46865
nuclear-Ath-ProAGG-171738	62	3924	10690
nuclear-Ath-ProAGG-171743	143	13880	30315
nuclear-Ath-ProCGG-171739	2	70	358
nuclear-Ath-ProCGG-171760	95	7114	38316
nuclear-Ath-ProCGG-171761	149	11440	56569
nuclear-Ath-ProTGG-171741	76	6248	30256
nuclear-Ath-ProTGG-171744	317	23402	92479
nuclear-Ath-ProTGG-183741	0	0	2
nuclear-Ath-SerAGA-171812	1123	3254	76324
nuclear-Ath-SerAGA-171813	3628	9057	172937
nuclear-Ath-SerAGA-171814	26	81	357
nuclear-Ath-SerAGA-171815	72	214	1923
nuclear-Ath-SerAGA-183750	1657	4329	14769
nuclear-Ath-SerAGA-183759	3	3	34
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	0
nuclear-Ath-SerAGA-183762	51	117	1715
nuclear-Ath-SerCGA-171782	486	2037	11550
nuclear-Ath-SerCGA-171785	1865	8030	34777
nuclear-Ath-SerCGA-171794	1684	6241	23753
nuclear-Ath-SerGCT-171796	1228	5351	16354
nuclear-Ath-SerGCT-171797	3840	17449	59433
nuclear-Ath-SerGCT-171798	5319	25042	68477
nuclear-Ath-SerGCT-171800	1122	5322	14599
nuclear-Ath-SerGCT-183728	1287	3895	10540
nuclear-Ath-SerGCT-183752	854	3239	10891
nuclear-Ath-SerGCT-183753	0	0	3
nuclear-Ath-SerTGA-171783	769	3555	12538
nuclear-Ath-SerTGA-171784	385	2069	7734
nuclear-Ath-SerTGA-171792	1487	10913	45754
nuclear-Ath-SerTGA-171793	432	3344	12427
nuclear-Ath-ThrAGT-171722	3462	7009	27514
nuclear-Ath-ThrAGT-171723	6626	10323	40051
nuclear-Ath-ThrAGT-171731	7570	11793	54044
nuclear-Ath-ThrCGT-171709	19847	42752	32497
nuclear-Ath-ThrCGT-171710	9106	19849	17211
nuclear-Ath-ThrCGT-171711	1707	4249	3247
nuclear-Ath-ThrTGT-171700	31859	59322	172295
nuclear-Ath-ThrTGT-171705	4044	7198	28015
nuclear-Ath-ThrTGT-183732	36	48	267
nuclear-Ath-TrpCCA-171732	2202	20795	178422
nuclear-Ath-TrpCCA-171734	109	993	6956
nuclear-Ath-TrpCCA-183740	134	1353	4893
nuclear-Ath-TyrGTA-171663	17560	116921	481118
nuclear-Ath-TyrGTA-171666	4	36	120
nuclear-Ath-TyrGTA-171668	0	0	0
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	860	5505	21194
nuclear-Ath-TyrGTA-183720	0	2	48
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	0
nuclear-Ath-TyrGTA-183724	0	0	0
nuclear-Ath-TyrGTA-183725	0	0	0
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	0	0	0
nuclear-Ath-ValAAC-171778	523	749	3117
nuclear-Ath-ValAAC-171779	11909	25011	176416
nuclear-Ath-ValCAC-171807	1350	2401	13653
nuclear-Ath-ValCAC-183758	318	541	2921
nuclear-Ath-ValTAC-171767	16347	22957	225695
nuclear-Ath-ValTAC-183729	656	1130	7088
nuclear-Ath-ValTAC-183746	418	601	6495
nuclear-Ath-eMetCAT-171754	5576	38052	353456
nuclear-Ath-iMetCAT-171655	93	566	3088
nuclear-Ath-iMetCAT-171658	11	83	698
nuclear-Ath-iMetCAT-171659	287	4912	36997
nuclear-Ath-iMetCAT-183717	0	0	33
plastid-Ath-AlaTGC-171845	934	103345	631820
plastid-Ath-ArgACG-171847	3618	76154	305520
plastid-Ath-ArgTCT-171846	998	18716	52054
plastid-Ath-AsnGTT-171848	1525	75228	203591
plastid-Ath-AspGTC-171849	5404	24652	118651
plastid-Ath-CysGCA-171850	10728	16957	41802
plastid-Ath-GlnTTG-171851	8883	45064	166626
plastid-Ath-GluTTC-171852	17474	113093	327835
plastid-Ath-GlyGCC-171853	619	6983	37651
plastid-Ath-GlyTCC-171854	696	13687	27810
plastid-Ath-HisGTG-171855	53962	139695	256809
plastid-Ath-IleCAT-171856	19956	25083	300083
plastid-Ath-IleGAT-171857	53616	72932	334884
plastid-Ath-LeuCAA-171859	1866	30071	87502
plastid-Ath-LeuTAA-171860	1159	14484	97814
plastid-Ath-LeuTAG-171858	2728	38206	68395
plastid-Ath-LysTTT-171861	1601	13075	59485
plastid-Ath-PheGAA-171864	10216	21671	112626
plastid-Ath-ProTGG-171865	225	40059	41953
plastid-Ath-SerGCT-171868	7742	19686	44847
plastid-Ath-SerGGA-171866	7733	16192	53061
plastid-Ath-SerTGA-171867	9057	20317	31839
plastid-Ath-ThrGGT-171869	33673	44583	32996
plastid-Ath-ThrTGT-171870	17540	20615	19709
plastid-Ath-TrpCCA-171871	2205	7316	11423
plastid-Ath-TyrGTA-171872	35445	103770	328734
plastid-Ath-ValGAC-171873	4852	5036	9236
plastid-Ath-ValTAC-171874	14868	19656	28161
plastid-Ath-eMetCAT-171862	2375	18050	23828
plastid-Ath-iMetCAT-171863	1618	13706	158843
Total	733631	3401207	14142883
