Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-LeuCAA-171786	751	20542	71938
nuclear-Ath-LeuCAA-171787	448	13398	57788
nuclear-Ath-LeuCAA-171789	787	19368	80001
nuclear-Ath-LeuCAA-171790	646	20296	75915
nuclear-Ath-LeuCAA-183751	26	2104	7084
nuclear-Ath-LeuCAG-171781	1116	30270	120178
nuclear-Ath-LeuTAA-171698	83	3047	8777
nuclear-Ath-LeuTAA-171699	105	3578	11502
nuclear-Ath-LeuTAA-171791	261	7069	23063
nuclear-Ath-LeuTAG-171673	1411	44010	403203
nuclear-Ath-LeuTAG-171675	281	8183	33096
nuclear-Ath-LeuTAG-171685	8	1336	9687
nuclear-Ath-LysCTT-171703	302	7249	19312
nuclear-Ath-LysCTT-171704	11977	180751	339942
nuclear-Ath-LysCTT-183733	70	649	1237
nuclear-Ath-LysTTT-171707	2	36	240
nuclear-Ath-LysTTT-171712	229	2188	4662
nuclear-Ath-LysTTT-183734	0	21	55
nuclear-Ath-LysTTT-183735	3	11	26
nuclear-Ath-PheGAA-171718	10020	76400	274581
nuclear-Ath-ProAGG-171737	432	34966	100911
nuclear-Ath-ProAGG-171738	167	8821	23402
nuclear-Ath-ProAGG-171743	470	45237	92167
nuclear-Ath-ProCGG-171739	0	169	783
nuclear-Ath-ProCGG-171760	199	15586	85397
nuclear-Ath-ProCGG-171761	212	22320	123457
nuclear-Ath-ProTGG-171741	196	12742	63599
nuclear-Ath-ProTGG-171744	707	69679	252747
nuclear-Ath-ProTGG-183741	0	0	4
nuclear-Ath-SerAGA-171812	671	3744	91070
nuclear-Ath-SerAGA-171813	2419	10306	212242
nuclear-Ath-SerAGA-171814	8	152	655
nuclear-Ath-SerAGA-171815	58	188	2372
nuclear-Ath-SerAGA-183750	1094	4227	15112
nuclear-Ath-SerAGA-183759	0	7	43
nuclear-Ath-SerAGA-183760	0	0	0
nuclear-Ath-SerAGA-183761	0	0	2
nuclear-Ath-SerAGA-183762	28	119	1573
nuclear-Ath-SerCGA-171782	353	2255	14299
nuclear-Ath-SerCGA-171785	1610	10014	51447
nuclear-Ath-SerCGA-171794	1147	8301	35022
nuclear-Ath-SerGCT-171796	1395	8465	28565
nuclear-Ath-SerGCT-171797	4737	32898	106775
nuclear-Ath-SerGCT-171798	6192	41361	119862
nuclear-Ath-SerGCT-171800	1971	13444	37649
nuclear-Ath-SerGCT-183728	2234	8748	28329
nuclear-Ath-SerGCT-183752	805	5817	19551
nuclear-Ath-SerGCT-183753	0	2	15
nuclear-Ath-SerTGA-171783	540	5027	17807
nuclear-Ath-SerTGA-171784	391	3552	14920
nuclear-Ath-SerTGA-171792	964	14245	60307
nuclear-Ath-SerTGA-171793	487	5840	21992
nuclear-Ath-ThrAGT-171722	4120	10773	47990
nuclear-Ath-ThrAGT-171723	7172	15355	58337
nuclear-Ath-ThrAGT-171731	9193	17903	88571
nuclear-Ath-ThrCGT-171709	41444	128721	83430
nuclear-Ath-ThrCGT-171710	9122	29455	23181
nuclear-Ath-ThrCGT-171711	3530	12495	8712
nuclear-Ath-ThrTGT-171700	34870	89960	293048
nuclear-Ath-ThrTGT-171705	4125	9956	42086
nuclear-Ath-ThrTGT-183732	60	131	388
nuclear-Ath-TrpCCA-171732	2460	25026	224893
nuclear-Ath-TrpCCA-171734	95	910	8840
nuclear-Ath-TrpCCA-183740	108	960	4194
nuclear-Ath-TyrGTA-171663	13579	150821	565907
nuclear-Ath-TyrGTA-171666	0	68	121
nuclear-Ath-TyrGTA-171668	0	0	0
nuclear-Ath-TyrGTA-183718	0	0	0
nuclear-Ath-TyrGTA-183719	683	7698	27013
nuclear-Ath-TyrGTA-183720	0	0	85
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	0
nuclear-Ath-TyrGTA-183724	0	0	0
nuclear-Ath-TyrGTA-183725	0	0	0
nuclear-Ath-TyrGTA-183726	0	0	0
nuclear-Ath-TyrGTA-183727	0	0	2
nuclear-Ath-ValAAC-171778	365	852	5253
nuclear-Ath-ValAAC-171779	11364	34613	344679
nuclear-Ath-ValCAC-171807	2198	4429	22177
nuclear-Ath-ValCAC-183758	433	1064	5080
nuclear-Ath-ValTAC-171767	13630	24776	286879
nuclear-Ath-ValTAC-183729	588	1796	11193
nuclear-Ath-ValTAC-183746	390	661	8930
nuclear-Ath-eMetCAT-171754	5078	51301	519757
nuclear-Ath-iMetCAT-171655	64	925	3663
nuclear-Ath-iMetCAT-171658	15	285	2544
nuclear-Ath-iMetCAT-171659	181	6398	53302
nuclear-Ath-iMetCAT-183717	0	1	42
plastid-Ath-AlaTGC-171845	1482	212412	1510472
plastid-Ath-ArgACG-171847	3584	102349	492357
plastid-Ath-ArgTCT-171846	1963	34017	93467
plastid-Ath-AsnGTT-171848	1852	120122	346783
plastid-Ath-AspGTC-171849	12150	91539	449741
plastid-Ath-CysGCA-171850	13683	32262	65894
plastid-Ath-GlnTTG-171851	8871	77901	288018
plastid-Ath-GluTTC-171852	27472	263365	762334
plastid-Ath-GlyGCC-171853	2633	39757	128204
plastid-Ath-GlyTCC-171854	890	29960	47866
plastid-Ath-HisGTG-171855	80226	253411	423592
plastid-Ath-IleCAT-171856	18890	25748	372860
plastid-Ath-IleGAT-171857	104210	177572	913796
plastid-Ath-LeuCAA-171859	2393	46694	155325
plastid-Ath-LeuTAA-171860	2499	41602	289306
plastid-Ath-LeuTAG-171858	2703	54895	93926
plastid-Ath-LysTTT-171861	2357	22660	108787
plastid-Ath-PheGAA-171864	9173	27350	156442
plastid-Ath-ProTGG-171865	479	76499	81267
plastid-Ath-SerGCT-171868	14032	38649	111159
plastid-Ath-SerGGA-171866	12542	34222	147092
plastid-Ath-SerTGA-171867	29720	73172	113832
plastid-Ath-ThrGGT-171869	55243	101241	55311
plastid-Ath-ThrTGT-171870	24102	39708	34314
plastid-Ath-TrpCCA-171871	2587	13186	17957
plastid-Ath-TyrGTA-171872	38892	138428	579693
plastid-Ath-ValGAC-171873	4796	6577	11004
plastid-Ath-ValTAC-171874	11445	23093	32465
plastid-Ath-eMetCAT-171862	3015	30321	43869
plastid-Ath-iMetCAT-171863	1183	17639	276637
Total	918978	5894121	23854476
