Ref_tRNA	CCA_count	CC_count	Other_count
nuclear-Ath-HisGTG-171768	7440	62430	140601
nuclear-Ath-HisGTG-171770	1406	12662	21803
nuclear-Ath-HisGTG-183747	2313	20911	39259
nuclear-Ath-HisGTG-183748	1198	13334	30729
nuclear-Ath-IleAAT-171735	31562	64970	492572
nuclear-Ath-IleAAT-171736	28673	69099	563411
nuclear-Ath-IleTAT-171721	2984	5596	24415
nuclear-Ath-IleTAT-171764	5081	9252	45338
nuclear-Ath-LeuAAG-171816	2520	72024	376648
nuclear-Ath-LeuAAG-171817	2605	73924	382676
nuclear-Ath-LeuCAA-171786	751	20571	72198
nuclear-Ath-LeuCAA-171787	448	13424	58067
nuclear-Ath-LeuCAA-171789	787	19389	80133
nuclear-Ath-LeuCAA-171790	646	20315	75989
nuclear-Ath-LeuCAA-183751	26	2131	7299
nuclear-Ath-LeuCAG-171781	1116	30282	120228
nuclear-Ath-LeuTAA-171698	292	9930	38860
nuclear-Ath-LeuTAA-171699	300	10360	41125
nuclear-Ath-LeuTAA-171791	261	7069	23067
nuclear-Ath-LeuTAG-171673	1411	44039	403406
nuclear-Ath-LeuTAG-171675	1343	45919	345096
nuclear-Ath-LeuTAG-171685	1081	39370	322215
nuclear-Ath-LysCTT-171703	824	15010	40779
nuclear-Ath-LysCTT-171704	12704	192382	367342
nuclear-Ath-LysCTT-183733	320	4555	7961
nuclear-Ath-LysTTT-171707	1980	14068	35837
nuclear-Ath-LysTTT-171712	231	2189	4668
nuclear-Ath-LysTTT-183734	2008	15202	36186
nuclear-Ath-LysTTT-183735	3	19	63
nuclear-Ath-PheGAA-171718	10020	76400	274581
nuclear-Ath-ProAGG-171737	433	35555	102956
nuclear-Ath-ProAGG-171738	167	8830	23609
nuclear-Ath-ProAGG-171743	485	46172	95050
nuclear-Ath-ProCGG-171739	2	231	1052
nuclear-Ath-ProCGG-171760	199	15601	85447
nuclear-Ath-ProCGG-171761	212	22580	123935
nuclear-Ath-ProTGG-171741	203	13302	66260
nuclear-Ath-ProTGG-171744	720	70664	255997
nuclear-Ath-ProTGG-183741	0	89	1078
nuclear-Ath-SerAGA-171812	673	3764	92989
nuclear-Ath-SerAGA-171813	3362	14845	293759
nuclear-Ath-SerAGA-171814	10	165	1132
nuclear-Ath-SerAGA-171815	61	196	2545
nuclear-Ath-SerAGA-183750	1094	4229	15182
nuclear-Ath-SerAGA-183759	819	4385	79714
nuclear-Ath-SerAGA-183760	0	0	6
nuclear-Ath-SerAGA-183761	0	0	2
nuclear-Ath-SerAGA-183762	302	1067	12435
nuclear-Ath-SerCGA-171782	353	2255	14301
nuclear-Ath-SerCGA-171785	1611	10044	51639
nuclear-Ath-SerCGA-171794	1150	8332	35232
nuclear-Ath-SerGCT-171796	1410	8573	28754
nuclear-Ath-SerGCT-171797	4737	32898	106795
nuclear-Ath-SerGCT-171798	6269	41750	120480
nuclear-Ath-SerGCT-171800	2027	13715	38210
nuclear-Ath-SerGCT-183728	2235	8751	28394
nuclear-Ath-SerGCT-183752	824	5908	19654
nuclear-Ath-SerGCT-183753	7	55	149
nuclear-Ath-SerTGA-171783	542	5071	17925
nuclear-Ath-SerTGA-171784	394	3604	15100
nuclear-Ath-SerTGA-171792	975	14312	60520
nuclear-Ath-SerTGA-171793	502	5921	22208
nuclear-Ath-ThrAGT-171722	4132	10808	48493
nuclear-Ath-ThrAGT-171723	7181	15372	58804
nuclear-Ath-ThrAGT-171731	9205	17933	88683
nuclear-Ath-ThrCGT-171709	41473	128795	83593
nuclear-Ath-ThrCGT-171710	9122	29455	23244
nuclear-Ath-ThrCGT-171711	3562	12565	8820
nuclear-Ath-ThrTGT-171700	36579	94184	307961
nuclear-Ath-ThrTGT-171705	4252	10186	42790
nuclear-Ath-ThrTGT-183732	1682	4083	14881
nuclear-Ath-TrpCCA-171732	26898	314883	2113913
nuclear-Ath-TrpCCA-171734	24324	282547	1902814
nuclear-Ath-TrpCCA-183740	190	1955	8562
nuclear-Ath-TyrGTA-171663	15565	169647	625654
nuclear-Ath-TyrGTA-171666	1	72	219
nuclear-Ath-TyrGTA-171668	0	0	79
nuclear-Ath-TyrGTA-183718	0	0	5
nuclear-Ath-TyrGTA-183719	2682	26584	85769
nuclear-Ath-TyrGTA-183720	1	6	671
nuclear-Ath-TyrGTA-183721	0	0	0
nuclear-Ath-TyrGTA-183722	0	0	0
nuclear-Ath-TyrGTA-183723	0	0	82
nuclear-Ath-TyrGTA-183724	0	1	81
nuclear-Ath-TyrGTA-183725	0	0	90
nuclear-Ath-TyrGTA-183726	0	0	1
nuclear-Ath-TyrGTA-183727	0	4	11
nuclear-Ath-ValAAC-171778	488	1227	39692
nuclear-Ath-ValAAC-171779	11493	34992	379122
nuclear-Ath-ValCAC-171807	6437	15501	72914
nuclear-Ath-ValCAC-183758	4751	11708	56259
nuclear-Ath-ValTAC-171767	14039	25260	295147
nuclear-Ath-ValTAC-183729	590	1800	11403
nuclear-Ath-ValTAC-183746	771	1127	17291
nuclear-Ath-eMetCAT-171754	5078	51301	519757
nuclear-Ath-iMetCAT-171655	64	926	3801
nuclear-Ath-iMetCAT-171658	15	286	2854
nuclear-Ath-iMetCAT-171659	181	6399	53744
nuclear-Ath-iMetCAT-183717	0	1	42
plastid-Ath-AlaTGC-171845	1482	212412	1510472
plastid-Ath-ArgACG-171847	3584	102349	492357
plastid-Ath-ArgTCT-171846	1963	34017	93467
plastid-Ath-AsnGTT-171848	1860	120240	349894
plastid-Ath-AspGTC-171849	13052	99260	469066
plastid-Ath-CysGCA-171850	13683	32262	65894
plastid-Ath-GlnTTG-171851	8871	77901	288018
plastid-Ath-GluTTC-171852	27472	263365	762334
plastid-Ath-GlyGCC-171853	2633	39757	128204
plastid-Ath-GlyTCC-171854	890	29960	47866
plastid-Ath-HisGTG-171855	80226	253411	423596
plastid-Ath-IleCAT-171856	18890	25748	372861
plastid-Ath-IleGAT-171857	104210	177572	913796
plastid-Ath-LeuCAA-171859	2393	46694	155325
plastid-Ath-LeuTAA-171860	2499	41602	289306
plastid-Ath-LeuTAG-171858	2703	54895	93926
plastid-Ath-LysTTT-171861	2357	22660	108787
plastid-Ath-PheGAA-171864	9173	27350	156442
plastid-Ath-ProTGG-171865	479	76499	81267
plastid-Ath-SerGCT-171868	14032	38649	111159
plastid-Ath-SerGGA-171866	12585	34375	147248
plastid-Ath-SerTGA-171867	29720	73172	113832
plastid-Ath-ThrGGT-171869	55243	101241	55311
plastid-Ath-ThrTGT-171870	24102	39708	34314
plastid-Ath-TrpCCA-171871	12418	65482	150517
plastid-Ath-TyrGTA-171872	38892	138428	579693
plastid-Ath-ValGAC-171873	4796	6577	11004
plastid-Ath-ValTAC-171874	11445	23093	32465
plastid-Ath-eMetCAT-171862	3023	30365	43908
plastid-Ath-iMetCAT-171863	1183	17639	276637
Total	1026085	7080430	30907042
